,X_WGS84,Y_WGS84,solrig
408,-114.009805,50.904046,1
409,-88.905158,43.963927,1
410,-88.683112,42.008254,1
411,-88.740436,41.674689,1
412,-81.014038,34.903961,1
413,-96.523575,42.678987,1
414,-89.244581,42.479472,1
415,-89.806656,44.010007,1
416,-97.266128,37.740063,1
417,-89.390856,43.695624,1
418,-87.864779,41.561208,1
419,-90.750818,40.437627,1
420,-89.671411,43.140884,1
421,-111.253875,45.229337,1
422,-104.273862,36.935195,1
423,-87.959963,41.886181,1
424,-95.768598,30.557741,1
425,-92.847433,45.070126,1
426,-88.879738,42.957772,1
427,-90.116031,40.350583,1
428,-82.721729,41.610559,1
429,-90.594095,43.178721,1
430,-90.511118,41.43677,1
431,-79.800556,43.302194,1
432,-90.150896,38.871292,1
433,-83.750045,42.299976,1
434,-96.851938,32.703377,1
435,-84.242951,42.035725,1
436,-85.411534,43.066474,1
437,-92.74209,45.69548,1
438,-89.44028,43.030363,1
439,-88.153782,41.352072,1
440,-87.561351,41.68147,1
441,-89.813962,43.237566,1
442,-88.245856,40.922425,1
443,-84.516414,39.136776,1
444,-89.809539,43.105928,1
445,-96.498441,37.564414,1
446,-95.943947,45.058486,1
447,-89.151433,43.9674,1
448,-81.692541,40.989659,1
449,-92.507254,44.039771,1
450,-95.022616,45.312954,1
451,-94.38539,45.59639,1
452,-95.833746,41.240623,1
453,-87.887001,42.261418,1
454,-106.094475,49.383273,1
455,-94.92896,45.72363,1
456,-88.151529,42.62361,1
457,-94.348568,30.611913,1
458,-87.802348,42.464183,1
459,-81.395153,41.012255,1
460,-83.593681,41.580711,1
461,-81.463945,40.916717,1
462,-100.502637,42.824978,1
463,-92.873178,44.030335,1
464,-114.54635,53.26805,1
465,-87.468102,41.348432,1
466,-90.620416,42.520225,1
467,-97.24425,49.960167,1
468,-97.291569,49.84639,1
469,-87.890565,43.066871,1
470,-83.574293,38.837904,1
471,-96.324391,44.010287,1
472,-98.518924,40.019437,1
473,-98.69428,39.470047,1
474,-98.849436,38.679331,1
475,-97.275835,32.746836,1
476,-84.225163,39.654872,1
477,-82.55729,35.633361,1
478,-88.08896,42.136072,1
479,-88.174774,42.463223,1
480,-99.508165,41.441686,1
481,-96.735805,39.445091,1
482,-96.617843,33.824462,1
483,-87.780247,42.002726,1
484,-84.388786,40.160294,1
485,-110.598987,52.619634,1
486,-116.735945,54.168625,1
487,-116.396517,52.255783,1
488,-73.50944,41.67583,1
489,-72.99194,41.22805,1
490,-73.3925,41.46861,1
491,-95.838408,37.803586,1
492,-95.23309,38.66584,1
493,-95.168845,37.323428,1
494,-95.44103,39.34275,1
495,-95.52969,38.39515,1
496,-96.57223,38.49773,1
497,-96.91467,37.24048,1
498,-96.13403,37.51271,1
499,-95.754461,37.866456,1
500,-95.27036,37.48385,1
501,-96.67198,38.66043,1
502,-96.07095,38.77328,1
503,-96.31838,38.6559,1
504,-97.71482,38.57732,1
505,-96.78508,38.0387,1
506,-94.73586,38.42024,1
507,-99.57912,39.9495,1
508,-98.27504,38.39855,1
509,-99.82958,38.04649,1
510,-96.526526,39.232209,1
511,-96.7955,37.09998,1
512,-94.73891,38.95723,1
513,-95.269021,38.947994,1
514,-98.39316,39.28536,1
515,-96.63842,37.9082,1
516,-95.92465,37.74113,1
517,-94.77289,37.6179,1
518,-96.41847,39.65005,1
519,-95.31357,39.20175,1
520,-97.66908,38.76533,1
521,-97.89066,37.38737,1
522,-95.40484,37.22369,1
523,-96.28859,39.06168,1
524,-97.12726,37.38737,1
525,-95.9022,38.75151,1
526,-95.9642,39.44966,1
527,-96.10433,38.91825,1
528,-95.48844,37.66447,1
529,-96.63842,38.0097,1
530,-95.48083,37.80524,1
531,-98.31862,39.67109,1
532,-94.93612,37.17586,1
533,-98.85613,38.9423,1
534,-96.13103,39.30747,1
535,-97.05537,37.70736,1
536,-97.60061,39.822941,1
537,-95.82932,37.62765,1
538,-97.06293,38.03923,1
539,-97.46281,38.0762,1
540,-96.58698,38.13852,1
541,-94.941364,39.351381,1
542,-96.539577,37.809655,1
543,-97.257649,37.61175,1
544,-94.996735,38.887693,1
545,-95.680455,38.590866,1
546,-95.368208,39.004132,1
547,-95.81298,38.31895,1
548,-99.134335,39.447947,1
549,-98.03767,39.86537,1
550,-95.94102,37.0917,1
551,-95.204995,39.045957,1
552,-104.6222115,44.57738955,1
553,-102.00017,45.03634,1
554,-96.49994,37.24048,1
555,-97.207677,37.177578,1
556,-99.449877,39.382984,1
557,-103.4221,44.19926,1
558,-98.637367,38.96223,1
559,-104.04009,44.17366,1
560,-99.46416,37.20191,1
561,-95.326014,38.246406,1
562,-103.85903,44.48885,1
563,-103.66,44.19814,1
564,-104.4197649,44.50468118,1
565,-95.365204,38.820172,1
566,-96.527633,38.050386,1
567,-94.828308,37.247385,1
568,-96.28859,38.88482,1
569,-102.034333,39.984803,1
570,-96.55531,37.10785,1
571,-95.58778,38.90635,1
572,-98.78019,39.6606,1
573,-95.94455,39.65542,1
574,-99.73239,39.88778,1
575,-96.59604,39.4465,1
576,-99.31076,39.64006,1
577,-96.18916,38.33314,1
578,-103.41911,43.90274,1
579,-103.63767,43.92145,1
580,-103.48063,43.43362,1
581,-165.86,65.56,0
582,-165.4,64.92,0
583,-165.02,65.79,0
584,-164.41,62.18,0
585,-163.99,60.77,0
586,-163.69,61.68,0
587,-163.27,60.73,0
588,-163.23,67.81,0
589,-163.19,62.33,0
590,-163,65.22,0
591,-162.81,61.35,0
592,-162.74,68.92,0
593,-162.51,61.03,0
594,-162.4,61.95,0
595,-162.36,67.32,0
596,-162.2,62.71,0
597,-162.17,69.52,0
598,-161.94,68.49,0
599,-161.79,60.73,0
600,-161.75,61.72,0
601,-161.25,68.5,0
602,-161.21,59.74,0
603,-161.18,60.35,0
604,-161.14,69.45,0
605,-160.99,62.02,0
606,-160.91,65.3,0
607,-160.87,61.3,0
608,-160.68,67.62,0
609,-160.19,69.41,0
610,-160.03,60.04,0
611,-159.92,68.46,0
612,-159.81,61.11,0
613,-159.77,62.44,0
614,-159.65,56.28,0
615,-159.59,66.45,0
616,-159.58,67.32,0
617,-159.46,64.38,0
618,-159.31,60.46,0
619,-159.27,63.09,0
620,-159.24,59.28,0
621,-159.12,70.02,0
622,-159.08,68,0
623,-159.04,61.5,0
624,-158.88,69.2,0
625,-158.85,56.5,0
626,-158.51,59.93,0
627,-158.47,62.71,0
628,-158.4,69.75,0
629,-158.25,66.55,0
630,-158.17,60.73,0
631,-158.05,68.8,0
632,-157.86,56.96,0
633,-157.83,59.4,0
634,-157.75,70.21,0
635,-157.6,60.12,0
636,-157.52,65.07,0
637,-157.45,68.08,0
638,-157.33,61.38,0
639,-157.14,67.39,0
640,-157.07,69.22,0
641,-156.99,62.37,0
642,-156.91,66.78,0
643,-156.76,64.33,0
644,-156.65,60.27,0
645,-156.57,58.26,0
646,-156.53,61.19,0
647,-156.3,62.94,0
648,-156.27,58.9,0
649,-156.23,65.37,0
650,-156.15,68.84,0
651,-156.08,58.29,0
652,-156.06,59.85,0
653,-156,66.06,0
654,-155.85,62.4,0
655,-155.58,63.24,0
656,-155.5,65.49,0
657,-155.39,64.38,0
658,-155.35,60.65,0
659,-155.16,59.93,0
660,-154.97,58.64,0
661,-154.55,68.15,0
662,-154.48,61.57,0
663,-154.33,64.09,0
664,-154.17,63.01,0
665,-153.91,68.92,0
666,-153.87,65.87,0
667,-153.79,64.77,0
668,-153.75,66.59,0
669,-153.71,62.33,0
670,-153.68,61.49,0
671,-153.52,60.62,0
672,-153.3,65.53,0
673,-153.22,68.53,0
674,-153.14,70.29,0
675,-152.72,69.6,0
676,-152.65,66.86,0
677,-152.53,65.79,0
678,-152.42,63.43,0
679,-152.31,61.91,0
680,-152,69.14,0
681,-151.93,63.93,0
682,-151.85,66.75,0
683,-151.66,62.33,0
684,-151.47,68.34,0
685,-151.35,66.13,0
686,-151.28,69.75,0
687,-151.24,64.46,0
688,-151.192595,63.114803,0
689,-151.05,67.62,0
690,-151.01,61.68,0
691,-150.94,66.44,0
692,-150.86,66.82,0
693,-150.67,69.37,0
694,-150.63,62.86,0
695,-150.52,65.79,0
696,-150.48,68.61,0
697,-150.4,61.8,0
698,-150.17,64.23,0
699,-150.06,67.16,0
700,-150.02,65.15,0
701,-149.95,62.29,0
702,-149.87,69.45,0
703,-149.79,69.94,0
704,-149.64,66.63,0
705,-149.6,63.47,0
706,-149.53,68.15,0
707,-149.49,61.83,0
708,-149.45,62.67,0
709,-149.23,67.63,0
710,-149.11,69.45,0
711,-148.73,62.33,0
712,-148.54,63.55,0
713,-148.46,66.29,0
714,-148.439042,61.788505,0
715,-148.42,67.13,0
716,-148.08,69.26,0
717,-147.89,68.15,0
718,-147.74,62.06,0
719,-147.62,65.83,0
720,-147.59,69.07,0
721,-147.47,66.63,0
722,-147.43,63.51,0
723,-147.39,67.66,0
724,-146.94,61.95,0
725,-146.79,65.49,0
726,-146.63,68,0
727,-146.56,69.35,0
728,-146.33,65.87,0
729,-146.25,67.01,0
730,-146.155564,64.256775,0
731,-145.644103,64.148606,0
732,-145.53,64.92,0
733,-145.49,68.42,0
734,-145.405272,62.038106,0
735,-145.26,61.34,0
736,-145.156578,66.920676,0
737,-145.151818,66.7229,0
738,-144.84,65.22,0
739,-144.77,69.26,0
740,-144.69,65.87,0
741,-144.65,67.7,0
742,-144.58,68.65,0
743,-144.332108,61.521197,0
744,-144.2,66.97,0
745,-144.12,63.89,0
746,-144.04,64.96,0
747,-143.89,60.73,0
748,-143.85,69.45,0
749,-143.78,67.05,0
750,-143.4,67.7,0
751,-143.36,62.71,0
752,-143.32,61.68,0
753,-143.28,66.21,0
754,-143.25,68.69,0
755,-143.17,69.45,0
756,-142.48,65.49,0
757,-142.47,61.5,0
758,-142.41,67.81,0
759,-142.24,69.04,0
760,-142.16,64.41,0
761,-142.14,66.78,0
762,-142.03,63.66,0
763,-141.99,62.02,0
764,-141.95,60.69,0
765,-141.8,65.76,0
766,-141.57,66.97,0
767,-141.42,68,0
768,-141.34,69.11,0
769,-141.3,64.73,0
770,-141,62.3,0
771,-140.62,66.52,0
772,-140.43,67.73,0
773,-140.35,63.47,0
774,-140.31,60.96,0
775,-140.2,64.57,0
776,-140.16,65.37,0
777,-140.15646,69.160935,0
778,-139.78,66.75,0
779,-139.74,62.4,0
780,-139.44,64.1,0
781,-139.36,67.89,0
782,-139.29,68.84,0
783,-139.130221,61.388277,0
784,-138.79,66.55,0
785,-138.75,65.11,0
786,-138.56,61.99,0
787,-138.535538,61.018719,0
788,-138.52,68.23,0
789,-138.49,63.47,0
790,-138.07,68.72,0
791,-138.03,65.34,0
792,-137.88,68.08,0
793,-137.61,66.84,0
794,-137.519319,60.750653,0
795,-137.39,62.78,0
796,-137.06,60.37,0
797,-137.01197,61.38799,0
798,-136.96,68.04,0
799,-136.876678,62.591508,0
800,-136.77,67.01,0
801,-136.58,65.07,0
802,-136.51,66.25,0
803,-136.48,60.79,0
804,-136.16,63.81,0
805,-136.123352,61.898792,0
806,-135.86,66.9,0
807,-135.71134,60.857149,0
808,-135.63,65.6,0
809,-135.59903,59.271254,0
810,-135.48,67.85,0
811,-135.25,62.1,0
812,-135.153794,60.953972,0
813,-135.095861,60.700491,0
814,-135,63,0
815,-134.87,66.82,0
816,-134.72,67.81,0
817,-134.692526,60.168942,0
818,-134.68,65.18,0
819,-134.64,65.95,0
820,-134.53,63.93,0
821,-134.49,68.5,0
822,-134.41,69.03,0
823,-133.77,61.45,0
824,-133.72,59.53,0
825,-133.69,68.31,0
826,-133.6,66.84,0
827,-133.54,67.43,0
828,-133.42,63.74,0
829,-133.354715,62.238491,0
830,-133.35,64.88,0
831,-133,66.44,0
832,-132.59,59.93,0
833,-132.51,67.85,0
834,-132.509492,61.969454,0
835,-132.47,63.09,0
836,-132.39,58.48,0
837,-132.28,64.31,0
838,-132.13,66.75,0
839,-131.98,68.53,0
840,-131.94,59.36,0
841,-131.84,56.65,0
842,-131.82,65.41,0
843,-131.75,61.3,0
844,-131.6,62.71,0
845,-131.52,67.51,0
846,-131.23,63.55,0
847,-131.14,66.36,0
848,-130.971394,58.013372,0
849,-130.87,57.15,0
850,-130.8,64.77,0
851,-130.76,61.3,0
852,-130.72,68.38,0
853,-130.705506,58.179325,0
854,-130.68,60.39,0
855,-130.62,65.74,0
856,-130.57,62.37,0
857,-130.42,66.82,0
858,-129.88,60.43,0
859,-129.85,59.29,0
860,-129.69,64.54,0
861,-129.62,68.95,0
862,-129.59,57.51,0
863,-129.44,68.02,0
864,-129.068056,59.370536,0
865,-129.05,63.15,0
866,-129.01,66.71,0
867,-128.85,61.76,0
868,-128.82,56.01,0
869,-128.74,56.88,0
870,-128.55,60.77,0
871,-128.47,65.91,0
872,-128.41,53.16,0
873,-128.4,67.73,0
874,-128.25,64.99,0
875,-128.21,54.3,0
876,-128.09,63.97,0
877,-128.02,67.24,0
878,-127.86,68.12,0
879,-127.67,55.25,0
880,-127.64,62.94,0
881,-127.6,61.91,0
882,-127.52,69.71,0
883,-127.48,66.76,0
884,-127.37,56.09,0
885,-127.24,69.04,0
886,-127.14,67.43,0
887,-127.106842,54.772658,0
888,-126.72,66.17,0
889,-126.61,56.77,0
890,-126.49,59.32,0
891,-126.46,62.44,0
892,-126.38,55.93,0
893,-126.38,60.39,0
894,-126.23,68.88,0
895,-126.15,67.05,0
896,-125.92,57.84,0
897,-125.904,49.164,0
898,-125.88,51.4,0
899,-125.81,64.31,0
900,-125.77,67.66,0
901,-125.75,54.05,0
902,-125.54,68.19,0
903,-125.5,62.25,0
904,-125.47,52.73,0
905,-125.43,66.97,0
906,-125.31,55.44,0
907,-125.28,59.62,0
908,-125.24,60.77,0
909,-125.12,63.2,0
910,-125.04,56.75,0
911,-125.01,68.46,0
912,-124.93,64.38,0
913,-124.91,50.25,0
914,-124.89,72.38,0
915,-124.8,49.25,0
916,-124.67,66.52,0
917,-124.63,62.1,0
918,-124.627,54.1,0
919,-124.509,42.74,0
920,-124.426383,49.617527,0
921,-124.3867,42.2581,0
922,-124.26,54.46,0
923,-124.25,57.95,0
924,-124.161018,52.05067,0
925,-124.13,64.84,0
926,-124.0678,42.5567,0
927,-124.06,68.5,0
928,-124.05469,49.6126,0
929,-123.98,63.28,0
930,-123.95,67.39,0
931,-123.94,49.17,0
932,-123.8941,45.8196,0
933,-123.83,53.19,0
934,-123.8226,41.1542,0
935,-123.77485,42.337437,0
936,-123.75,56.2,0
937,-123.75,59.09,0
938,-123.75,74.13,0
939,-123.7386,43.907,0
940,-123.7233,45.9888,0
941,-123.699952,42.646351,0
942,-123.68,61.07,0
943,-123.63,72.41,0
944,-123.625162,42.06577,0
945,-123.583579,48.312983,0
946,-123.558045,40.787237,0
947,-123.5344,42.3644,0
948,-123.530249,48.533428,0
949,-123.524696,47.983316,0
950,-123.4941,45.6552,0
951,-123.474147,41.379341,0
952,-123.460064,48.923825,0
953,-123.344475,39.625825,0
954,-123.322428,44.476342,0
955,-123.3,55.51,0
956,-123.2972,43.4222,0
957,-123.281148,47.046643,0
958,-123.278889,40.391389,0
959,-123.2715,42.6864,0
960,-123.2695,48.7489,0
961,-123.2659,44.7145,0
962,-123.26,60.04,0
963,-123.243544,41.667947,0
964,-123.24,64.88,0
965,-123.2249,44.9191,0
966,-123.22,73.64,0
967,-123.202033,44.102697,0
968,-123.191537,40.737347,0
969,-123.19,49.12,0
