,X_WGS84,Y_WGS84,ratcol
214,-100.392178,25.742394,1
215,-96.107444,33.500533,1
216,-101.360429,33.891366,1
217,-112.303519,33.481916,1
218,-95.948142,29.722822,1
219,-99.950596,32.526042,1
220,-98.413156,34.7515,1
221,-97.4469,27.572092,1
222,-102.680594,32.117624,1
223,-98.127527,30.477654,1
224,-90.304977,32.366684,1
225,-100.532604,31.377848,1
226,-95.726943,29.741054,1
227,-84.296619,33.751624,1
228,-97.823565,30.868948,1
229,-105.751372,32.921078,1
230,-97.905739,31.029131,1
231,-96.795203,32.898586,1
232,-98.248142,31.634641,1
233,-96.929806,30.182521,1
234,-105.065562,40.480024,1
235,-101.979336,33.656841,1
236,-96.876555,32.170697,1
237,-98.960589,32.160884,1
238,-97.293237,31.783463,1
239,-101.94352,35.25313,1
240,-97.761639,30.728385,1
241,-80.787884,35.116095,1
242,-96.715909,32.708203,1
243,-111.154833,33.27915,1
244,-97.048286,33.408333,1
245,-99.339487,43.78818,1
246,-97.824012,30.428881,1
247,-110.345726,31.839188,1
248,-98.7424,29.425337,1
249,-101.623632,33.492808,1
250,-98.066991,30.298211,1
251,-93.087637,33.50884,1
252,-98.485954,29.875528,1
253,-97.596473,30.474364,1
254,-97.666744,30.826017,1
255,-98.871022,34.022931,1
256,-94.20747,36.381253,1
257,-98.789445,30.109431,1
258,-117.351184,33.951429,1
259,-94.088714,36.081314,1
260,-85.101464,38.44692,1
261,-110.266122,31.469953,1
262,-97.40941,32.765204,1
263,-96.991877,30.634786,1
264,-99.39072,29.999806,1
265,-98.015457,30.070333,1
266,-94.75763,31.503355,1
267,-97.391104,35.642454,1
268,-108.916509,50.35201,1
269,-95.17108,29.596021,1
270,-97.162232,31.58542,1
271,-98.094293,30.846072,1
272,-98.42125,29.646949,1
273,-103.733771,30.99203,1
274,-98.503175,30.020364,1
275,-96.818725,30.660217,1
276,-97.536147,30.049561,1
277,-104.808726,38.916586,1
278,-95.623597,29.763503,1
279,-96.625279,32.99749,1
280,-95.643062,29.153694,1
281,-97.919405,33.191558,1
282,-97.228664,31.329624,1
283,-96.444357,30.208178,1
284,-99.847047,30.524133,1
285,-99.01545,30.225687,1
286,-101.14922,29.966955,1
287,-97.57498,30.737044,1
288,-95.138293,29.509539,1
289,-98.118369,32.100847,1
290,-107.999492,36.835104,1
291,-98.171849,30.573043,1
292,-99.831203,31.787574,1
293,-98.613015,29.880753,1
294,-98.428198,29.529495,1
295,-109.494453,38.537003,1
296,-93.732749,32.613462,1
297,-122.114005,37.380805,1
298,-93.214985,31.229323,1
299,-110.865498,32.510486,1
300,-99.10656,47.16165,1
301,-97.245439,30.722868,1
302,-98.582973,29.642117,1
303,-99.767451,32.430349,1
304,-97.877357,30.532127,1
305,-98.209405,29.752976,1
306,-99.522324,29.618121,1
307,-98.308175,29.681442,1
308,-97.189072,25.986447,1
309,-99.647847,32.432606,1
310,-112.054267,37.567214,1
311,-98.857449,29.65931,1
312,-98.153303,26.548,1
313,-98.2477,29.445833,1
314,-84.295967,30.529733,1
315,-98.14981,29.919358,1
316,-97.258301,30.174867,1
317,-95.652059,29.602591,1
318,-98.868988,29.329022,1
319,-97.399735,26.121594,1
320,-97.609177,30.193253,1
321,-98.000726,30.41744,1
322,-99.242055,27.634541,1
323,-95.264338,29.688528,1
324,-98.923861,29.576325,1
325,-97.327836,30.085322,1
326,-95.747343,29.941536,1
327,-95.287217,30.023067,1
328,-95.800398,29.524766,1
329,-99.528374,27.594623,1
330,-95.466567,29.833613,1
331,-98.328379,29.25869,1
332,-95.542192,30.208492,1
333,-95.610345,29.890028,1
334,-97.418939,30.701411,1
335,-96.526037,29.975466,1
336,-98.396186,30.277678,1
337,-98.318621,29.970127,1
338,-98.366813,30.741745,1
339,-97.847015,30.161054,1
340,-97.897233,29.940997,1
341,-102.790903,30.894873,1
342,-98.75002,27.353603,1
343,-104.714443,50.717088,1
344,-97.467859,31.334249,1
345,-98.221875,28.500364,1
346,-96.626307,33.172159,1
347,-95.532996,29.525274,1
348,-97.382942,27.983483,1
349,-104.654524,38.309044,1
350,-101.197037,27.895404,1
351,-105.650383,32.966667,1
352,-114.079361,51.054425,1
353,-106.487006,35.832105,1
354,-117.871316,45.204248,1
355,-104.7155,44.590671,1
356,-108.123465,36.78557,1
357,-78.851417,36.243338,1
358,-95.426466,30.000062,1
359,-104.750896,37.813403,1
360,-108.592089,45.821452,1
361,-106.270263,35.778828,1
362,-109.085449,33.828781,1
363,-105.516118,39.740809,1
364,-106.803413,40.469642,1
365,-110.207614,31.351353,1
366,-106.782515,36.992864,1
367,-84.257927,36.016217,1
368,-109.228949,32.946606,1
369,-88.022314,43.886861,1
370,-81.541581,41.041481,1
371,-100.763237,29.153767,1
372,-105.337928,44.637251,1
373,-96.591505,43.476938,1
374,-105.059007,36.479458,1
375,-111.84132,40.777096,1
376,-81.998854,33.531348,1
377,-105.523389,33.498834,1
378,-105.32386,38.457934,1
379,-76.73442,42.992353,1
380,-79.047294,35.913549,1
381,-122.37745,47.809217,1
382,-106.599723,35.088196,1
383,-105.65982,32.829003,1
384,-106.117417,35.607937,1
385,-106.638962,35.1936,1
386,-100.62168,49.596847,1
387,-106.50222,35.157372,1
388,-98.017568,26.432294,1
389,-88.465436,41.659637,1
390,-92.232115,38.588548,1
391,-93.042035,44.833638,1
392,-105.31,34.99,1
393,-103.491074,43.565459,1
394,-103.730132,44.481582,1
395,-95.987232,38.393979,1
396,-105.363,39.734438,1
397,-104.093764,32.279542,1
398,-95.434535,39.346241,1
399,-96.430624,47.067848,1
400,-101.732313,37.195697,1
401,-103.917837,35.735591,1
402,-100.885462,38.763262,1
403,-98.014078,37.990224,1
404,-105.545325,32.917163,1
405,-104.218277,32.428741,1
406,-102.66639,38.79083,1
407,-105.05127,37.24009,1
408,-102.71222,38.34694,1
409,-102.98444,39.28472,1
410,-102.663659,38.692961,1
411,-102.09083,39.4625,1
412,-103.816411,39.356362,1
413,-107.22175,38.47548,1
414,-102.67951,37.68344,1
415,-103.342715,40.872517,1
416,-102.666567,38.591725,1
417,-108.41077,37.34166,1
418,-103.43028,38.92306,1
419,-102.425145,39.56435,1
420,-102.7422,37.1484,1
421,-102.45905,39.7613,1
422,-103.274101,38.8081,1
423,-105.283157,38.925614,1
424,-103.01263,37.14136,1
425,-104.29256,39.55175,1
426,-104.9209,37.14811,1
427,-102.493525,38.664174,1
428,-103.606917,37.029876,1
429,-104.48583,40.64306,1
430,-102.49611,38.54139,1
431,-105.216151,39.901791,1
432,-104.858056,36.513056,1
433,-111.729444,34.915278,1
434,-105.701383,35.665767,1
435,-99.915639,49.845639,1
436,-109.194582,34.06003,1
437,-111.387232,38.313832,1
438,-92.370587,36.077659,1
439,-106.952387,40.808645,1
440,-99.251247,49.653301,1
441,-103.309378,45.523524,1
442,-100.535136,45.657219,1
443,-98.454182,43.50944,1
444,-103.859917,44.626388,1
445,-111.76942,47.195989,1
446,-79.776937,43.265618,1
447,-94.710806,37.394625,1
448,-94.83193,37.34701,1
449,-94.92379,37.26755,1
450,-103.69624,39.235518,1
451,-95.08251,29.761412,1
452,-97.890277,30.339925,1
453,-107.392933,38.361728,1
454,-96.468049,42.23497,1
455,-97.699227,31.888916,1
456,-96.806298,28.301511,1
457,-97.704437,30.244451,1
458,-97.934362,30.640206,1
459,-97.212704,32.393694,1
460,-98.191204,30.338757,1
461,-98.296246,32.64069,1
462,-95.977167,28.596691,1
463,-96.754773,33.175952,1
464,-98.325471,29.544309,1
465,-98.878037,29.971888,1
466,-99.910486,29.207201,1
467,-97.742994,30.155425,1
468,-98.513345,33.912315,1
469,-92.89534,34.65931,1
470,-84.763566,43.605295,1
471,-97.679163,28.143551,1
472,-105.190278,49.223812,1
473,-98.809167,30.504278,1
474,-98.230226,26.174614,1
475,-99.000408,31.686328,1
476,-92.587818,36.350397,1
477,-120.821389,40.554444,1
478,-121.691389,39.603611,1
479,-111.169145,34.279658,1
480,-97.087112,30.696522,1
481,-101.800808,30.469926,1
482,-103.221388,44.074336,1
483,-83.866888,35.95629,1
484,-111.9358,46.718667,1
485,-98.156108,42.423171,1
486,-96.532624,33.822501,1
487,-94.791885,32.432156,1
488,-97.676005,29.869051,1
489,-98.888385,30.277809,1
490,-105.214692,37.962947,1
491,-103.829462,43.729526,1
492,-98.618928,46.68378,1
493,-98.825264,46.965117,1
494,-113.653339,49.706637,1
495,-103.491038,43.693362,1
496,-110.996537,34.306362,1
497,-113.986362,50.859824,1
498,-96.66854,30.870099,1
499,-97.362924,31.086172,1
500,-100.850016,46.772472,1
501,-96.557432,35.142658,1
502,-96.857429,32.705769,1
503,-111.498488,40.643783,1
504,-112.42267,42.920275,1
505,-99.401703,30.107989,1
506,-113.904545,50.130524,1
507,-108.744226,49.607372,1
508,-112.430785,37.968012,1
509,-105.184117,40.049849,1
510,-97.934936,46.548003,1
511,-113.009811,49.806061,1
512,-103.500708,46.960083,1
513,-104.811775,49.25653,1
514,-94.768759,45.142345,1
515,-105.567422,46.63198,1
516,-100.841897,49.573842,1
517,-111.553387,35.309207,1
518,-112.56302,46.009479,1
519,-93.637567,42.072864,1
520,-93.121522,44.91912,1
521,-120.263084,50.673361,1
522,-95.602534,29.255121,1
523,-96.931087,30.43109,1
524,-100.751269,46.846867,1
525,-95.066477,30.018193,1
526,-94.390825,45.593657,1
527,-87.605832,41.830088,1
528,-99.491001,30.05991,1
529,-105.775736,32.829946,1
530,-101.390618,47.359967,1
531,-92.504288,44.039167,1
532,-107.294582,37.174925,1
533,-105.689876,32.642261,1
534,-113.768662,49.623122,1
535,-109.845448,34.072776,1
536,-97.526292,35.501413,1
537,-96.875433,33.121375,1
538,-96.847737,40.736462,1
539,-91.258673,33.630595,1
540,-96.562923,44.743858,1
541,-94.858209,29.714643,1
542,-88.291791,41.450053,1
543,-98.457117,32.063473,1
544,-99.78285,29.236355,1
545,-98.458006,26.706658,1
546,-88.155228,41.769837,1
547,-113.45955,50.828122,1
548,-103.588783,47.05022,1
549,-99.268305,32.733422,1
550,-96.773645,33.719605,1
551,-119.612,49.826345,1
552,-97.027908,33.165695,1
553,-98.642201,29.740258,1
554,-97.568992,31.142242,1
555,-111.943239,50.909566,1
556,-98.398238,32.185783,1
557,-101.948644,33.541679,1
558,-93.697461,45.490254,1
559,-96.54705,31.610322,1
560,-94.355492,44.043141,1
561,-96.96196,32.869034,1
562,-106.341155,35.648205,1
563,-100.421273,31.429701,1
564,-96.718001,33.076761,1
565,-99.692482,29.606435,1
566,-96.53509,45.38575,1
567,-111.803742,34.483608,1
568,-81.117426,40.189989,1
569,-97.536895,31.228587,1
570,-101.745341,33.256565,1
571,-96.08717,30.444482,1
572,-97.46878,32.680595,1
573,-99.999448,29.397859,1
574,-98.078007,29.813189,1
575,-97.580065,29.588651,1
576,-97.697175,27.292528,1
577,-99.17402,29.622347,1
578,-110.04,34.24,1
579,-109.44,33.72,1
580,-109.33,34,1
581,-109.870199,33.826411,1
582,-109.46,34.07,1
583,-112.18811,33.57787,1
584,-96.29369,41.015889,1
585,-96.55727,39.075257,1
586,-95.308897,29.544994,1
587,-98.984864,30.082788,1
588,-95.099487,29.354435,1
589,-95.259433,29.142494,1
590,-97.55918,32.72977,1
591,-98.38662,29.743025,1
592,-97.669128,31.30775,1
593,-98.789703,30.348856,1
594,-105.221595,39.778322,1
595,-101.521725,31.770485,1
596,-102.120856,31.962496,1
597,-103.768745,31.6745,1
598,-101.840942,30.736547,1
599,-99.498313,30.27158,1
600,-100.49747,31.135257,1
601,-96.764222,29.705278,1
602,-101.71257,34.926655,1
603,-97.222643,32.662749,1
604,-97.415847,31.175005,1
605,-97.919667,29.769898,1
606,-96.136511,28.687808,1
607,-97.111977,32.90595,1
608,-100.679972,24.791064,1
609,-105.092969,38.047357,1
610,-95.665625,44.913039,1
611,-96.236536,45.2325,1
612,-95.995442,45.737594,1
613,-96.087224,45.348418,1
614,-95.92245,47.115137,1
615,-95.963375,45.463142,1
616,-92.339224,44.51999,1
617,-92.791861,44.912609,1
618,-96.473403,46.854948,1
619,-96.985906,48.897798,1
620,-95.440813,44.304782,1
621,-95.947693,44.348727,1
622,-92.89344,44.782823,1
623,-95.704576,44.261094,1
624,-96.174644,44.088141,1
625,-94.835843,45.260869,1
626,-97.607408,33.309755,1
627,-95.804213,30.300638,1
628,-97.80002,30.611795,1
629,-85.746531,31.360903,1
630,-103.179795,32.698508,1
631,-98.394502,33.758121,1
632,-97.592548,30.309846,1
633,-98.598592,31.563942,1
634,-96.799987,33.881817,1
635,-96.622098,32.317071,1
636,-94.004281,31.67855,1
637,-99.912631,29.845717,1
638,-96.279458,29.446856,1
639,-96.512694,30.090571,1
640,-101.216726,30.704281,1
641,-100.544931,31.528102,1
642,-98.332906,32.398604,1
643,-95.878202,32.360994,1
644,-97.068125,29.945642,1
645,-95.912958,29.19505,1
646,-99.674447,30.42078,1
647,-98.425485,30.103718,1
648,-100.379899,29.648698,1
649,-97.304723,30.83832,1
650,-97.966225,30.747606,1
651,-95.47815,29.024219,1
652,-98.047089,29.97802,1
653,-99.138978,30.033497,1
654,-98.612613,31.269964,1
655,-97.893012,30.034293,1
656,-97.388338,28.653423,1
657,-102.314326,31.900881,1
658,-98.107509,28.974657,1
659,-95.66056,30.781082,1
660,-98.222942,30.229253,1
661,-98.520313,31.645718,1
662,-95.42797,30.343728,1
663,-96.539981,28.95609,1
664,-98.109788,29.677923,1
665,-96.22166,30.562034,1
666,-97.475608,32.846592,1
667,-98.576583,29.25878,1
668,-99.49144,30.886078,1
669,-95.576566,28.959063,1
670,-97.220794,27.626408,1
671,-96.890543,29.907885,1
672,-98.240939,29.608737,1
673,-97.621228,30.562688,1
674,-97.336613,28.080685,1
675,-98.125557,29.160984,1
676,-97.33348,27.864425,1
677,-98.17122,29.337892,1
678,-102.772362,32.067203,1
679,-100.899192,28.440088,1
680,-97.779147,27.221812,1
681,-95.279746,29.813506,1
682,-97.653943,26.096372,1
683,-97.446945,26.537012,1
684,-96.56306,33.341905,1
685,-104.476926,39.050186,1
686,-104.733878,39.651895,1
687,-105.076858,40.649263,1
688,-97.662029,26.186268,1
689,-98.52562,29.563263,1
690,-97.326308,27.709686,1
691,-97.957349,26.126221,1
692,-95.541735,29.628784,1
693,-98.521321,27.166792,1
694,-97.84143,27.96044,1
695,-98.290585,28.644082,1
696,-99.388341,27.901839,1
697,-86.113468,32.191225,1
698,-99.52681,27.501667,1
699,-110.76074,31.539231,1
700,-98.326378,26.802503,1
701,-100.931629,29.311839,1
702,-95.065566,29.587705,1
703,-104.688686,38.753067,1
704,-98.071134,30.619214,1
705,-106.416111,35.216944,1
706,-103.679065,41.707592,1
707,-92.101148,44.397792,1
708,-101.65606,47.293741,1
709,-110.68,50.04,1
710,-112.25,51.67,1
711,-115,47.15,1
712,-106.58,51.12,1
713,-115.73,49.78,1
714,-115.42,49.42,1
715,-112.82,49.7,1
716,-113.43,53.61,1
717,-121.95,49.17,1
718,-113.59,50.03,1
719,-113.92,49.05,1
720,-107.98,50.65,1
721,-115.2,49.03,1
722,-106,54,1
723,-109.48,49.92,1
724,-115.48,53.89,1
725,-103.3273,43.9621,1
726,-100.121658,28.631436,1
727,-111.049717,33.308341,1
728,-97.685778,30.648294,1
729,-112.404922,34.635128,1
730,-98.417782,29.41544,1
731,-105.213539,40.784796,1
732,-97.466218,31.062232,1
733,-105.761095,32.716522,1
734,-97.281549,31.247014,1
735,-89.854277,35.14376,1
736,-99.565239,36.616829,1
737,-111.668709,35.161557,1
738,-98.446495,29.319568,1
739,-105.9476,43.6718,1
740,-73.877023,40.862289,1
741,-104.9338,40.952,1
742,-95.323645,38.250664,1
743,-105.7262,44.9097,1
744,-103.977005,39.505805,1
745,-105.3949,43.9639,1
746,-108.952224,33.786212,1
747,-107.4691,44.9739,1
748,-105.8006,33.112,1
749,-103.490067,44.175237,1
750,-108.538333,33.881111,1
751,-98.54292,29.428021,1
752,-104.5236,44.8656,1
753,-108.2094,33.1853,1
754,-103.33201,47.593324,1
755,-97.232189,32.960757,1
756,-92.180774,36.419492,1
757,-99.751837,29.699804,1
758,-114.891685,47.455717,1
759,-96.569001,32.64153,1
760,-97.983147,29.883742,1
761,-103.37028,34.176045,1
762,-99.019714,29.744147,1
763,-104.606645,38.864522,1
764,-96.114717,41.15482,1
765,-93.166109,45.116731,1
766,-98.562269,32.533442,1
767,-110.809065,43.491889,1
768,-96.026147,29.851346,1
769,-101.932262,35.139348,1
770,-102.753737,33.958572,1
771,-105.466224,38.13489,1
772,-108.345472,35.036911,1
773,-97.665481,32.434222,1
774,-105.527285,50.414531,1
775,-98.550218,32.271127,1
776,-97.495576,47.938561,1
777,-109.680763,47.686517,1
778,-110.952422,33.901212,1
779,-113.88807,49.571853,1
780,-97.449011,37.646976,1
781,-98.234922,29.857023,1
782,-101.780228,46.864862,1
783,-101.012067,47.222317,1
784,-99.441519,48.007649,1
785,-90.215864,38.590331,1
786,-89.901164,43.921539,1
787,-96.546965,38.432629,1
788,-77.470774,37.524284,1
789,-98.219079,40.902071,1
790,-102.662647,50.595564,1
791,-103.011189,42.702402,1
792,-98.374908,40.606761,1
793,-97.44802,32.329708,1
794,-104.793829,37.240472,1
795,-104.843627,33.370766,1
796,-111.813087,46.936978,1
797,-101.646621,41.210326,1
798,-104.759974,39.961305,1
799,-105.033563,39.916637,1
800,-98.800286,36.888717,1
801,-101.840512,33.527199,1
802,-111.869853,40.878943,1
803,-104.071464,31.916078,1
804,-104.663843,47.058304,1
805,-99.245483,47.139664,1
806,-93.238014,44.837527,1
807,-98.606024,33.851542,1
808,-96.412398,47.60713,1
809,-104.76825,39.359878,1
810,-106.20256,35.073044,1
811,-97.683138,46.429989,1
812,-99.631653,34.267605,1
813,-100.617795,34.828185,1
814,-89.059734,42.990129,1
815,-107.605536,38.678956,1
816,-102.086152,32.048133,1
817,-95.590227,33.782323,1
818,-88.164608,39.474562,1
819,-97.266661,37.743601,1
820,-99.960615,29.712348,1
821,-100.107978,29.860579,1
822,-100.746481,30.614458,1
823,-96.743702,30.363916,1
824,-96.933,30.928492,1
825,-98.137156,27.750635,1
826,-97.365912,31.92597,1
827,-94.961777,29.424926,1
828,-94.836097,29.804262,1
829,-99.08468,28.944868,1
830,-97.787737,26.144825,1
831,-95.923928,29.927233,1
832,-95.519597,29.745349,1
833,-97.606112,27.920594,1
834,-101.319875,29.689813,1
835,-95.617511,29.385382,1
836,-99.878049,32.234888,1
837,-97.81788,32.147685,1
838,-97.893372,31.135049,1
839,-104.471578,32.109952,1
840,-98.114869,30.198602,1
841,-96.870493,33.022422,1
842,-99.945353,27.960827,1
843,-97.768281,33.187989,1
844,-101.9932,33.8506,1
845,-97.145264,33.066647,1
846,-98.031801,33.253953,1
847,-100.665743,30.55539,1
848,-97.75618,32.235225,1
849,-98.136492,31.007373,1
850,-98.715483,31.605738,1
851,-96.576154,33.087712,1
852,-94.108726,31.06099,1
853,-101.970856,32.040013,1
854,-98.04615,32.859776,1
855,-98.75055,29.795088,1
856,-100.560775,32.736699,1
857,-96.615855,32.900877,1
858,-97.052708,33.258427,1
859,-99.640224,30.885778,1
860,-104.821892,31.898727,1
861,-110.442564,31.565401,1
862,-105.32057,32.95268,1
863,-103.64532,35.83455,1
864,-103.048972,36.808138,1
865,-103.302195,36.567917,1
866,-105.165862,35.550528,1
867,-103.640805,36.544278,1
868,-105.232445,36.172667,1
869,-103.492917,35.336167,1
870,-103.019805,36.601583,1
871,-103.190138,36.495722,1
872,-103.156417,36.582945,1
873,-103.497167,36.828695,1
874,-104.32325,36.1027,1
875,-105.129,36.93,1
876,-103.073222,36.403112,1
877,-103.6139,35.7467,1
878,-104.58693,36.02098,1
879,-106.76603,36.23397,1
880,-104.6017,40.7886,1
881,-105.4054,36.0216,1
882,-104.2889,41.1725,1
883,-103.1808,40.62,1
884,-106.59758,35.85628,1
885,-104.342,33.42,1
886,-108.137,35.215,1
887,-106.377548,35.094854,1
888,-108.472598,33.700536,1
889,-106.317848,34.986136,1
890,-103.968025,36.783914,1
891,-106.199,34.9602,1
892,-79.352402,43.654127,1
893,-98.03593,32.662651,1
894,-94.987922,29.173822,1
895,-98.366481,26.179799,1
896,-96.996403,32.61423,1
897,-97.364345,30.336332,1
898,-98.161348,26.302795,1
899,-97.383563,32.455668,1
900,-97.822862,30.254738,1
901,-97.569563,26.270682,1
902,-98.04444,26.294733,1
903,-95.383408,29.763552,1
904,-97.748475,30.330351,1
905,-105.574272,36.70388,1
906,-101.163965,29.682609,1
907,-97.814794,28.360081,1
908,-105.219779,50.031975,1
909,-103.169295,34.516031,1
910,-108.109,33.411,1
911,-105.193062,51.435176,1
912,-107.657562,49.203312,1
913,-97.44445,30.164805,1
914,-102.422017,35.155133,1
915,-98.583069,30.777239,1
916,-111.718958,35.288987,1
917,-97.244614,49.854759,1
918,-96.317905,38.492998,1
919,-97.224369,35.215332,1
920,-82.823482,34.6707,1
921,-105.01396,35.904686,1
922,-81.556494,41.270282,1
923,-104.277626,36.916776,1
924,-105.282061,39.977705,1
925,-107.311705,39.502284,1
926,-104.970088,38.038706,1
927,-102.105308,34.526518,1
928,-101.638877,35.558171,1
