,X_WGS84,Y_WGS84,grass
3333,-85.855272,44.937652,1
3296,-85.845703,44.308495,1
302,-85.780977,41.644237,1
2381,-85.772,43.5503,1
2844,-85.756737,34.071767,1
2376,-85.75221,43.90251,1
2188,-85.722011,43.449229,1
3327,-85.64255,43.51863,1
3489,-85.636887,45.123687,1
2955,-85.632872,35.806988,1
2968,-85.618278,36.138083,1
2379,-85.601067,45.176358,1
3325,-85.573807,45.707856,1
2823,-85.566243,33.787501,1
3091,-85.548225,44.743562,1
2970,-85.523408,34.516663,1
1820,-85.493292,42.604787,1
3400,-85.475975,32.034936,1
3154,-85.434039,35.444527,1
210,-85.4138,34.129367,1
2383,-85.369185,45.792263,1
3319,-85.341961,42.933643,1
3149,-85.254945,35.876153,1
3378,-85.177325,46.322858,1
3582,-85.171711,45.362976,1
3270,-84.941092,35.786788,1
3130,-84.937303,36.10875,1
3080,-84.801289,36.564453,1
280,-84.785443,39.205701,1
3577,-84.755973,45.840386,1
2988,-84.750338,29.718101,1
2981,-84.742837,36.118717,1
3405,-84.740928,45.413392,1
3107,-84.650733,36.397888,1
3335,-84.612536,45.412512,1
3413,-84.589817,46.027327,1
3533,-84.496173,45.28572,1
1889,-84.4788,45.7318,1
2391,-84.420743,44.927807,1
3002,-84.415215,35.927962,1
3337,-84.40113,45.17029,1
3317,-84.30303,44.89117,1
2809,-84.25272,43.625573,1
3329,-84.223903,45.212709,1
3321,-84.194464,45.975853,1
3318,-84.16082,42.32899,1
3060,-84.088493,42.207751,1
3324,-84.07546,44.34184,1
3109,-84.053949,39.632034,1
499,-84.007528,42.36241,1
1643,-83.88887,43.53653,1
685,-83.825124,34.227503,1
1887,-83.763997,42.422044,1
3200,-83.713641,34.637102,1
209,-83.709376,42.281762,1
3264,-83.66815,41.361854,1
3331,-83.665531,46.078649,1
2820,-83.632278,35.985847,1
3374,-83.626216,40.820484,1
634,-83.622952,41.041159,1
3199,-83.619919,35.081662,1
1886,-83.612994,42.24115,1
2378,-83.61298,42.24115,1
1888,-83.60095,41.87287,1
3605,-83.574293,38.837904,1
3571,-83.48705,42.706494,1
3330,-83.46878,45.32742,1
3293,-83.464233,45.897539,1
1885,-83.451072,43.732239,1
3198,-83.409909,35.048443,1
1890,-83.35775,45.051124,1
3196,-83.20206,35.343412,1
3421,-83.153611,34.868187,1
2956,-83.138772,35.080772,1
2977,-83.123556,36.651354,1
2389,-83.11499,43.997875,1
2756,-83.102844,40.047314,1
295,-83.077401,42.528628,1
3201,-83.077291,35.25008,1
3593,-83.076173,42.818366,1
3334,-83.050743,44.007823,1
78,-83.03568,40.06087,1
2931,-83.030771,42.330337,1
1819,-83.014838,46.174096,1
3202,-83.013473,35.163429,1
3301,-82.938966,45.826999,1
79,-82.923136,39.951964,1
3197,-82.789856,35.299098,1
3163,-82.734497,45.789555,1
1841,-82.724319,46.196147,1
3520,-82.689784,35.106057,1
3308,-82.517348,41.935407,1
3290,-82.482218,45.722579,1
3132,-82.399402,42.529375,1
3195,-82.250541,35.431482,1
3137,-82.073731,46.225762,1
1834,-82.022133,46.099514,1
3396,-81.971575,43.205761,1
2528,-81.968951,43.210359,1
1912,-81.865761,43.222496,1
2885,-81.859095,43.248191,1
3412,-81.841092,42.281513,1
2365,-81.836865,43.261788,1
3506,-81.743839,43.021231,1
2933,-81.727507,43.805093,1
3072,-81.689117,45.253833,1
3114,-81.59153,44.293775,1
3164,-81.575347,45.190028,1
3057,-81.571083,35.990095,1
3207,-81.5625,36.391667,1
3006,-81.505657,41.478808,1
439,-81.495054,41.506397,1
2873,-81.463732,44.41775,1
674,-81.399537,41.012926,1
3494,-81.397717,41.010423,1
3014,-81.338328,36.530872,1
2954,-81.292133,41.755723,1
3313,-81.28001,44.74001,1
2939,-81.180095,43.039769,1
2821,-81.150021,36.016022,1
2774,-81.141132,36.486986,1
3281,-81.0807,35.574217,1
2764,-80.572572,42.655429,1
2860,-80.557347,43.473241,1
3312,-80.389175,43.268755,1
3032,-80.388192,42.579437,1
3526,-80.354688,42.776619,1
3303,-80.330579,42.67941,1
3381,-80.319091,42.9234,1
3193,-80.309535,35.46141,1
3354,-80.297333,43.159008,1
1883,-80.2972,43.15901,1
3416,-80.29013,37.431217,1
3519,-80.287656,43.334039,1
3491,-80.275126,44.524848,1
509,-80.262729,43.060446,1
3309,-80.255599,45.763122,1
1882,-80.123319,42.560944,1
2762,-80.103417,43.419288,1
3558,-80.088996,35.413696,1
2753,-80.08649,44.475495,1
3116,-79.975267,35.317355,1
2997,-79.86618,43.289166,1
3081,-79.836717,43.173653,1
182,-79.681199,43.364448,1
3106,-79.667586,43.691558,1
3095,-79.553875,33.197625,1
2999,-79.544937,40.305832,1
3364,-79.506649,43.664172,1
3079,-79.496453,39.863472,1
3186,-79.491967,44.121217,1
3170,-79.431698,35.924935,1
2979,-79.366717,35.148137,1
3564,-79.224459,35.895782,1
3076,-79.172613,36.135436,1
3523,-79.094754,44.646531,1
2812,-79.072472,35.833605,1
3102,-79.062923,35.953682,1
3260,-79.051591,35.264435,1
3547,-78.97849,35.779638,1
2943,-78.931339,43.929663,1
3609,-78.918687,36.069235,1
2841,-78.718548,36.190686,1
3531,-78.53551,44.13119,1
2870,-78.283764,44.358837,1
3537,-78.264658,45.539448,1
3037,-78.142623,34.414921,1
2815,-78.1075,33.968056,1
3305,-78.092228,44.172753,1
3495,-77.95285,44.763845,1
3478,-77.945375,44.146297,1
3127,-77.820735,44.131204,1
3388,-77.803763,38.784675,1
3280,-77.766111,34.248611,1
3192,-77.732714,44.005277,1
3315,-77.644028,34.581722,1
3103,-77.534713,38.832623,1
2795,-77.505905,39.52003,1
442,-77.34749,44.002126,1
3289,-77.293299,43.915158,1
3053,-77.256834,40.091475,1
3118,-77.242592,38.703353,1
3238,-77.11346,38.893126,1
2775,-77.113417,34.666417,1
3641,-77.07637,39.02567,1
3481,-76.91604,38.971429,1
1931,-76.9156,45.7965,1
3620,-76.9157,45.7965,1
2971,-76.818956,34.903774,1
3434,-76.804657,39.084813,1
3278,-76.598306,37.773667,1
2959,-76.390825,39.928165,1
3266,-76.073108,39.727972,1
3277,-76.049639,36.921167,1
3276,-76.007528,39.452694,1
3555,-75.986896,39.924769,1
3356,-75.973291,37.168614,1
2998,-75.947473,39.739084,1
3361,-75.881758,45.366097,1
2758,-75.714997,39.911762,1
3275,-75.673083,36.003361,1
3075,-75.660656,35.873362,1
50,-75.569458,39.665492,1
3360,-75.569313,39.665858,1
3279,-75.32025,37.930556,1
2987,-75.294773,39.746411,1
3052,-75.230198,40.070366,1
2996,-75.218513,39.37311,1
2952,-75.189287,39.954408,1
3018,-75.112636,40.513961,1
3179,-75.051269,38.4691,1
3342,-75.02,45.62,1
3385,-74.952046,38.932619,1
3020,-74.933207,39.806433,1
3480,-74.833738,41.290737,1
3517,-74.792562,40.238605,1
2934,-74.766644,39.874515,1
3123,-74.730513,39.081581,1
3292,-74.697854,39.406517,1
3501,-74.680949,40.567799,1
3043,-74.643748,40.666709,1
3606,-74.596582,39.917378,1
2993,-74.562289,40.509491,1
2992,-74.521788,40.702426,1
3499,-74.477284,40.618139,1
3573,-74.4529,39.8304,1
3297,-74.435322,39.479048,1
3505,-74.428229,40.384558,1
3358,-74.34814,40.654065,1
3498,-74.295827,40.478019,1
3294,-74.196115,39.655268,1
2978,-74.17501,40.740038,1
3532,-74.113638,40.444899,1
3284,-74.083955,40.036101,1
447,-74.076966,40.579676,1
2883,-74.0689,40.695,1
3524,-73.984868,40.423459,1
65,-73.962576,40.69919,1
3044,-73.96228,40.738797,1
2884,-73.931635,40.547975,1
3138,-73.898575,42.705422,1
3104,-73.890041,40.900657,1
527,-73.86858,40.812455,1
3369,-73.861513,40.810006,1
3367,-73.816832,41.107185,1
3031,-73.798496,41.249051,1
448,-73.769802,40.602195,1
3288,-73.72741,41.789509,1
3398,-73.701889,41.182484,1
3310,-73.575638,40.592187,1
3628,-73.46916,41.99444,1
3117,-73.307423,40.886022,1
3624,-73.30444,40.62333,1
3120,-73.247995,44.491362,1
3618,-73.169461,40.699489,1
3144,-73.143991,40.940978,1
3610,-72.96811,41.34036,1
3627,-72.83944,41.71944,1
3611,-72.757495,41.244727,1
3087,-72.697601,41.414731,1
2845,-72.683642,42.141006,1
3621,-72.66194,41.72527,1
2878,-72.623892,42.283196,1
3600,-72.516093,41.701823,1
2848,-72.467098,42.195247,1
2843,-72.450944,42.32812,1
3626,-72.41611,41.41166,1
3594,-72.352242,41.582269,1
2861,-72.308342,42.473575,1
3576,-72.291523,41.841842,1
3124,-72.241554,42.299696,1
3622,-72.19388,41.18083,1
2950,-72.180161,41.756971,1
3625,-72.16722,41.9275,1
2825,-72.107816,42.658929,1
3112,-72.030494,42.391681,1
3108,-71.977614,43.393295,1
3629,-71.81722,41.58111,1
3113,-71.697028,43.414745,1
2838,-71.464822,42.376245,1
3623,-71.4075,41.7825,1
3256,-71.309039,42.314563,1
3011,-71.198969,42.400823,1
2800,-71.150497,42.630158,1
3411,-71.036215,43.544451,1
3013,-70.954926,42.118595,1
3259,-70.881871,42.008942,1
3115,-70.796357,42.741163,1
3000,-70.648933,43.377555,1
3097,-70.548667,41.922262,1
3169,-70.548403,41.658463,1
2994,-70.506525,41.783753,1
3187,-70.177412,41.290605,1
3515,-70.058139,41.672219,1
3210,-70.010422,41.287353,1
2985,-69.969443,43.896799,1
3743,-165.86,65.56,0
9642,-165.81,65.65,0
3744,-165.4,64.92,0
9643,-165.23,61.7,0
9644,-165.17,68.4,0
3745,-165.02,65.79,0
9645,-164.88,65.35,0
9646,-164.73,62,0
9647,-164.66,61.25,0
9648,-164.57,66.17,0
9649,-164.5,62.63,0
3746,-164.41,62.18,0
9650,-164.32,65.83,0
9651,-164.23,65.69,0
3747,-164.15,65.11,0
3748,-164.15,68.42,0
9652,-164.05,61.77,0
3749,-163.99,60.77,0
9653,-163.9,65.43,0
9654,-163.82,68.03,0
9655,-163.71,62.36,0
3750,-163.69,61.68,0
9656,-163.59,60.23,0
9657,-163.46,62.75,0
9658,-163.41,68.52,0
3751,-163.27,60.73,0
3752,-163.23,67.81,0
9659,-163.21,65.67,0
3753,-163.19,62.33,0
9660,-163.14,61.89,0
3754,-163,65.22,0
9661,-162.97,68.1,0
9662,-162.91,67.46,0
9663,-162.85,62.7,0
3755,-162.81,61.35,0
9664,-162.76,60.41,0
3756,-162.74,68.92,0
9665,-162.69,68.34,0
9666,-162.57,65.42,0
9667,-162.55,62.32,0
9668,-162.53,60.87,0
3757,-162.51,61.03,0
9669,-162.51,64.83,0
9670,-162.48,69.59,0
3758,-162.4,61.95,0
9671,-162.38,61.88,0
3759,-162.36,67.32,0
9672,-162.3,61.25,0
9673,-162.23,68.05,0
3760,-162.2,62.71,0
9674,-162.19,68.93,0
3761,-162.17,69.52,0
9675,-162.08,65.48,0
9676,-162.01,65.76,0
3762,-161.94,68.49,0
3763,-161.79,60.73,0
9677,-161.76,59.82,0
3764,-161.75,61.72,0
9678,-161.71,62.45,0
9679,-161.67,68.55,0
9680,-161.66,67.17,0
9681,-161.62,69.23,0
9682,-161.53,61.41,0
9683,-161.49,68.89,0
9684,-161.41,69.71,0
9685,-161.4,67.8,0
9686,-161.37,65.78,0
9687,-161.35,65.38,0
3765,-161.25,68.5,0
9688,-161.24,69.16,0
3766,-161.21,59.74,0
3767,-161.18,60.35,0
3768,-161.14,69.45,0
9689,-161.11,62.39,0
9690,-161.01,67.19,0
3769,-160.99,62.02,0
9691,-160.97,59.44,0
3770,-160.91,65.3,0
3771,-160.87,61.3,0
9692,-160.85,65.6,0
9693,-160.83,60.57,0
9694,-160.81,69.03,0
9695,-160.69,61.82,0
3772,-160.68,67.62,0
9696,-160.63,60.07,0
9697,-160.6,62.77,0
9698,-160.56,64.29,0
9699,-160.51,68.25,0
9700,-160.49,64.97,0
9701,-160.47,60.66,0
3773,-160.45,63.17,0
3774,-160.45,60.5,0
9702,-160.44,69.66,0
9703,-160.39,67.13,0
9704,-160.38,61.43,0
9705,-160.31,59.55,0
9706,-160.29,62.48,0
9707,-160.26,63.9,0
9708,-160.24,65.19,0
3775,-160.23,64.69,0
3776,-160.23,66.52,0
9709,-160.22,62.05,0
3777,-160.19,69.41,0
9710,-160.1,67.51,0
9711,-160.04,63.2,0
3778,-160.03,60.04,0
9712,-159.97,64.11,0
3779,-159.92,68.46,0
9713,-159.9,59.3,0
9714,-159.88,60.48,0
3780,-159.81,61.11,0
3781,-159.77,62.44,0
9715,-159.76,65.1,0
9716,-159.74,65.94,0
9717,-159.67,67.97,0
3782,-159.65,56.28,0
9718,-159.63,63.61,0
3783,-159.59,66.45,0
3784,-159.58,67.32,0
9719,-159.5,69.03,0
3785,-159.46,64.38,0
9720,-159.43,60.62,0
9721,-159.36,59.8,0
3786,-159.35,65.64,0
3787,-159.35,61.87,0
3788,-159.31,60.46,0
3789,-159.27,63.09,0
9722,-159.25,66.79,0
3790,-159.24,59.28,0
9723,-159.22,61.37,0
9724,-159.18,69.43,0
3791,-159.12,70.02,0
3792,-159.08,68,0
3793,-159.04,61.5,0
9725,-159.02,64.72,0
9726,-158.95,63.9,0
9727,-158.93,62.82,0
9728,-158.9,59.98,0
3794,-158.88,69.2,0
3795,-158.85,56.5,0
9729,-158.78,65.48,0
9730,-158.77,61.93,0
9731,-158.75,59.44,0
9732,-158.68,66.73,0
9733,-158.66,68.18,0
9734,-158.65,63.68,0
9735,-158.63,62.34,0
9736,-158.61,70.47,0
9737,-158.57,64.55,0
3796,-158.55,67.51,0
3797,-158.55,64.96,0
3798,-158.55,63.59,0
3799,-158.51,59.93,0
3800,-158.47,62.71,0
9738,-158.47,60.39,0
9739,-158.44,67.25,0
9740,-158.41,66.19,0
3801,-158.4,69.75,0
9741,-158.36,61.24,0
3802,-158.32,66.65,0
9742,-158.29,68.77,0
3803,-158.25,66.55,0
9743,-158.22,61.93,0
3804,-158.17,60.73,0
9744,-158.15,64.08,0
9745,-158.11,69.58,0
3805,-158.05,68.8,0
9746,-158.02,67.91,0
9747,-157.98,64.76,0
9748,-157.94,67.42,0
9749,-157.91,68.23,0
3806,-157.9,65.56,0
3807,-157.9,61.8,0
3808,-157.86,63.43,0
3809,-157.86,56.96,0
3810,-157.83,59.4,0
9750,-157.82,69.52,0
9751,-157.81,70.13,0
9752,-157.79,60.73,0
3811,-157.75,70.21,0
9753,-157.73,62.68,0
9754,-157.68,63.83,0
3812,-157.6,60.12,0
9755,-157.59,66.92,0
9756,-157.56,63.57,0
3813,-157.52,65.07,0
3814,-157.45,68.08,0
9757,-157.45,66.44,0
9758,-157.43,67.8,0
9759,-157.41,59.87,0
9760,-157.36,64.81,0
9761,-157.34,70.47,0
3815,-157.33,61.38,0
9762,-157.26,65.9,0
9763,-157.25,60.87,0
9764,-157.16,69.7,0
3816,-157.14,67.39,0
3817,-157.1,65.83,0
3818,-157.1,63.28,0
3819,-157.07,69.22,0
3820,-156.99,62.37,0
9765,-156.98,70.2,0
9766,-156.96,60.36,0
9767,-156.93,66.24,0
3821,-156.91,66.78,0
3822,-156.84,59.36,0
3823,-156.84,57.42,0
9768,-156.84,70.56,0
9769,-156.77,68.41,0
3824,-156.76,64.33,0
9770,-156.75,70.13,0
9771,-156.71,65.56,0
9772,-156.67,62.94,0
9773,-156.66,69.48,0
3825,-156.65,60.27,0
9774,-156.62,64.79,0
9775,-156.58,64.38,0
3826,-156.57,58.26,0
9776,-156.57,68.84,0
9777,-156.54,67.76,0
3827,-156.53,61.19,0
9778,-156.53,59.87,0
9779,-156.46,66.28,0
9780,-156.39,59.26,0
9781,-156.37,66.87,0
3828,-156.34,70.17,0
3829,-156.34,63.97,0
9782,-156.33,62.34,0
3830,-156.3,68.23,0
3831,-156.3,67.28,0
3832,-156.3,62.94,0
9783,-156.29,69.54,0
3833,-156.27,58.9,0
3834,-156.23,65.37,0
9784,-156.2,63.28,0
3835,-156.15,68.84,0
9785,-156.14,70.47,0
9786,-156.09,63.97,0
3836,-156.08,58.29,0
9787,-156.07,67.63,0
3837,-156.06,59.85,0
9788,-156.05,58.37,0
9789,-156.03,64.74,0
3838,-156,66.06,0
3839,-155.96,61.23,0
9790,-155.95,60.4,0
9791,-155.94,69.84,0
9792,-155.87,63.72,0
3840,-155.85,62.4,0
9793,-155.82,68.5,0
9794,-155.78,65.19,0
9795,-155.71,59.08,0
9796,-155.69,58.49,0
3841,-155.66,61.74,0
3842,-155.66,66.59,0
9797,-155.64,70.45,0
9798,-155.61,64.59,0
3843,-155.58,63.24,0
9799,-155.57,62.82,0
9800,-155.53,65.62,0
9801,-155.52,61.12,0
3844,-155.5,65.49,0
9802,-155.48,69.45,0
9803,-155.44,64.04,0
3845,-155.43,67.51,0
3846,-155.43,69.79,0
3847,-155.39,64.38,0
9804,-155.37,62.23,0
9805,-155.36,68.82,0
3848,-155.35,60.65,0
9806,-155.28,61.77,0
9807,-155.27,58.66,0
9808,-155.26,59.51,0
3849,-155.16,59.93,0
9809,-155.1,62.98,0
9810,-155.05,63.74,0
9811,-155.01,67.26,0
3850,-154.97,58.64,0
9812,-154.97,69.45,0
9813,-154.96,67.64,0
9814,-154.93,68.35,0
9815,-154.92,60.5,0
9816,-154.89,70.55,0
3851,-154.86,65.18,0
3852,-154.86,62.21,0
9817,-154.85,63.49,0
9818,-154.81,64.33,0
9819,-154.8,63.9,0
3853,-154.78,59.24,0
3854,-154.78,69.11,0
9820,-154.76,67.04,0
9821,-154.69,70.04,0
3855,-154.63,66.55,0
3856,-154.63,63.43,0
9822,-154.62,68.93,0
9823,-154.58,62.43,0
3857,-154.55,68.15,0
9824,-154.55,61.95,0
9825,-154.53,64.92,0
3858,-154.48,61.57,0
9826,-154.46,65.78,0
9827,-154.37,59.94,0
3859,-154.33,64.09,0
9828,-154.33,65.53,0
9829,-154.3,67.55,0
9830,-154.26,62.54,0
3860,-154.25,69.98,0
3861,-154.25,60.5,0
9831,-154.24,69.43,0
3862,-154.17,67.31,0
3863,-154.17,63.01,0
9832,-154.1,66.33,0
9833,-154.08,63.72,0
9834,-153.99,63.38,0
9835,-153.96,66.75,0
3864,-153.91,68.92,0
9836,-153.9,67.8,0
3865,-153.87,65.87,0
9837,-153.87,68.37,0
9838,-153.83,65.24,0
3866,-153.79,64.77,0
9839,-153.79,61.54,0
3867,-153.75,66.59,0
9840,-153.72,60.32,0
3868,-153.71,62.33,0
3869,-153.68,61.49,0
9841,-153.66,60.99,0
9842,-153.62,64.33,0
9843,-153.6,67.1,0
9844,-153.58,62.84,0
3870,-153.52,60.62,0
9845,-153.42,61.23,0
9846,-153.41,63.87,0
9847,-153.35,69.97,0
3871,-153.3,65.53,0
3872,-153.26,63.36,0
3873,-153.26,67.13,0
9848,-153.26,66.19,0
9849,-153.24,62.14,0
3874,-153.22,68.53,0
9850,-153.2,64.5,0
9851,-153.15,69.32,0
3875,-153.14,70.29,0
9852,-153.06,65.19,0
9853,-153.04,64.02,0
9854,-153.01,67.87,0
3876,-152.95,61.53,0
3877,-152.95,69.03,0
9855,-152.82,69.07,0
3878,-152.8,67.85,0
3879,-152.8,66.44,0
9856,-152.74,67.23,0
3880,-152.72,62.52,0
3881,-152.72,69.6,0
3882,-152.65,66.86,0
9857,-152.65,63.77,0
9858,-152.63,62.86,0
3883,-152.57,64.69,0
3884,-152.57,61.07,0
9859,-152.56,69.84,0
9860,-152.54,64.67,0
3885,-152.53,65.79,0
3886,-152.42,63.43,0
9861,-152.42,64.27,0
9862,-152.39,63.32,0
9863,-152.35,68.44,0
3887,-152.31,61.91,0
9864,-152.27,67.51,0
9865,-152.24,65.33,0
9866,-152.22,62.04,0
9867,-152.17,66.58,0
9868,-152.14,69.75,0
9869,-152.1,65.98,0
3888,-152,69.14,0
9870,-151.99,65.76,0
3889,-151.93,63.93,0
3890,-151.89,61.26,0
3891,-151.89,62.94,0
9871,-151.88,64.65,0
3892,-151.85,65.22,0
3893,-151.85,67.43,0
3894,-151.85,66.75,0
9872,-151.81,68.34,0
9873,-151.7,67.3,0
3895,-151.66,62.33,0
9874,-151.65,61.57,0
9875,-151.54,63.99,0
3896,-151.47,68.34,0
9876,-151.46,69.83,0
9877,-151.45,66.64,0
9878,-151.42,63.4,0
9879,-151.38,67.63,0
3897,-151.35,66.13,0
9880,-151.34,64.88,0
9881,-151.29,69.28,0
3898,-151.28,69.75,0
3899,-151.24,64.46,0
3900,-151.192595,63.114803,0
9882,-151.17,62.26,0
9883,-151.13,67.26,0
9884,-151.12,65.31,0
9885,-151.11,69.09,0
3901,-151.05,67.62,0
9886,-151.04,65.9,0
3902,-151.01,61.68,0
3903,-150.94,66.44,0
3904,-150.86,66.82,0
9887,-150.83,63.36,0
9888,-150.79,62.18,0
9889,-150.75,69.73,0
9890,-150.74,66.53,0
9891,-150.72,63.79,0
3905,-150.67,69.37,0
9892,-150.66,68.44,0
3906,-150.63,62.86,0
9893,-150.62,60.31,0
9894,-150.59,67.28,0
9895,-150.57,67.55,0
3907,-150.52,65.79,0
9896,-150.5,64.67,0
9897,-150.49,64.33,0
3908,-150.48,68.61,0
9898,-150.45,70.22,0
3909,-150.4,61.8,0
3910,-150.36,63.23,0
9899,-150.34,65.06,0
9900,-150.27,68.91,0
9901,-150.25,63.36,0
3911,-150.22,64.41,0
9902,-150.19,66.07,0
3912,-150.17,64.23,0
9903,-150.15,61.84,0
9904,-150.07,62.56,0
3913,-150.06,67.16,0
3914,-150.02,65.15,0
3915,-149.95,62.29,0
9905,-149.93,62.23,0
9906,-149.91,68.46,0
9907,-149.89,67.53,0
3916,-149.87,69.45,0
9908,-149.86,68.03,0
9909,-149.85,63.49,0
3917,-149.79,69.94,0
9910,-149.73,64.45,0
3918,-149.64,68.99,0
3919,-149.64,66.63,0
3920,-149.6,63.47,0
9911,-149.6,60.52,0
3921,-149.53,68.15,0
3922,-149.49,61.83,0
9912,-149.47,65.52,0
3923,-149.45,62.67,0
9913,-149.43,63.87,0
3924,-149.34,64.57,0
3925,-149.34,65.87,0
9914,-149.32,68.62,0
3926,-149.23,67.63,0
9915,-149.22,66.49,0
9916,-149.21,67.1,0
9917,-149.12,62.27,0
3927,-149.11,69.45,0
9918,-149.09,61.33,0
9919,-148.96,65.35,0
9920,-148.84,64.21,0
9921,-148.82,69.27,0
9922,-148.75,68.23,0
3928,-148.73,62.33,0
9923,-148.67,63.11,0
9924,-148.63,68.9,0
9925,-148.62,62.36,0
3929,-148.54,63.55,0
9926,-148.54,65.01,0
9927,-148.48,61.98,0
3930,-148.46,66.29,0
3931,-148.439042,61.788505,0
3932,-148.42,67.13,0
9928,-148.41,66.71,0
9929,-148.37,61.5,0
9930,-148.33,65.39,0
9931,-148.32,65.94,0
9932,-148.29,64.16,0
3933,-148.27,64.88,0
3934,-148.27,62.79,0
9933,-148.26,69.5,0
9934,-148.16,67.76,0
3935,-148.08,69.26,0
9935,-148.01,63.2,0
9936,-147.99,67.34,0
3936,-147.95,68.26,0
3937,-147.89,68.15,0
9937,-147.89,66.6,0
9938,-147.82,68.86,0
9939,-147.78,69.5,0
3938,-147.74,62.06,0
9940,-147.73,65.08,0
9941,-147.67,64.06,0
9942,-147.65,62.94,0
3939,-147.62,65.83,0
9943,-147.6,68.59,0
3940,-147.59,69.07,0
9944,-147.48,65.18,0
3941,-147.47,66.63,0
9945,-147.46,62.63,0
3942,-147.43,63.51,0
3943,-147.39,67.66,0
9946,-147.39,66.19,0
9947,-147.23,64.42,0
9948,-147.17,65.65,0
3944,-147.13,64.31,0
3945,-147.13,62.56,0
9949,-147.08,67.21,0
9950,-147.05,67.87,0
9951,-147.01,65.22,0
9952,-146.99,63.29,0
9953,-146.98,69.62,0
3946,-146.94,61.95,0
9954,-146.83,63.86,0
9955,-146.81,68.18,0
3947,-146.79,65.49,0
9956,-146.68,67.68,0
9957,-146.64,64.76,0
3948,-146.63,68,0
9958,-146.6,67.21,0
9959,-146.58,64.47,0
3949,-146.56,69.35,0
9960,-146.55,68.78,0
9961,-146.43,69.24,0
9962,-146.42,65.4,0
3950,-146.37,63.2,0
3951,-146.37,61.53,0
3952,-146.33,65.87,0
9963,-146.28,65.96,0
3953,-146.25,67.01,0
9964,-146.21,68.27,0
9965,-146.19,68.66,0
3954,-146.155564,64.256775,0
9966,-146.13,67.57,0
9967,-146.09,65.26,0
9968,-146.03,63.74,0
9969,-145.92,62.04,0
9970,-145.88,69.62,0
9971,-145.79,67.78,0
9972,-145.75,65.81,0
9973,-145.74,61.14,0
9974,-145.65,68.68,0
3955,-145.644103,64.148606,0
9975,-145.58,66.94,0
3956,-145.53,64.92,0
9976,-145.5,68.06,0
3957,-145.49,68.42,0
9977,-145.45,60.73,0
3958,-145.42,63.47,0
3959,-145.42,69.18,0
3960,-145.42,65.76,0
3961,-145.42,62.56,0
9978,-145.41,67.25,0
9979,-145.37,64.67,0
3962,-145.347038,61.95071,0
9980,-145.33,66.24,0
9981,-145.31,64.17,0
3963,-145.26,61.34,0
9982,-145.22,62.88,0
3964,-145.156578,66.920676,0
3965,-145.151818,66.7229,0
9983,-145.13,65.58,0
9984,-145.07,60.86,0
9985,-144.99,63.52,0
9986,-144.95,64.49,0
9987,-144.86,65.35,0
3966,-144.84,65.22,0
3967,-144.84,64,0
9988,-144.83,68.21,0
9989,-144.82,67.55,0
9990,-144.81,66.58,0
9991,-144.78,62.13,0
3968,-144.77,69.26,0
9992,-144.74,61.39,0
3969,-144.69,65.87,0
9993,-144.69,63.91,0
3970,-144.65,67.7,0
3971,-144.65,63.05,0
9994,-144.65,69,0
3972,-144.58,68.65,0
9995,-144.56,64.5,0
9996,-144.49,64.74,0
9997,-144.38,62.38,0
9998,-144.36,60.73,0
9999,-144.35,66.91,0
3973,-144.332108,61.521197,0
10000,-144.31,65.58,0
10001,-144.27,66.58,0
10002,-144.22,67.48,0
3974,-144.2,66.97,0
10003,-144.15,61.3,0
10004,-144.13,63.4,0
3975,-144.12,63.89,0
10005,-144.06,62.94,0
3976,-144.04,64.96,0
10006,-144.02,69.75,0
10007,-144.01,65.22,0
10008,-143.97,67.8,0
10009,-143.95,64.67,0
3977,-143.89,60.73,0
10010,-143.89,64.38,0
3978,-143.85,69.45,0
10011,-143.84,68.75,0
10012,-143.8,62.43,0
3979,-143.78,67.05,0
3980,-143.78,62.33,0
10013,-143.63,64.94,0
10014,-143.61,67.37,0
10015,-143.59,69.41,0
10016,-143.52,61.25,0
10017,-143.5,63.22,0
10018,-143.45,62.16,0
3981,-143.4,67.7,0
10019,-143.38,65.81,0
3982,-143.36,62.71,0
10020,-143.34,66.64,0
3983,-143.32,61.68,0
3984,-143.28,66.21,0
3985,-143.28,64.84,0
10021,-143.27,61.66,0
3986,-143.25,68.69,0
10022,-143.25,65.49,0
10023,-143.21,63.49,0
3987,-143.17,69.45,0
10024,-143.04,62.43,0
10025,-143.02,65.38,0
10026,-143,63,0
10027,-142.96,67.04,0
3988,-142.9,61.07,0
3989,-142.9,63.93,0
10028,-142.89,65.96,0
3990,-142.83,60.5,0
3991,-142.83,62.25,0
10029,-142.79,66.6,0
10030,-142.75,64.4,0
10031,-142.7,69.54,0
10032,-142.68,68.05,0
10033,-142.64,63.22,0
10034,-142.59,65.44,0
10035,-142.58,67.47,0
3992,-142.48,65.49,0
3993,-142.47,61.5,0
10036,-142.45,66.11,0
10037,-142.43,67.03,0
3994,-142.41,67.81,0
10038,-142.41,64.04,0
10039,-142.32,63.49,0
10040,-142.3,62.43,0
10041,-142.28,65.35,0
3995,-142.24,69.04,0
10042,-142.24,68.18,0
3996,-142.16,64.41,0
10043,-142.16,65.72,0
3997,-142.14,66.78,0
3998,-142.14,62.82,0
10044,-142.14,67.73,0
10045,-142.12,69.63,0
10046,-142.05,67.3,0
3999,-142.03,63.66,0
