,X_WGS84,Y_WGS84,boucur
293,-104.823028,37.967007,1
294,-110.681462,32.134423,1
295,-83.077401,42.528628,1
296,-99.729351,32.381739,1
297,-86.404817,36.085114,1
298,-104.702897,38.720225,1
299,-108.077535,33.423241,1
300,-104.99015,34.899342,1
301,-103.042582,32.122868,1
302,-85.780977,41.644237,1
303,-98.159713,28.393673,1
304,-86.002992,35.126175,1
305,-98.912013,30.239059,1
306,-104.644486,38.860253,1
307,-98.219152,40.902049,1
308,-96.645614,38.344841,1
309,-99.825369,31.893402,1
310,-97.519192,37.237991,1
311,-91.234773,40.621421,1
312,-87.722699,41.436476,1
313,-104.971802,38.039656,1
314,-103.63185,34.214588,1
315,-97.445725,50.066572,1
316,-97.363044,31.085941,1
317,-102.479121,43.277366,1
318,-96.184355,38.47208,1
319,-96.580597,38.093283,1
320,-97.01435,29.904716,1
321,-97.143773,31.651431,1
322,-87.657188,42.006356,1
323,-89.673196,43.122984,1
324,-93.62251,41.839997,1
325,-102.231846,31.396122,1
326,-102.444183,30.24898,1
327,-103.600747,30.281542,1
328,-88.204937,40.405468,1
329,-103.708478,41.828615,1
330,-92.505538,44.040225,1
331,-92.754581,45.02358,1
332,-89.771527,40.522763,1
333,-89.089019,38.963763,1
334,-89.598367,40.860418,1
335,-103.505913,46.959853,1
336,-92.101148,44.397792,1
337,-92.82335,44.564005,1
338,-87.847599,42.379679,1
339,-96.924689,34.246955,1
340,-97.291761,31.226012,1
341,-97.390574,37.282393,1
342,-88.464661,41.763012,1
343,-88.885861,37.359222,1
344,-99.208029,29.635479,1
345,-97.480651,45.823507,1
346,-102.161889,43.9759,1
347,-97.78892,30.595107,1
348,-88.331394,40.084506,1
349,-103.324732,34.275603,1
350,-99.469615,32.982678,1
351,-87.985402,41.545627,1
352,-96.562757,44.743659,1
353,-97.227633,31.329329,1
354,-96.515467,30.091071,1
355,-98.970951,29.990173,1
356,-102.060358,43.806,1
357,-98.627855,29.865182,1
358,-96.566805,33.016936,1
359,-98.482353,32.702203,1
360,-101.999579,30.827044,1
361,-95.082419,29.761084,1
362,-111.0152,32.5015,1
363,-110.18,32.9545,1
364,-111.325,31.619,1
365,-112.698,33.935,1
366,-111.088,31.3992,1
367,-112.212,33.2257,1
368,-110.161,31.6045,1
369,-111.632,36.8389,1
370,-110.92,33.921,1
371,-110.11,31.3874,1
372,-111.078,33.5023,1
373,-109.36,34.5489,1
374,-110.66,31.94,1
375,-110.92,33.7629,1
376,-111.122,31.8045,1
377,-113.251,34.4117,1
378,-111.416,33.4009,1
379,-111.579,34.2684,1
380,-112.054,34.9494,1
381,-110.278,34.973,1
382,-111.49,34.38,1
383,-112.548,32.4545,1
384,-110.869,33.0977,1
385,-112.37,34.56,1
386,-113.356,33.8183,1
387,-114.207,33.2102,1
388,-112.889,36.5931,1
389,-110.617,34.4884,1
390,-112.5,34.48,1
391,-110.851,33.8348,1
392,-111.409982,33.535251,1
393,-109.88,32.67,1
394,-110.225,32.3322,1
395,-110.27795,31.43327,1
396,-109.54,32.9,1
397,-111.95,33.4,1
398,-110.418,31.8114,1
399,-111.607274,34.851623,1
400,-105.533,32.775,1
401,-99.21173,34.779446,1
402,-96.473451,46.840463,1
403,-93.665482,43.512074,1
404,-95.762845,44.952427,1
405,-93.86043,45.332873,1
406,-94.476804,47.266701,1
407,-92.33874,44.520016,1
408,-93.646861,44.690243,1
409,-92.794264,44.910116,1
410,-94.042303,45.429169,1
411,-95.752771,45.80759,1
412,-92.219127,43.609015,1
413,-92.53602,44.495855,1
414,-92.812758,44.768259,1
415,-91.42688,43.626641,1
416,-95.049967,44.086452,1
417,-95.164428,43.537333,1
418,-95.699254,44.262693,1
419,-96.424848,45.07348,1
420,-95.970678,44.372537,1
421,-91.287132,43.525836,1
422,-95.532163,46.941786,1
423,-95.266452,46.921847,1
424,-93.348948,44.768014,1
425,-102.081122,32.003445,1
426,-96.976569,32.63926,1
427,-96.779188,46.766108,1
428,-95.033672,45.3268,1
429,-105.088871,39.9498,1
430,-104.858056,36.513056,1
431,-105.099111,39.550164,1
432,-111.931008,36.013867,1
433,-96.247199,33.315391,1
434,-87.114394,33.01255,1
435,-88.400331,40.204444,1
436,-87.7469,40.218265,1
437,-109.228645,31.900569,1
438,-116.596663,33.603583,1
439,-81.495054,41.506397,1
440,-87.804407,42.216342,1
441,-108.553017,31.444767,1
442,-77.34749,44.002126,1
443,-105.310508,40.689492,1
444,-89.754259,43.292169,1
445,-111.631805,36.653625,1
446,-95.26525,29.703783,1
447,-74.076966,40.579676,1
448,-73.769802,40.602195,1
449,-97.453606,30.143308,1
450,-97.599853,32.809894,1
451,-93.199665,45.40156,1
452,-87.75289,41.542237,1
453,-88.016563,41.65909,1
454,-90.157923,42.129217,1
455,-102.17,49.23,1
456,-88.68,42.77,1
457,-108.1795,42.6887,1
458,-105.337551,35.259617,1
459,-105.924897,33.114842,1
460,-106.491433,35.332458,1
461,-103.554688,30.030128,1
462,-106.767967,32.471855,1
463,-97.470242,31.115818,1
464,-110.614883,35.888387,1
465,-107.5045,33.3197,1
466,-107.1988,31.9247,1
467,-105.08026,40.599039,1
468,-97.77566,32.740848,1
469,-97.976443,29.572518,1
470,-96.822267,32.989458,1
471,-98.556642,34.060047,1
472,-97.097687,36.212095,1
473,-87.783468,41.670137,1
474,-97.304049,32.681043,1
475,-97.51203,30.975062,1
476,-96.296167,29.748717,1
477,-96.747999,32.892149,1
478,-105.92713,33.692847,1
479,-97.78932,30.463505,1
480,-100.65242,47.294638,1
481,-98.050925,30.240312,1
482,-97.618137,30.557239,1
483,-95.6927,37.8731,1
484,-113.398,34.6697,1
485,-97.128782,34.450572,1
486,-89.010081,41.34059,1
487,-108.3109,31.844,1
488,-102.4261,38.6778,1
489,-109.7742,37.1798,1
490,-104.0813,44.583,1
491,-108.4385,31.7695,1
492,-112.5201,38.259,1
493,-110.6951,32.3312,1
494,-104.338598,33.592741,1
495,-113.2264,36.2725,1
496,-112.3479,38.0731,1
497,-113.8543,37.0913,1
498,-112.9702,37.2514,1
499,-84.007528,42.36241,1
500,-107.7239,36.531,1
501,-112.1061,34.752,1
502,-100.665419,47.838058,1
503,-111.4496,37.7498,1
504,-115.4642,36.0501,1
505,-98.519255,34.681449,1
506,-113.5794,36.1434,1
507,-113.5062,38.4929,1
508,-105.170166,39.668162,1
509,-80.262729,43.060446,1
510,-110.275255,31.342944,1
511,-87.802794,42.465943,1
512,-101.679326,31.026722,1
513,-97.555077,32.724344,1
514,-96.623408,33.164813,1
515,-97.074019,33.18995,1
516,-93.16581,45.116603,1
517,-108.654414,32.937469,1
518,-111.581559,35.226092,1
519,-96.11248,41.167228,1
520,-106.101425,35.976978,1
521,-110.645747,34.967958,1
522,-102.753754,33.958596,1
523,-104.597687,36.387088,1
524,-105.170822,32.891483,1
525,-101.093688,33.461429,1
526,-109.790907,35.071317,1
527,-73.86858,40.812455,1
528,-98.428397,29.512859,1
529,-96.483087,32.667189,1
530,-101.627319,34.021837,1
531,-111.459048,35.045077,1
532,-98.38714,33.758195,1
533,-93.197433,44.901263,1
534,-97.021659,30.389532,1
535,-89.331765,41.238557,1
536,-98.511305,32.508654,1
537,-95.644539,29.764522,1
538,-89.378532,43.320567,1
539,-97.974222,35.005999,1
540,-88.093824,41.814365,1
541,-98.121102,30.375407,1
542,-88.737641,41.674877,1
543,-87.579277,41.779929,1
544,-91.589775,43.999455,1
545,-88.32971,42.421725,1
546,-98.262706,29.216017,1
547,-99.561824,36.549928,1
548,-97.354653,31.879662,1
549,-94.26385,45.5522,1
550,-102.027412,33.847615,1
551,-97.016686,36.137803,1
552,-89.429396,43.041651,1
553,-89.392754,43.696877,1
554,-99.880391,35.637639,1
555,-87.364503,36.954838,1
556,-96.412062,47.606582,1
557,-89.901029,43.920671,1
558,-96.52339,42.678772,1
559,-95.861518,41.407357,1
560,-97.683353,46.43027,1
561,-97.161624,28.726476,1
562,-103.213336,29.826983,1
563,-95.603802,33.316961,1
564,-97.408034,31.374743,1
565,-105.710949,33.952038,1
566,-105.1315,40.47981,1
567,-106.6067,32.206,1
568,-97.4722,39.9222,1
569,-108.1397,32.8151,1
570,-113.791612,34.397675,1
571,-113.854363,35.072855,1
572,-112.252295,34.112196,1
573,-111.788608,33.848926,1
574,-104.625444,36.725444,1
575,-105.11017,34.13268,1
576,-108.97977,33.56685,1
577,-104.6922,35.02918,1
578,-104.39213,34.61309,1
579,-103.35062,32.1558,1
580,-103.690445,35.904612,1
581,-103.04353,36.24725,1
582,-103.090945,36.645362,1
583,-103.0915,36.4244,1
584,-103.853972,35.268972,1
585,-105.261456,35.62341,1
586,-104.599245,32.127392,1
587,-103.975636,36.776478,1
588,-105.685659,36.613556,1
589,-106.555722,32.677167,1
590,-108.007128,35.106977,1
591,-106.572666,32.322737,1
592,-108.137,35.215,1
593,-106.5135,32.535511,1
594,-105.168825,35.889509,1
595,-107.019634,34.239355,1
596,-104.368,33.42,1
597,-107.867,32.338,1
598,-106.760912,34.212805,1
599,-98.525537,29.563439,1
600,-111.758856,34.79775,1
601,-107.237,32.801636,1
602,-110.848329,31.496385,1
603,-106.51078,31.937708,1
604,-88.317357,41.710508,1
605,-108.92981,31.507355,1
606,-87.632179,41.91835,1
607,-102.883994,36.847288,1
608,-103.275924,29.251998,1
609,-103.83669,30.541148,1
610,-97.683463,30.397325,1
611,-106.671227,32.361598,1
612,-98.48887,29.399338,1
613,-104.693828,35.521234,1
614,-106.878,33.209,1
615,-107.555,32.938,1
616,-110.880562,32.420083,1
617,-102.097439,34.925173,1
618,-104.943174,32.139827,1
619,-105.789404,32.55045,1
620,-101.633942,35.643347,1
621,-97.068916,33.021489,1
622,-96.892177,33.133345,1
623,-100.069619,29.650522,1
624,-96.447365,32.929532,1
625,-98.141827,30.482008,1
626,-89.059734,42.990129,1
627,-103.939762,30.593001,1
628,-110.07685,32.058802,1
629,-95.86774,45.02373,1
630,-103.967945,34.449526,1
631,-89.966899,39.214227,1
632,-97.359743,32.764945,1
633,-98.073782,30.620288,1
634,-83.622952,41.041159,1
635,-95.447682,29.676033,1
636,-106.263206,35.77803,1
637,-90.921084,43.034579,1
638,-96.497255,37.562507,1
639,-90.594095,43.178721,1
640,-89.818144,43.997229,1
641,-88.152873,41.365118,1
642,-103.032868,42.719005,1
643,-95.631979,29.36947,1
644,-94.3913,45.59369,1
645,-92.233847,38.587003,1
646,-111.380579,34.038512,1
647,-92.52367,38.945708,1
648,-106.504784,31.770834,1
649,-93.292615,44.985832,1
650,-91.137906,41.665843,1
651,-89.785482,43.16655,1
652,-87.84227,42.059611,1
653,-92.753245,45.255827,1
654,-96.306793,44.218998,1
655,-95.231278,44.247421,1
656,-98.116887,32.557588,1
657,-89.866796,42.957242,1
658,-90.751415,40.440048,1
659,-94.124261,41.29381,1
660,-97.206826,32.766422,1
661,-98.243624,30.310651,1
662,-96.805004,32.657872,1
663,-97.402167,32.607893,1
664,-111.098342,34.366182,1
665,-93.904995,37.105977,1
666,-99.701363,35.618872,1
667,-98.260089,30.553194,1
668,-101.321817,29.694216,1
669,-101.799939,33.565763,1
670,-96.625458,32.822327,1
671,-109.645422,38.651952,1
672,-97.699495,30.290019,1
673,-111.80124,33.97599,1
674,-81.399537,41.012926,1
675,-96.656574,32.964208,1
676,-111.049756,31.568859,1
677,-96.812837,32.798765,1
678,-97.1201,49.7946,1
679,-97.2719,49.8878,1
680,-104.221754,30.591561,1
681,-101.689173,34.982063,1
682,-87.560756,41.68121,1
683,-111.405,33.634,1
684,-94.36253,45.472383,1
685,-83.825124,34.227503,1
686,-109.452445,32.155649,1
687,-99.86978,39.02604,1
688,-116.145852,34.03335,1
689,-98.104781,32.091257,1
690,-98.709763,29.783971,1
691,-97.185105,32.630211,1
692,-100.697165,38.79945,1
693,-99.816948,30.933611,1
694,-98.814833,35.456755,1
695,-97.177321,33.01445,1
696,-101.815028,35.069698,1
697,-97.454323,32.693635,1
698,-97.877069,33.458227,1
699,-96.574974,30.909496,1
700,-97.305771,33.077854,1
701,-97.112307,32.539208,1
702,-98.568927,32.882478,1
703,-102.03445,39.33272,1
704,-99.36409,38.91251,1
705,-99.680485,32.61277,1
706,-110.478095,31.592708,1
707,-101.700438,31.886551,1
708,-99.257048,31.054321,1
709,-100.967324,31.834993,1
710,-99.462307,30.05999,1
711,-98.0752,30.747932,1
712,-98.628714,29.557239,1
713,-88.200971,42.060422,1
714,-88.03624,36.90159,1
715,-96.733058,39.440932,1
716,-97.482268,32.93367,1
717,-96.617053,33.823335,1
718,-88.18408,41.746438,1
719,-104.116415,44.479944,1
720,-101.943474,43.750121,1
721,-105.7257372,44.90946105,1
722,-97.175379,40.052373,1
723,-98.892767,43.388998,1
724,-103.116042,41.597197,1
725,-105.771707,34.422781,1
726,-97.27592,45.00554,1
727,-100.2520393,46.26962345,1
728,-101.003168,36.616004,1
729,-95.358626,40.024129,1
730,-105.6775452,46.51969376,1
731,-97.09719,41.21105,1
732,-103.612979,34.343565,1
733,-96.5242,44.5066,1
734,-103.66656,41.70513,1
735,-97.26365,42.59854,1
736,-96.394062,42.5407,1
737,-97.00134,40.91172,1
738,-98.57458,43.05722,1
739,-95.687794,38.590665,1
740,-100.87055,37.45986,1
741,-97.92794,38.739,1
742,-99.32448,39.35027,1
743,-97.2924,37.04964,1
744,-95.76059,38.96455,1
745,-95.432823,38.933164,1
746,-95.12206,39.04821,1
747,-95.333336,38.010277,1
748,-98.205008,39.270101,1
749,-97.84397,37.71785,1
750,-99.80813,38.774792,1
751,-96.69625,37.54353,1
752,-101.78943,38.00348,1
753,-96.47,37.82543,1
754,-100.85234,38.85381,1
755,-96.07639,39.3936,1
756,-100.32617,37.63514,1
757,-100.0955,38.88169,1
758,-94.64347,38.83241,1
759,-98.728747,38.452523,1
760,-97.5173,37.74915,1
761,-97.5749,39.10658,1
762,-103.446,43.3504,1
763,-96.4422,38.55954,1
764,-97.89648,37.38225,1
765,-101.90024,37.11717,1
766,-96.68124,37.12227,1
767,-95.46652,39.77359,1
768,-96.19255,37.37322,1
769,-97.11822,37.45946,1
770,-99.274334,39.656346,1
771,-95.326014,38.246406,1
772,-103.3211,43.74717,1
773,-98.812052,39.467489,1
774,-97.742833,39.27648,1
775,-101.959149,38.937373,1
776,-95.574668,39.095766,1
777,-100.963026,38.919762,1
778,-99.542971,39.927861,1
779,-94.923236,39.264841,1
780,-95.185543,37.268836,1
781,-95.191351,38.807679,1
782,-94.99652,38.881812,1
783,-94.901646,38.945028,1
784,-96.460593,39.064234,1
785,-98.78373,37.44161,1
786,-95.92825,38.96434,1
787,-100.925833,38.681801,1
788,-94.639864,37.043596,1
789,-95.83084,39.40571,1
790,-95.2932,39.09346,1
791,-98.10154,37.44999,1
792,-95.52565,39.23053,1
793,-95.1798,37.57035,1
794,-95.40454,38.49396,1
795,-97.469609,38.478475,1
796,-95.24589,38.9512,1
797,-96.413339,39.470623,1
798,-100.44386,37.16803,1
799,-98.17691,38.72422,1
800,-96.75039,39.63162,1
801,-96.46437,39.84098,1
802,-95.6606,37.01703,1
803,-99.80152,37.88423,1
804,-98.582145,37.30172,1
805,-96.525571,39.230551,1
806,-100.73598,38.07735,1
807,-99.30922,38.57497,1
808,-96.11018,37.06586,1
809,-94.97529,37.83239,1
810,-98.91615,37.2916,1
811,-96.799378,37.098927,1
812,-96.44737,37.0646,1
813,-95.46346,37.03434,1
814,-98.3979,38.68728,1
815,-95.34221,37.54328,1
816,-95.20052,37.42382,1
817,-96.02685,39.96171,1
818,-97.65858,39.53844,1
819,-98.62492,38.34122,1
820,-101.23989,37.95262,1
821,-97.61234,38.85658,1
822,-100.30239,39.82209,1
823,-101.50469,37.58464,1
824,-98.31549,39.49562,1
825,-100.239064,39.071906,1
826,-96.02619,39.13404,1
827,-98.637367,38.96223,1
828,-103.97348,44.40692,1
829,-99.53232,41.30767,1
830,-94.873492,38.135123,1
831,-94.85518,37.751646,1
832,-102.543921,37.636193,1
833,-165.86,65.56,0
834,-165.4,64.92,0
835,-165.02,65.79,0
836,-164.41,62.18,0
837,-164.15,65.11,0
838,-164.15,68.42,0
839,-163.99,60.77,0
840,-163.69,61.68,0
841,-163.27,60.73,0
842,-163.23,67.81,0
843,-163.19,62.33,0
844,-163,65.22,0
845,-162.81,61.35,0
846,-162.74,68.92,0
847,-162.51,61.03,0
848,-162.4,61.95,0
849,-162.36,67.32,0
850,-162.2,62.71,0
851,-162.17,69.52,0
852,-161.94,68.49,0
853,-161.79,60.73,0
854,-161.75,61.72,0
855,-161.25,68.5,0
856,-161.21,59.74,0
857,-161.18,60.35,0
858,-161.14,69.45,0
859,-160.99,62.02,0
860,-160.91,65.3,0
861,-160.87,61.3,0
862,-160.68,67.62,0
863,-160.45,63.17,0
864,-160.45,60.5,0
865,-160.23,64.69,0
866,-160.23,66.52,0
867,-160.19,69.41,0
868,-160.03,60.04,0
869,-159.92,68.46,0
870,-159.81,61.11,0
871,-159.77,62.44,0
872,-159.65,56.28,0
873,-159.59,66.45,0
874,-159.58,67.32,0
875,-159.46,64.38,0
876,-159.35,65.64,0
877,-159.35,61.87,0
878,-159.31,60.46,0
879,-159.27,63.09,0
880,-159.24,59.28,0
881,-159.12,70.02,0
882,-159.08,68,0
883,-159.04,61.5,0
884,-158.88,69.2,0
885,-158.85,56.5,0
886,-158.55,67.51,0
887,-158.55,64.96,0
888,-158.55,63.59,0
889,-158.51,59.93,0
890,-158.47,62.71,0
891,-158.4,69.75,0
892,-158.32,66.65,0
893,-158.25,66.55,0
894,-158.17,60.73,0
895,-158.05,68.8,0
896,-157.9,65.56,0
897,-157.9,61.8,0
898,-157.86,63.43,0
899,-157.86,56.96,0
900,-157.83,59.4,0
901,-157.75,70.21,0
902,-157.6,60.12,0
903,-157.52,65.07,0
904,-157.45,68.08,0
905,-157.33,61.38,0
906,-157.14,67.39,0
907,-157.1,65.83,0
908,-157.1,63.28,0
909,-157.07,69.22,0
910,-156.99,62.37,0
911,-156.91,66.78,0
912,-156.84,59.36,0
913,-156.84,57.42,0
914,-156.76,64.33,0
915,-156.65,60.27,0
916,-156.57,58.26,0
917,-156.53,61.19,0
918,-156.34,70.17,0
919,-156.34,63.97,0
920,-156.3,68.23,0
921,-156.3,67.28,0
922,-156.3,62.94,0
923,-156.27,58.9,0
924,-156.23,65.37,0
925,-156.15,68.84,0
926,-156.08,58.29,0
927,-156.06,59.85,0
928,-156,66.06,0
929,-155.96,61.23,0
930,-155.85,62.4,0
931,-155.66,61.74,0
932,-155.66,66.59,0
933,-155.58,63.24,0
934,-155.5,65.49,0
935,-155.43,67.51,0
936,-155.43,69.79,0
937,-155.39,64.38,0
938,-155.35,60.65,0
939,-155.16,59.93,0
940,-154.97,58.64,0
941,-154.86,65.18,0
942,-154.86,62.21,0
943,-154.78,59.24,0
