,X_WGS84,Y_WGS84,potarg
239,-113.22,53.72,1
240,-122.75,53.92,1
241,-118.44,49.03,1
242,-120.27,50.25,1
243,-121.25,51.47,1
244,-116.99,49.62,1
245,-137.06,60.37,1
246,-125.04,56.75,1
247,-111.883771,41.835241,1
248,-116.434461,41.368323,1
249,-110.125654,44.899612,1
250,-114.96816,53.52091,1
251,-135.59903,59.271254,1
252,-109.107918,49.193534,1
253,-93.199768,45.401826,1
254,-73.877023,40.862289,1
255,-98.519255,34.681449,1
256,-107.2316,43.4635,1
257,-114.949233,43.344066,1
258,-110.677859,42.662541,1
259,-111.255782,44.498256,1
260,-105.1098,43.5868,1
261,-96.4729,39.369,1
262,-116.89822,46.92156,1
263,-105.938348,39.93832,1
264,-111.367,44.4226,1
265,-77.122772,44.254587,1
266,-88.214523,40.086247,1
267,-87.842184,42.059779,1
268,-87.709815,46.527279,1
269,-79.508333,44.039167,1
270,-92.677434,52.916622,1
271,-79.239421,43.119416,1
272,-94.520728,49.785448,1
273,-88.316391,42.19652,1
274,-89.319317,41.197125,1
275,-78.341745,44.612187,1
276,-89.378171,43.321452,1
277,-89.129784,42.078375,1
278,-87.573315,41.78203,1
279,-93.720524,45.460193,1
280,-92.050141,46.081086,1
281,-91.639999,47.738335,1
282,-88.73428,41.825359,1
283,-103.698556,52.548553,1
284,-114.357408,51.166124,1
285,-116.612885,46.232949,1
286,-96.919778,50.013661,1
287,-92.75337,45.71033,1
288,-87.867875,41.562354,1
289,-88.58215,43.648783,1
290,-97.508628,50.609683,1
291,-89.392895,43.696428,1
292,-77.184563,44.890643,1
293,-89.63746,44.438889,1
294,-89.900628,43.920254,1
295,-104.404945,36.983888,1
296,-105.479106,36.594708,1
297,-113.48991,49.00318,1
298,-113.48532,53.33117,1
299,-84.588957,46.532093,1
300,-88.090786,41.814457,1
301,-77.09247,43.863271,1
302,-90.059015,43.201732,1
303,-90.921084,43.034579,1
304,-90.594095,43.178721,1
305,-89.059734,42.990129,1
306,-89.441543,43.235495,1
307,-89.017824,42.327598,1
308,-79.063135,44.606804,1
309,-89.360082,48.315296,1
310,-89.790187,43.292451,1
311,-88.59825,42.283987,1
312,-89.800315,40.823423,1
313,-88.607999,40.745277,1
314,-104.665203,49.30473,1
315,-92.504856,44.036509,1
316,-89.150583,43.967417,1
317,-90.297358,42.222328,1
318,-95.10719,46.76804,1
319,-112.21725,42.714379,1
320,-95.284636,45.438996,1
321,-77.953137,44.141307,1
322,-94.45892,49.14035,1
323,-97.2719,49.8878,1
324,-93.886365,44.542075,1
325,-90.344401,47.745027,1
326,-119.083333,55.204167,1
327,-110.8912,53.6976,1
328,-96.967443,43.551552,1
329,-88.562534,41.591001,1
330,-111.5652,53.101817,1
331,-114.545429,53.268028,1
332,-73.50833,41.68694,1
333,-103.660491,44.19828,1
334,-103.8338,44.06845,1
335,-104.5670952,44.144163,1
336,-104.547916,44.920411,1
337,-103.51162,43.99492,1
338,-103.85035,44.275111,1
339,-103.54223,43.6638,1
340,-121.5419,45.6272,1
341,-118.4203,45.5067,1
342,-117.9164,45.565,1
343,-117.3736,44.9855,1
344,-120.4269,44.3964,1
345,-118.2269,45.3522,1
346,-118.6591,44.3426,1
347,-119.6275,44.1843,1
348,-119.4471,44.2124,1
349,-120.3568,44.4833,1
350,-118.4236,45.8139,1
351,-120.2128,44.9991,1
352,-119.385,44.0672,1
353,-117.9567,45.2447,1
354,-118.9314,45.1342,1
355,-165.86,65.56,0
356,-165.4,64.92,0
357,-165.02,65.79,0
358,-164.41,62.18,0
359,-164.15,68.42,0
360,-163.99,60.77,0
361,-163.69,61.68,0
362,-163.27,60.73,0
363,-163.23,67.81,0
364,-163.19,62.33,0
365,-163,65.22,0
366,-162.81,61.35,0
367,-162.74,68.92,0
368,-162.51,61.03,0
369,-162.4,61.95,0
370,-162.36,67.32,0
371,-162.2,62.71,0
372,-162.17,69.52,0
373,-161.94,68.49,0
374,-161.79,60.73,0
375,-161.75,61.72,0
376,-161.25,68.5,0
377,-161.21,59.74,0
378,-161.18,60.35,0
379,-161.14,69.45,0
380,-160.99,62.02,0
381,-160.91,65.3,0
382,-160.87,61.3,0
383,-160.68,67.62,0
384,-160.45,63.17,0
385,-160.19,69.41,0
386,-160.03,60.04,0
387,-159.92,68.46,0
388,-159.81,61.11,0
389,-159.77,62.44,0
390,-159.65,56.28,0
391,-159.59,66.45,0
392,-159.58,67.32,0
393,-159.46,64.38,0
394,-159.35,61.87,0
395,-159.31,60.46,0
396,-159.27,63.09,0
397,-159.24,59.28,0
398,-159.12,70.02,0
399,-159.08,68,0
400,-159.04,61.5,0
401,-158.88,69.2,0
402,-158.85,56.5,0
403,-158.55,67.51,0
404,-158.51,59.93,0
405,-158.47,62.71,0
406,-158.4,69.75,0
407,-158.25,66.55,0
408,-158.17,60.73,0
409,-158.05,68.8,0
410,-157.9,65.56,0
411,-157.83,59.4,0
412,-157.75,70.21,0
413,-157.6,60.12,0
414,-157.52,65.07,0
415,-157.45,68.08,0
416,-157.33,61.38,0
417,-157.14,67.39,0
418,-157.1,65.83,0
419,-157.07,69.22,0
420,-156.99,62.37,0
421,-156.91,66.78,0
422,-156.84,59.36,0
423,-156.76,64.33,0
424,-156.65,60.27,0
425,-156.57,58.26,0
426,-156.53,61.19,0
427,-156.34,70.17,0
428,-156.27,58.9,0
429,-156.23,65.37,0
430,-156.15,68.84,0
431,-156.08,58.29,0
432,-156.06,59.85,0
433,-156,66.06,0
434,-155.85,62.4,0
435,-155.66,61.74,0
436,-155.66,66.59,0
437,-155.58,63.24,0
438,-155.5,65.49,0
439,-155.43,69.79,0
440,-155.39,64.38,0
441,-155.35,60.65,0
442,-155.16,59.93,0
443,-154.97,58.64,0
444,-154.86,65.18,0
445,-154.63,63.43,0
446,-154.55,68.15,0
447,-154.48,61.57,0
448,-154.33,64.09,0
449,-154.25,69.98,0
450,-154.17,63.01,0
451,-153.91,68.92,0
452,-153.87,65.87,0
453,-153.79,64.77,0
454,-153.75,66.59,0
455,-153.71,62.33,0
456,-153.68,61.49,0
457,-153.52,60.62,0
458,-153.3,65.53,0
459,-153.26,63.36,0
460,-153.26,67.13,0
461,-153.22,68.53,0
462,-153.14,70.29,0
463,-152.95,61.53,0
464,-152.72,69.6,0
465,-152.65,66.86,0
466,-152.57,64.69,0
467,-152.57,61.07,0
468,-152.53,65.79,0
469,-152.42,63.43,0
470,-152.31,61.91,0
471,-152,69.14,0
472,-151.93,63.93,0
473,-151.89,61.26,0
474,-151.85,66.75,0
475,-151.66,62.33,0
476,-151.47,68.34,0
477,-151.35,66.13,0
478,-151.28,69.75,0
479,-151.24,64.46,0
480,-151.192595,63.114803,0
481,-151.05,67.62,0
482,-151.01,61.68,0
483,-150.94,66.44,0
484,-150.86,66.82,0
485,-150.67,69.37,0
486,-150.63,62.86,0
487,-150.52,65.79,0
488,-150.48,68.61,0
489,-150.4,61.8,0
490,-150.17,64.23,0
491,-150.06,67.16,0
492,-150.02,65.15,0
493,-149.95,62.29,0
494,-149.87,69.45,0
495,-149.79,69.94,0
496,-149.64,68.99,0
497,-149.6,63.47,0
498,-149.53,68.15,0
499,-149.49,61.83,0
500,-149.45,62.67,0
501,-149.34,64.57,0
502,-149.23,67.63,0
503,-149.11,69.45,0
504,-148.73,62.33,0
505,-148.54,63.55,0
506,-148.46,66.29,0
507,-148.439042,61.788505,0
508,-148.42,67.13,0
509,-148.27,64.88,0
510,-148.27,62.79,0
511,-148.08,69.26,0
512,-147.89,68.15,0
513,-147.74,62.06,0
514,-147.62,65.83,0
515,-147.59,69.07,0
516,-147.47,66.63,0
517,-147.43,63.51,0
518,-147.39,67.66,0
519,-147.13,64.31,0
520,-147.13,62.56,0
521,-146.94,61.95,0
522,-146.79,65.49,0
523,-146.63,68,0
524,-146.56,69.35,0
525,-146.37,63.2,0
526,-146.37,61.53,0
527,-146.33,65.87,0
528,-146.25,67.01,0
529,-146.155564,64.256775,0
530,-145.644103,64.148606,0
531,-145.53,64.92,0
532,-145.49,68.42,0
533,-145.42,63.47,0
534,-145.405272,62.038106,0
535,-145.26,61.34,0
536,-145.156578,66.920676,0
537,-145.151818,66.7229,0
538,-144.84,65.22,0
539,-144.84,64,0
540,-144.77,69.26,0
541,-144.69,65.87,0
542,-144.65,67.7,0
543,-144.65,63.05,0
544,-144.58,68.65,0
545,-144.332108,61.521197,0
546,-144.2,66.97,0
547,-144.12,63.89,0
548,-144.04,64.96,0
549,-143.89,60.73,0
550,-143.85,69.45,0
551,-143.78,67.05,0
552,-143.78,62.33,0
553,-143.4,67.7,0
554,-143.36,62.71,0
555,-143.32,61.68,0
556,-143.28,66.21,0
557,-143.28,64.84,0
558,-143.25,68.69,0
559,-143.17,69.45,0
560,-142.9,61.07,0
561,-142.83,62.25,0
562,-142.48,65.49,0
563,-142.47,61.5,0
564,-142.41,67.81,0
565,-142.24,69.04,0
566,-142.16,64.41,0
567,-142.14,66.78,0
568,-142.14,62.82,0
569,-142.03,63.66,0
570,-141.99,62.02,0
571,-141.95,60.69,0
572,-141.8,65.76,0
573,-141.57,66.97,0
574,-141.42,68,0
575,-141.34,69.11,0
576,-141.3,64.73,0
577,-141,62.3,0
578,-140.62,66.52,0
579,-140.43,67.73,0
580,-140.35,63.47,0
581,-140.35,62.25,0
582,-140.31,60.96,0
583,-140.2,64.57,0
584,-140.16,65.37,0
585,-140.15646,69.160935,0
586,-139.78,66.75,0
587,-139.74,62.4,0
588,-139.44,64.1,0
589,-139.36,67.89,0
590,-139.29,68.84,0
591,-139.130221,61.388277,0
592,-138.79,66.55,0
593,-138.75,65.11,0
594,-138.56,61.99,0
595,-138.52,68.23,0
596,-138.49,63.47,0
597,-138.442567,61.173628,0
598,-138.07,68.72,0
599,-138.03,65.34,0
600,-138.03,64.42,0
601,-137.88,68.08,0
602,-137.681824,60.786453,0
603,-137.61,66.84,0
604,-137.39,62.78,0
605,-137.01197,61.38799,0
606,-136.96,68.04,0
607,-136.876678,62.591508,0
608,-136.77,67.01,0
609,-136.58,65.07,0
610,-136.51,66.25,0
611,-136.48,60.79,0
612,-136.16,63.81,0
613,-136.123352,61.898792,0
614,-135.86,66.9,0
615,-135.71134,60.857149,0
616,-135.63,65.6,0
617,-135.48,67.85,0
618,-135.337053,60.871506,0
619,-135.25,62.1,0
620,-135.095861,60.700491,0
621,-135,63,0
622,-134.87,66.82,0
623,-134.72,67.81,0
624,-134.692526,60.168942,0
625,-134.68,65.18,0
626,-134.64,65.95,0
627,-134.53,63.93,0
628,-134.49,68.5,0
629,-134.41,69.03,0
630,-133.77,61.45,0
631,-133.72,59.53,0
632,-133.69,68.31,0
633,-133.6,66.84,0
634,-133.54,67.43,0
635,-133.42,63.74,0
636,-133.354715,62.238491,0
637,-133.35,64.88,0
638,-133,66.44,0
639,-132.62,60.54,0
640,-132.62,65.98,0
641,-132.59,59.93,0
642,-132.51,67.85,0
643,-132.509492,61.969454,0
644,-132.47,63.09,0
645,-132.39,58.48,0
646,-132.28,64.31,0
647,-132.13,66.75,0
648,-131.98,68.53,0
649,-131.94,59.36,0
650,-131.84,56.65,0
651,-131.82,65.41,0
652,-131.75,61.3,0
653,-131.6,62.71,0
654,-131.52,67.51,0
655,-131.23,63.55,0
656,-131.14,66.36,0
657,-130.971394,58.013372,0
658,-130.87,57.15,0
659,-130.8,64.77,0
660,-130.76,61.3,0
661,-130.76,67.62,0
662,-130.72,68.38,0
663,-130.705506,58.179325,0
664,-130.68,60.39,0
665,-130.62,65.74,0
666,-130.57,62.37,0
667,-130.42,66.82,0
668,-129.88,60.43,0
669,-129.85,59.29,0
670,-129.69,64.54,0
671,-129.62,68.95,0
672,-129.59,57.51,0
673,-129.58,63.36,0
674,-129.58,67.16,0
675,-129.54,66.55,0
676,-129.54,65.53,0
677,-129.44,68.02,0
678,-129.068056,59.370536,0
679,-129.05,63.15,0
680,-129.01,66.71,0
681,-128.85,61.76,0
682,-128.82,56.01,0
683,-128.74,56.88,0
684,-128.63,54.33,0
685,-128.63,58.41,0
686,-128.55,68.84,0
687,-128.55,60.77,0
688,-128.47,65.91,0
689,-128.41,53.16,0
690,-128.4,67.73,0
691,-128.25,64.99,0
692,-128.21,54.3,0
693,-128.09,63.97,0
694,-128.02,67.24,0
695,-127.86,68.12,0
696,-127.67,55.25,0
697,-127.64,62.94,0
698,-127.64,59.44,0
699,-127.6,57.23,0
700,-127.6,61.91,0
701,-127.52,69.71,0
702,-127.48,66.76,0
703,-127.48,60.69,0
704,-127.37,56.09,0
705,-127.24,69.04,0
706,-127.14,67.43,0
707,-126.91,63.89,0
708,-126.91,53.34,0
709,-126.76,58.56,0
710,-126.76,65.11,0
711,-126.72,68.12,0
712,-126.72,66.17,0
713,-126.61,56.77,0
714,-126.49,59.32,0
715,-126.46,62.44,0
716,-126.38,55.93,0
717,-126.38,60.39,0
718,-126.23,68.88,0
719,-126.15,67.05,0
720,-125.92,57.84,0
721,-125.904,49.164,0
722,-125.88,51.4,0
723,-125.81,64.31,0
724,-125.77,67.66,0
725,-125.75,54.05,0
726,-125.54,68.19,0
727,-125.5,62.25,0
728,-125.47,65.87,0
729,-125.47,52.73,0
730,-125.43,66.97,0
731,-125.31,55.44,0
732,-125.28,59.62,0
733,-125.28,58.22,0
734,-125.24,60.77,0
735,-125.12,63.2,0
736,-125.01,68.46,0
737,-124.93,64.38,0
738,-124.93,52.62,0
739,-124.91,50.25,0
740,-124.89,72.38,0
741,-124.67,66.52,0
742,-124.65,49.3,0
743,-124.63,62.1,0
744,-124.627,54.1,0
745,-124.509,42.74,0
746,-124.426383,49.617527,0
747,-124.3867,42.2581,0
748,-124.26,54.46,0
749,-124.25,57.95,0
750,-124.25,68.19,0
751,-124.25,72.87,0
752,-124.161018,52.05067,0
753,-124.13,64.84,0
754,-124.13,60.23,0
755,-124.0678,42.5567,0
756,-124.06,68.5,0
757,-124.05469,49.6126,0
758,-123.98,63.28,0
759,-123.95,67.39,0
760,-123.94,49.17,0
761,-123.94,66.02,0
762,-123.8941,45.8196,0
763,-123.83,53.19,0
764,-123.8226,41.1542,0
765,-123.79,59.13,0
766,-123.75,56.2,0
767,-123.75,74.13,0
768,-123.7386,43.907,0
769,-123.7233,45.9888,0
770,-123.68,61.07,0
771,-123.663208,42.15712,0
772,-123.63,72.41,0
773,-123.583579,48.312983,0
774,-123.5833,42.5933,0
775,-123.558045,40.787237,0
776,-123.5344,42.3644,0
777,-123.530249,48.533428,0
778,-123.4941,45.6552,0
779,-123.474147,41.379341,0
780,-123.460064,48.923825,0
781,-123.3652,47.924828,0
782,-123.344475,39.625825,0
783,-123.322428,44.476342,0
784,-123.3,55.51,0
785,-123.2972,43.4222,0
786,-123.281148,47.046643,0
787,-123.278889,40.391389,0
788,-123.2715,42.6864,0
789,-123.2695,48.7489,0
790,-123.266638,44.184995,0
791,-123.2659,44.7145,0
792,-123.26,60.04,0
793,-123.243544,41.667947,0
794,-123.24,64.88,0
795,-123.2249,44.9191,0
796,-123.22,73.64,0
797,-123.191537,40.737347,0
798,-123.18,67.73,0
799,-123.1695,42.4358,0
800,-123.1616,42.2513,0
801,-123.137222,41.298889,0
802,-123.13,49.24,0
803,-123.08068,39.093262,0
804,-123.07,62.21,0
805,-123.07,57.38,0
806,-123.062272,47.872837,0
807,-123.057644,40.477545,0
808,-123.050408,39.907344,0
809,-123.04,51.72,0
810,-123.0342,43.2822,0
811,-123.03,73.14,0
812,-123.01222,40.98194,0
813,-122.990465,45.500762,0
814,-122.99,66.1,0
815,-122.99,69.14,0
816,-122.9836,44.3936,0
817,-122.965655,39.403011,0
818,-122.9592,44.7636,0
819,-122.95,63.89,0
820,-122.949722,39.712222,0
821,-122.94504,38.648131,0
822,-122.942681,43.993012,0
823,-122.937575,42.332299,0
824,-122.894468,41.375074,0
825,-122.882826,53.979374,0
826,-122.869458,45.849022,0
827,-122.813805,40.856055,0
828,-122.808024,47.046385,0
829,-122.8,50.32,0
830,-122.8,71.73,0
831,-122.79,51.05,0
832,-122.777051,45.012756,0
833,-122.75728,38.93778,0
834,-122.755783,49.121673,0
835,-122.743526,38.063216,0
836,-122.71187,41.094106,0
837,-122.711294,45.385892,0
838,-122.709717,39.311762,0
839,-122.703645,38.455809,0
840,-122.700409,42.203538,0
841,-122.697,44.1637,0
842,-122.666082,45.669056,0
843,-122.6425,41.3575,0
844,-122.6247,41.6788,0
845,-122.617224,42.031167,0
846,-122.61,72.8,0
847,-122.61,68.23,0
848,-122.603508,38.242754,0
849,-122.59828,40.28876,0
850,-122.585941,37.862469,0
851,-122.57,66.97,0
852,-122.559589,51.836555,0
853,-122.54,52.2,0
854,-122.53,68.96,0
855,-122.520337,47.306235,0
856,-122.497531,48.757848,0
857,-122.446667,39.099722,0
858,-122.417,38.875633,0
859,-122.415998,40.998395,0
860,-122.407769,45.536741,0
861,-122.39972,37.681461,0
862,-122.385719,51.985747,0
863,-122.38,58.28,0
864,-122.37745,47.809217,0
865,-122.37711,38.480826,0
866,-122.366274,42.138456,0
867,-122.356095,41.289881,0
868,-122.343009,47.164103,0
869,-122.34,57.27,0
870,-122.331667,41.495556,0
871,-122.301583,37.92044,0
872,-122.3,73.83,0
873,-122.2855,51.747647,0
874,-122.28,52.35,0
875,-122.277481,51.409261,0
876,-122.27,55.6,0
877,-122.23,60.12,0
878,-122.22,61.19,0
879,-122.2081,44.0402,0
880,-122.19,63.7,0
881,-122.19,72.04,0
882,-122.186286,39.429608,0
883,-122.181667,40.276667,0
884,-122.15,65.07,0
885,-122.14,55.98,0
886,-122.138533,49.37745,0
887,-122.136854,38.476327,0
888,-122.133417,37.755629,0
889,-122.131944,41.865,0
890,-122.131107,38.16916,0
891,-122.120085,52.121841,0
892,-122.114005,37.380805,0
893,-122.08,59.66,0
894,-122.052427,36.973232,0
895,-122.049611,37.558063,0
896,-122.0489,44.2767,0
897,-122.04,66.06,0
898,-122.04,72.95,0
899,-122.03038,42.13195,0
900,-122.00902,41.239201,0
901,-122.008786,49.096772,0
902,-122,68.23,0
903,-121.999633,38.325198,0
904,-121.989526,38.623347,0
905,-121.969167,39.538056,0
906,-121.94,50.69,0
907,-121.93335,36.61074,0
908,-121.93082,40.82112,0
909,-121.93,54.6,0
910,-121.928833,51.08197,0
911,-121.9118403,41.58392565,0
912,-121.9068,42.537,0
913,-121.89785,37.160417,0
914,-121.897221,37.907557,0
915,-121.89314,36.33366,0
916,-121.8912,45.6431,0
917,-121.89,67.7,0
918,-121.88,51.4,0
919,-121.820556,39.205556,0
920,-121.813837,37.53168,0
921,-121.7806,42.225,0
922,-121.75,49.19,0
923,-121.73,62.56,0
924,-121.712032,39.83939,0
925,-121.6955,36.1769,0
926,-121.692778,36.572778,0
927,-121.691389,39.603611,0
928,-121.691033,50.834025,0
929,-121.671267,38.574877,0
930,-121.66,69.11,0
931,-121.65,56.39,0
932,-121.62395,40.78109,0
933,-121.5890584,40.08733044,0
934,-121.5888,44.5557,0
935,-121.585554,38.938754,0
936,-121.58,50.23,0
937,-121.56495,41.946267,0
938,-121.564,44.2983,0
939,-121.54,53.12,0
940,-121.5203,45.7056,0
941,-121.5132,37.5868,0
942,-121.51,66.82,0
943,-121.49968,50.638162,0
944,-121.480056,51.221864,0
945,-121.473611,39.856944,0
946,-121.473451,39.458855,0
947,-121.4699,56.2131,0
948,-121.446928,43.88523,0
949,-121.44,49.38,0
950,-121.43,65.53,0
951,-121.416111,41.103056,0
952,-121.4098,49.56241,0
953,-121.405,42.1989,0
954,-121.4,50.88,0
955,-121.39,58.33,0
956,-121.38,55.96,0
957,-121.374722,40.418889,0
958,-121.3692,44.7309,0
959,-121.364794,38.056627,0
960,-121.362803,44.059066,0
961,-121.36,72.65,0
962,-121.34,50.42,0
963,-121.328611,39.622222,0
964,-121.31448,36.73259,0
965,-121.3076,45.1647,0
966,-121.291297,35.709868,0
967,-121.28,64.69,0
968,-121.2452,39.363883,0
969,-121.24,67.96,0
970,-121.229906,45.789333,0
971,-121.225561,51.811554,0
972,-121.2239,46.800563,0
973,-121.2,61.72,0
974,-121.2,72.15,0
975,-121.1675,41.710278,0
976,-121.140581,44.368246,0
977,-121.130203,38.691342,0
978,-121.1283,44.6336,0
979,-121.12039,46.98493,0
980,-121.11624,36.51002,0
981,-121.115556,40.025608,0
982,-121.107778,40.626667,0
983,-121.1028,50.25,0
984,-121.09,47.75,0
985,-121.09,73.79,0
986,-121.09,63.62,0
987,-121.0888,56.2344,0
