,X_WGS84,Y_WGS84,ascspe
350,-118.411965,37.506254,1
351,-108.498542,37.258842,1
352,-117.002867,43.745292,1
353,-104.743759,39.449153,1
354,-101.870605,43.846783,1
355,-120.895143,44.321313,1
356,-111.524055,40.335148,1
357,-111.28733,47.665272,1
358,-122.753692,45.587063,1
359,-105.023437,40.568651,1
360,-119.582312,49.351617,1
361,-103.450199,43.901937,1
362,-111.601276,40.082985,1
363,-103.292452,44.060464,1
364,-122.446667,39.099722,1
365,-118.8688,37.5291,1
366,-123.278889,40.391389,1
367,-120.570556,39.470833,1
368,-122.6425,41.3575,1
369,-121.969167,39.538056,1
370,-120.7025,40.639444,1
371,-121.374722,40.418889,1
372,-121.425833,39.752222,1
373,-121.293056,39.47,1
374,-121.328611,39.622222,1
375,-123.137222,41.298889,1
376,-123.1375,40.6025,1
377,-121.473611,39.856944,1
378,-117.559338,47.418359,1
379,-100.104697,49.263931,1
380,-120.824668,45.516774,1
381,-108.880879,44.6894,1
382,-112.592078,40.528383,1
383,-112.21196,37.582401,1
384,-111.601875,40.404708,1
385,-111.448103,49.872721,1
386,-110.746055,49.231695,1
387,-121.5890584,40.08733044,1
388,-109.894221,46.034636,1
389,-109.489873,38.533808,1
390,-123.274901,44.587403,1
391,-106.885242,37.446221,1
392,-111.718476,43.6594,1
393,-111.750529,40.304042,1
394,-103.728145,42.42425,1
395,-104.700425,39.832286,1
396,-103.403983,46.923363,1
397,-104.782242,44.387322,1
398,-101.914392,47.283628,1
399,-120.777743,49.067363,1
400,-122.709717,39.311762,1
401,-99.521345,47.962409,1
402,-119.593497,37.743747,1
403,-101.15235,40.967923,1
404,-122.65428,45.52343,1
405,-105.997059,35.996188,1
406,-97.224035,49.817352,1
407,-111.681463,43.96485,1
408,-120.524809,50.719975,1
409,-110.822862,43.523258,1
410,-105.60498,41.318988,1
411,-106.323838,35.877742,1
412,-122.638332,41.45627,1
413,-95.80528,45.502212,1
414,-120.133789,38.111795,1
415,-99.537007,48.558403,1
416,-104.864105,40.169796,1
417,-111.341411,42.209852,1
418,-108.581505,47.617428,1
419,-103.71871,42.553228,1
420,-100.614022,49.594233,1
421,-112.218909,36.704639,1
422,-115.715083,42.911165,1
423,-121.130203,38.691342,1
424,-122.100739,42.026092,1
425,-106.131486,37.049717,1
426,-106.360337,37.133597,1
427,-117.924912,46.991405,1
428,-106.5658,50.661119,1
429,-114.257052,47.370617,1
430,-114.137492,47.447193,1
431,-108.721054,49.594679,1
432,-119.998036,39.514906,1
433,-106.565125,36.91978,1
434,-121.03642,50.765003,1
435,-109.352355,40.369337,1
436,-104.881587,38.844296,1
437,-120.214254,38.514868,1
438,-111.731462,35.159848,1
439,-105.037857,40.949335,1
440,-114.311018,47.806158,1
441,-122.130928,37.992058,1
442,-121.446928,43.88523,1
443,-106.004425,38.54258,1
444,-111.798332,40.573834,1
445,-110.93035,49.775578,1
446,-109.834294,34.072393,1
447,-113.744033,42.543216,1
448,-102.39232,48.329072,1
449,-106.286019,45.349067,1
450,-105.006561,40.476025,1
451,-119.341366,50.181363,1
452,-100.728425,46.823483,1
453,-114.136125,42.590287,1
454,-104.737371,39.330075,1
455,-121.12039,46.98493,1
456,-97.133961,50.173301,1
457,-122.894468,41.375074,1
458,-114.084107,46.484578,1
459,-120.313479,46.882418,1
460,-117.472528,41.579011,1
461,-119.733564,38.623564,1
462,-123.191537,40.737347,1
463,-101.931008,43.750553,1
464,-104.610358,38.952237,1
465,-120.670983,38.289019,1
466,-116.839355,47.358592,1
467,-120.123086,39.184302,1
468,-121.062248,39.260831,1
469,-106.967633,38.886272,1
470,-123.77485,42.337437,1
471,-120.455978,39.638092,1
472,-100.62833,39.074486,1
473,-120.81533,46.66595,1
474,-102.99687,42.81716,1
475,-120.734431,40.40675,1
476,-106.77195,49.774063,1
477,-105.661866,36.764289,1
478,-121.315732,45.713758,1
479,-103.486895,43.439871,1
480,-105.020588,39.894133,1
481,-122.7697,41.310263,1
482,-120.527809,38.463373,1
483,-104.827743,38.748015,1
484,-111.823867,40.780463,1
485,-121.140581,44.368246,1
486,-117.065405,43.332262,1
487,-122.063428,37.676535,1
488,-123.625162,42.06577,1
489,-119.784675,39.414222,1
490,-112.068747,41.509431,1
491,-123.145889,45.0221,1
492,-120.616606,40.36635,1
493,-111.181968,38.179388,1
494,-104.683059,40.509984,1
495,-111.150569,38.085459,1
496,-117.740983,40.961253,1
497,-104.092305,40.381153,1
498,-121.56495,41.946267,1
499,-120.829913,39.018327,1
500,-118.218914,36.863184,1
501,-122.186286,39.429608,1
502,-107.650397,36.781403,1
503,-116.96417,44.939678,1
504,-119.888542,47.921158,1
505,-122.813805,40.856055,1
506,-110.786335,50.043499,1
507,-119.391036,47.588567,1
508,-122.71187,41.094106,1
509,-119.981195,47.210583,1
510,-100.886422,38.764028,1
511,-120.546735,45.301646,1
512,-99.774158,36.827568,1
513,-97.292542,37.568937,1
514,-107.732055,38.79137,1
515,-119.550362,39.275763,1
516,-98.378145,40.80117,1
517,-103.083017,44.028881,1
518,-106.400724,36.230877,1
519,-119.953453,46.920655,1
520,-111.596542,40.173955,1
521,-110.152092,38.989575,1
522,-119.084275,38.846832,1
523,-119.936165,47.020415,1
524,-96.00743,47.158904,1
525,-96.417356,47.056714,1
526,-93.769778,47.319529,1
527,-96.429592,44.681835,1
528,-92.17336,46.73985,1
529,-95.183338,45.41981,1
530,-92.499267,43.797643,1
531,-95.748005,45.810665,1
532,-94.591272,47.186152,1
533,-96.14142,47.115026,1
534,-96.25797,44.986912,1
535,-96.183893,47.201968,1
536,-92.879241,43.739626,1
537,-94.30491,44.72505,1
538,-96.637823,47.144177,1
539,-94.670924,45.41952,1
540,-95.304643,43.522292,1
541,-95.990404,45.144714,1
542,-95.927443,44.363181,1
543,-96.235363,46.159244,1
544,-95.159198,48.619705,1
545,-91.541372,43.695903,1
546,-93.010544,44.262012,1
547,-94.185089,45.072594,1
548,-92.791852,44.927188,1
549,-96.473403,46.854948,1
550,-92.878835,43.550746,1
551,-93.556246,45.293483,1
552,-96.380938,48.130201,1
553,-93.863336,46.27899,1
554,-95.201577,47.246503,1
555,-95.500112,45.665152,1
556,-95.573544,46.144254,1
557,-96.604078,45.767018,1
558,-95.902081,45.578583,1
559,-95.368095,45.347311,1
560,-121.712032,39.83939,1
561,-119.256005,46.236074,1
562,-98.0384,35.971,1
563,-123.322428,44.476342,1
564,-98.24588,36.061452,1
565,-120.821687,38.61815,1
566,-108.48058,45.843923,1
567,-114.131333,39.012928,1
568,-117.737317,48.468481,1
569,-121.989526,38.623347,1
570,-114.706809,36.71578,1
571,-104.606152,39.96217,1
572,-105.365917,39.151016,1
573,-109.661926,38.017487,1
574,-122.358128,37.57815,1
575,-123.057644,40.477545,1
576,-114.382788,42.594308,1
577,-121.999633,38.325198,1
578,-122.366274,42.138456,1
579,-123.558045,40.787237,1
580,-119.82063,46.83324,1
581,-119.733162,39.53277,1
582,-97.366379,38.378089,1
583,-85.123021,46.191603,1
584,-121.79,49.21,1
585,-120.51,46.6,1
586,-119.35,50.36,1
587,-119.59,49.48,1
588,-119.77,49.18,1
589,-119.74,49.77,1
590,-121.34,50.42,1
591,-122.69,53.92,1
592,-123.25,49.25,1
593,-120.5,51,1
594,-115.58,51.18,1
595,-119.59,49.6,1
596,-116.316667,40.8,1
597,-109.085667,40.534767,1
598,-108.940733,40.548165,1
599,-108.88835,40.7269,1
600,-119.133803,46.927628,1
601,-98.491192,38.074531,1
602,-121.8958,36.543419,1
603,-111.240286,38.287749,1
604,-119.854095,37.879038,1
605,-108.531052,45.740653,1
606,-112.75464,43.020666,1
607,-120.048884,41.202275,1
608,-96.8496,40.2849,1
609,-103.977005,39.505805,1
610,-106.5618,37.7772,1
611,-118.267555,37.267653,1
612,-118.123101,37.354971,1
613,-112.495179,42.891575,1
614,-109.294149,34.14258,1
615,-118.680664,39.463947,1
616,-118.537956,39.615314,1
617,-103.122572,38.091435,1
618,-119.55365,49.213572,1
619,-104.466606,38.540081,1
620,-119.683123,39.624646,1
621,-104.844766,37.598716,1
622,-119.535221,49.089195,1
623,-109.640938,47.72377,1
624,-122.5376,45.582527,1
625,-122.723494,41.677792,1
626,-105.207615,39.666695,1
627,-104.491325,37.021295,1
628,-111.497541,40.594953,1
629,-112.635426,45.20768,1
630,-103.331781,47.596983,1
631,-99.576486,36.54759,1
632,-111.967797,40.833438,1
633,-118.464762,49.021496,1
634,-106.181741,37.58323,1
635,-111.397856,40.869525,1
636,-101.014222,47.219479,1
637,-106.725913,36.486472,1
638,-120.023333,38.916296,1
639,-110.349267,39.633837,1
640,-103.967056,47.858727,1
641,-122.700409,42.203538,1
642,-120.45805,39.801667,1
643,-110.952355,48.514397,1
644,-119.01363,37.325936,1
645,-122.049611,37.558063,1
646,-107.152639,39.400605,1
647,-112.221105,41.470325,1
648,-122.356095,41.289881,1
649,-108.075991,37.362032,1
650,-96.426454,47.699898,1
651,-118.221214,46.678215,1
652,-112.415604,43.219105,1
653,-107.30745,40.490117,1
654,-101.413377,48.938746,1
655,-107.304681,44.011244,1
656,-105.545314,38.085631,1
657,-105.830605,46.440563,1
658,-111.53421,40.682482,1
659,-114.290737,39.121009,1
660,-105.681386,36.675224,1
661,-114.858354,42.760361,1
662,-121.865984,39.420297,1
663,-107.942141,38.840834,1
664,-107.387467,45.101172,1
665,-121.585554,38.938754,1
666,-100.775181,37.131929,1
667,-113.477905,42.672695,1
668,-119.846107,38.69743,1
669,-118.139075,36.664005,1
670,-117.256217,43.65537,1
671,-110.843673,39.62007,1
672,-100.361739,35.936993,1
673,-101.272322,46.874497,1
674,-105.83928,33.475655,1
675,-107.763203,38.281339,1
676,-109.583058,40.16434,1
677,-120.11809,39.30375,1
678,-99.922923,37.812378,1
679,-109.348097,38.672336,1
680,-115.109628,37.261245,1
681,-105.333372,35.270259,1
682,-97.414865,35.200104,1
683,-112.409554,41.340984,1
684,-103.1808,40.62,1
685,-104.669,34.936,1
686,-105.576286,36.434614,1
687,-105.83077,36.179099,1
688,-106.766407,34.308474,1
689,-107.26097,36.735797,1
690,-105.046244,39.651586,1
691,-103.431074,38.043153,1
692,-109.714777,49.984958,1
693,-108.311946,37.337204,1
694,-104.780054,39.92645,1
695,-100.5228,36.8299,1
696,-110.976,38.3478,1
697,-106.1147,36.5091,1
698,-104.702,36.017,1
699,-104.1123,38.1571,1
700,-116.406122,45.352658,1
701,-116.769969,46.474739,1
702,-116.302836,45.523345,1
703,-102.10817,47.8042,1
704,-109.610534,38.705711,1
705,-100.697165,38.800119,1
706,-101.023611,49.270944,1
707,-109.77013,38.060222,1
708,-112.872188,44.069268,1
709,-122.153107,37.481223,1
710,-119.661157,37.537027,1
711,-105.719722,36.405,1
712,-121.671267,38.574877,1
713,-105.021992,35.907118,1
714,-119.824717,38.997811,1
715,-115.947144,42.93801,1
716,-105.150421,40.507063,1
717,-97.048304,49.531466,1
718,-120.233928,39.433765,1
719,-112.395995,42.75789,1
720,-121.115556,40.025608,1
721,-104.987111,40.168905,1
722,-106.145517,37.485922,1
723,-120.966902,40.039924,1
724,-108.40279,50.13909,1
725,-105.868254,37.475268,1
726,-117.771313,47.121877,1
727,-111.61577,35.14359,1
728,-103.114349,41.677142,1
729,-105.030533,38.937038,1
730,-112.10324,40.304614,1
731,-106.320503,35.034553,1
732,-111.534147,45.897949,1
733,-106.655276,37.670817,1
734,-120.362628,38.764675,1
735,-120.645303,38.424775,1
736,-107.201111,49.179722,1
737,-121.831492,39.147646,1
738,-120.935227,39.937527,1
739,-112.237203,43.349459,1
740,-122.917347,39.777669,1
741,-122.415998,40.998395,1
742,-100.23097,46.671626,1
743,-116.627145,46.627958,1
744,-97.546441,37.775509,1
745,-116.398914,43.532058,1
746,-116.523984,43.502926,1
747,-121.055615,38.903861,1
748,-96.62714,40.824988,1
749,-121.364794,38.056627,1
750,-121.232483,46.643457,1
751,-120.41951,46.48721,1
752,-107.690159,38.561869,1
753,-121.311737,38.617461,1
754,-104.310923,42.102579,1
755,-116.39735,43.687677,1
756,-97.946097,50.357064,1
757,-122.131107,38.16916,1
758,-119.492939,37.844301,1
759,-100.474005,42.893903,1
760,-102.381267,44.072045,1
761,-122.703645,38.455809,1
762,-109.848518,41.907898,1
763,-122.80404,40.741751,1
764,-112.043666,43.440833,1
765,-104.393939,36.973289,1
766,-109.579492,38.61331,1
767,-117.601105,49.079372,1
768,-109.238208,40.406084,1
769,-97.052,49.8116,1
770,-114.38275,45.30557,1
771,-103.894096,44.411717,1
772,-122.343736,41.155119,1
773,-106.685468,34.971077,1
774,-119.47006,38.517384,1
775,-98.721452,44.542067,1
776,-107.994969,36.832829,1
777,-107.762817,39.588684,1
778,-124.047896,42.646055,1
779,-123.699952,42.646351,1
780,-112.290174,42.213729,1
781,-102.36916,43.906754,1
782,-119.707064,39.176387,1
783,-103.010452,39.275949,1
784,-109.43872,41.4936,1
785,-120.329969,46.310582,1
786,-104.432682,36.887595,1
787,-123.674568,42.27796,1
788,-105.074441,39.441654,1
789,-122.76602,38.745391,1
790,-122.965655,39.403011,1
791,-98.08587,49.181396,1
792,-99.586667,50.77,1
793,-100.45456,42.20736,1
794,-101.126681,43.005832,1
795,-105.8245157,44.52895299,1
796,-108.9165703,48.53282034,1
797,-107.0155118,46.29083635,1
798,-102.6426737,47.35377903,1
799,-95.83786,39.14745,1
800,-102.37642,41.73618,1
801,-103.26058,42.44451,1
802,-102.21322,47.30525135,1
803,-100.510981,42.486972,1
804,-104.5172909,48.14719814,1
805,-99.27209,38.07718,1
806,-100.30239,39.82209,1
807,-103.39368,44.17878,1
808,-100.98601,37.98452,1
809,-99.593231,39.394315,1
810,-100.61028,38.74008,1
811,-99.37133,37.95338,1
812,-97.908121,39.679103,1
813,-103.66751,44.41844,1
814,-98.769838,38.481592,1
815,-101.92684,37.113864,1
816,-101.22886,39.80656,1
817,-98.52797,37.91299,1
818,-98.65539,38.46423,1
819,-101.84641,39.73532,1
820,-97.94245,38.831222,1
821,-97.886093,37.65046,1
822,-97.909236,39.98291,1
823,-101.23989,37.95262,1
824,-99.36583,38.26834,1
825,-101.6314,37.30626,1
826,-99.752771,37.655841,1
827,-100.11407,37.02613,1
828,-100.92615,38.67433,1
829,-99.481473,37.026468,1
830,-98.53892,38.19916,1
831,-98.14724,39.01287,1
832,-98.31149,37.17137,1
833,-100.98262,39.12923,1
834,-103.5587,44.1364,1
835,-103.5719,43.36711,1
836,-123.1695,42.4358,1
837,-123.5344,42.3644,1
838,-119.7038,44.5421,1
839,-117.3863,45.5527,1
840,-121.1775,45.5947,1
841,-123.2972,43.4222,1
842,-120.545,42.6939,1
843,-120.4054,45.5842,1
844,-117.1675,44.7692,1
845,-118.7089,44.4633,1
846,-123.3142,42.6322,1
847,-124.0678,42.5567,1
848,-117.6089,43.8633,1
849,-118.7875,45.6722,1
850,-117.7323,42.8608,1
851,-119.9589,45.8131,1
852,-123.2659,44.7145,1
853,-123.2249,44.9191,1
854,-117.4195,43.6137,1
855,-121.1283,44.6336,1
856,-122.9836,44.3936,1
857,-120.2128,44.9991,1
858,-123.1616,42.2513,1
859,-123.5833,42.5933,1
860,-165.86,65.56,0
861,-165.4,64.92,0
862,-165.02,65.79,0
863,-164.41,62.18,0
864,-164.15,65.11,0
865,-164.15,68.42,0
866,-163.99,60.77,0
867,-163.69,61.68,0
868,-163.27,60.73,0
869,-163.23,67.81,0
870,-163.19,62.33,0
871,-163,65.22,0
872,-162.81,61.35,0
873,-162.74,68.92,0
874,-162.51,61.03,0
875,-162.4,61.95,0
876,-162.36,67.32,0
877,-162.2,62.71,0
878,-162.17,69.52,0
879,-161.94,68.49,0
880,-161.79,60.73,0
881,-161.75,61.72,0
882,-161.25,68.5,0
883,-161.21,59.74,0
884,-161.18,60.35,0
885,-161.14,69.45,0
886,-160.99,62.02,0
887,-160.91,65.3,0
888,-160.87,61.3,0
889,-160.68,67.62,0
890,-160.45,63.17,0
891,-160.23,66.52,0
892,-160.19,69.41,0
893,-160.03,60.04,0
894,-159.92,68.46,0
895,-159.81,61.11,0
896,-159.77,62.44,0
897,-159.65,56.28,0
898,-159.59,66.45,0
899,-159.58,67.32,0
900,-159.46,64.38,0
901,-159.35,65.64,0
902,-159.35,61.87,0
903,-159.31,60.46,0
904,-159.27,63.09,0
905,-159.24,59.28,0
906,-159.12,70.02,0
907,-159.08,68,0
908,-159.04,61.5,0
909,-158.88,69.2,0
910,-158.85,56.5,0
911,-158.55,67.51,0
912,-158.51,59.93,0
913,-158.47,62.71,0
914,-158.4,69.75,0
915,-158.25,66.55,0
916,-158.17,60.73,0
917,-158.05,68.8,0
918,-157.9,65.56,0
919,-157.86,56.96,0
920,-157.83,59.4,0
921,-157.75,70.21,0
922,-157.6,60.12,0
923,-157.52,65.07,0
924,-157.45,68.08,0
925,-157.33,61.38,0
926,-157.14,67.39,0
927,-157.1,65.83,0
928,-157.07,69.22,0
929,-156.99,62.37,0
930,-156.91,66.78,0
931,-156.84,57.42,0
932,-156.76,64.33,0
933,-156.65,60.27,0
934,-156.57,58.26,0
935,-156.53,61.19,0
936,-156.34,70.17,0
