,X_WGS84,Y_WGS84,dalpur
441,-101.27397,44.930086,1
442,-99.501397,46.730493,1
443,-100.54654,48.34574,1
444,-101.57437,48.25779,1
445,-103.75355,46.9183,1
446,-96.97678,33.93697,1
447,-97.17056,40.51678,1
448,-100.4769,45.02171,1
449,-99.850209,46.249305,1
450,-94.344411,38.268146,1
451,-94.640015,36.978318,1
452,-97.00147,47.29048,1
453,-95.876546,41.564586,1
454,-92.94267,34.045376,1
455,-100.6781,43.30584,1
456,-106.23305,45.44091,1
457,-101.67008,43.83378,1
458,-98.282523,40.874343,1
459,-98.63954,42.11972,1
460,-99.43038,43.31914,1
461,-94.512865,38.807838,1
462,-98.55194,41.79835,1
463,-98.95258,40.32802,1
464,-95.252513,43.816749,1
465,-95.602696,40.286995,1
466,-103.88271,42.72341,1
467,-95.92678,47.088304,1
468,-100.33643,43.36221,1
469,-99.317054,44.010603,1
470,-100.55056,42.88727,1
471,-99.39815,41.78477,1
472,-104.15633,47.35483,1
473,-103.54683,41.70556,1
474,-106.42381,46.25996,1
475,-102.28644,43.03912,1
476,-97.37129,35.89338,1
477,-102.84403,47.861767,1
478,-96.394877,42.539056,1
479,-104.35912,41.4536,1
480,-99.20361,47.92306,1
481,-101.69292,43.17249,1
482,-104.82083,39.00785,1
483,-97.62675,47.9935,1
484,-104.36944,46.14322,1
485,-97.546371,42.859849,1
486,-97.92295,43.63902,1
487,-95.54274,39.30727,1
488,-99.52615,45.76939,1
489,-103.6427,48.07466,1
490,-100.68699,41.48014,1
491,-96.634117,42.786142,1
492,-95.94667,41.73722,1
493,-96.53224,44.511526,1
494,-101.575468,48.430656,1
495,-99.59525,40.42522,1
496,-96.179532,40.551691,1
497,-103.443799,46.600111,1
498,-97.147719,34.425898,1
499,-101.00663,43.29409,1
500,-102.15932,45.75261,1
501,-101.31181,44.72635,1
502,-101.31758,48.27592,1
503,-100.65452,47.47109,1
504,-101.86606,44.53354,1
505,-96.774513,42.923083,1
506,-99.803652,47.040118,1
507,-96.6305,44.98744,1
508,-97.003229,36.115946,1
509,-97.33879,45.9451,1
510,-96.226405,47.187466,1
511,-96.14057,40.86276,1
512,-97.03333,35.93038,1
513,-102.97382,41.45792,1
514,-98.97815,42.5169,1
515,-101.510298,47.465686,1
516,-98.52202,43.05971,1
517,-105.31221,46.82202,1
518,-96.64474,41.1007,1
519,-100.55038,42.44239,1
520,-105.40083,35.60972,1
521,-97.21379,44.922151,1
522,-100.10097,47.14355,1
523,-106.69775,45.62304,1
524,-103.0722,40.52301,1
525,-102.16798,46.69561,1
526,-98.5035,43.19128,1
527,-105.12882,48.80391,1
528,-87.99583,32.69389,1
529,-88.26639,33.07806,1
530,-88.10389,32.68639,1
531,-87.2325,33.44056,1
532,-96.799378,37.098927,1
533,-103.47436,43.28679,1
534,-91.142634,36.22576,1
535,-95.32023,38.57455,1
536,-99.024493,39.114763,1
537,-96.2415,37.12671,1
538,-94.63883,38.83241,1
539,-100.07859,38.08369,1
540,-99.70609,39.36251,1
541,-94.817633,38.642896,1
542,-95.66075,37.87946,1
543,-101.82649,39.7917,1
544,-96.26015,38.34237,1
545,-98.85981,38.98227,1
546,-96.88642,37.97391,1
547,-96.77548,38.94162,1
548,-97.42753,38.43094,1
549,-100.3482,37.73419,1
550,-94.813548,37.634818,1
551,-100.01667,37.81078,1
552,-97.24656,39.33339,1
553,-99.11847,37.41951,1
554,-96.24318,37.46921,1
555,-97.257649,37.61175,1
556,-100.35764,37.28564,1
557,-95.27348,39.01658,1
558,-94.978778,39.257884,1
559,-96.409444,39.487222,1
560,-103.39368,44.17878,1
561,-95.924444,37.77,1
562,-91.92623,42.29792,1
563,-94.87095,37.957347,1
564,-96.707779,39.536388,1
565,-103.79137,44.04792,1
566,-103.97421,44.57269,1
567,-95.974401,39.0805,1
568,-94.964632,38.542031,1
569,-98.05546,39.79625,1
570,-95.182796,37.255804,1
571,-95.687794,38.590665,1
572,-96.924417,39.1978,1
573,-95.161107,37.704498,1
574,-95.006695,38.917228,1
575,-95.25016,38.89902,1
576,-95.264681,38.431878,1
577,-97.849167,38.67,1
578,-97.869446,38.900833,1
579,-103.47436,43.45337,1
580,-103.78325,43.33181,1
581,-104.583464,44.402292,1
582,-99.274334,39.656346,1
583,-96.812222,39.077778,1
584,-92.900765,31.848558,1
585,-99.64691,35.602845,1
586,-95.02507961,38.10416134,1
587,-95.18604,38.76043,1
588,-99.94556,38.04344,1
589,-96.51976,38.55963,1
590,-95.60295,38.35191,1
591,-97.11376,38.57798,1
592,-95.413548,39.470583,1
593,-100.56182,39.97165,1
594,-95.209858,37.489935,1
595,-97.60988,39.750874,1
596,-100.906859,38.482169,1
597,-95.69011,37.18073,1
598,-94.773591,38.978333,1
599,-95.26113,39.11743,1
600,-95.11028,39.01766,1
601,-95.58582,38.6332,1
602,-98.6948,39.26496,1
603,-96.41696,39.82151,1
604,-98.58036,37.16513,1
605,-99.78072,37.394659,1
606,-96.193862,38.86838,1
607,-96.505286,37.34863,1
608,-100.01304,37.41659,1
609,-101.38594,37.04479,1
610,-101.238427,38.934797,1
611,-99.34539,38.87918,1
612,-96.525571,39.230551,1
613,-95.17497,38.02268,1
614,-95.69748,37.72427,1
615,-95.805036,39.208064,1
616,-96.97538,39.81804,1
617,-95.79094,38.44981,1
618,-99.10643,38.46512,1
619,-95.30644,37.55821,1
620,-95.52,39.60387,1
621,-95.971321,37.011384,1
622,-96.645003,38.675881,1
623,-95.269788,39.532271,1
624,-95.68,37.41833,1
625,-95.06229,37.83062,1
626,-98.24152,37.64576,1
627,-99.66947,40.03885,1
628,-95.4544,37.84109,1
629,-96.232636,37.887543,1
630,-96.99559,37.247,1
631,-98.41289,39.02395,1
632,-98.61431,39.03806,1
633,-98.68896,39.14681,1
634,-95.42779,38.91166,1
635,-99.318703,39.395746,1
636,-100.231467,39.36283,1
637,-96.112326,37.648977,1
638,-96.979,39.56792,1
639,-98.9027,39.65723,1
640,-96.46989,38.20215,1
641,-96.60536,37.1192,1
642,-99.830339,38.048851,1
643,-96.02805,38.99774,1
644,-96.73965,38.12522,1
645,-95.12319,37.03715,1
646,-95.50776,37.45963,1
647,-100.19119,38.78345,1
648,-100.5957,38.48224,1
649,-101.67934,38.46951,1
650,-95.62809,39.75513,1
651,-95.39998,38.02597,1
652,-96.839065,37.781271,1
653,-95.068116,39.195065,1
654,-99.66271,38.64026,1
655,-98.27675,38.93826,1
656,-95.99143,37.62231,1
657,-95.43072,37.27444,1
658,-98.63509,37.35363,1
659,-96.66447,37.35964,1
660,-96.78225,37.62505,1
661,-97.989,38.61695,1
662,-99.58921,39.66167,1
663,-97.48592,38.55083,1
664,-96.32347,39.20432,1
665,-97.63087,38.87108,1
666,-97.2958,39.04089,1
667,-97.6781,38.5557,1
668,-99.93155,39.80314,1
669,-101.44335,39.78607,1
670,-101.04261,39.40081,1
671,-95.93713,39.62351,1
672,-96.69625,37.55078,1
673,-97.56904,39.14837,1
674,-99.42093,38.26834,1
675,-96.89642,38.20262,1
676,-100.50915,39.82209,1
677,-96.68211,39.02851,1
678,-95.24192,38.22983,1
679,-98.05794,38.23215,1
680,-98.76702,39.63456,1
681,-98.580911,38.268579,1
682,-95.660257,38.996915,1
683,-96.93769,38.35103,1
684,-97.18854,38.04657,1
685,-96.41696,39.67657,1
686,-95.3913,39.11743,1
687,-97.3017,39.81347,1
688,-104.01279,43.55129,1
689,-103.3668,44.0857,1
690,-98.13424,39.24593,1
691,-96.90337,37.0456,1
692,-97.49463,39.35009,1
693,-97.645609,37.004636,1
694,-98.32745,39.49862,1
695,-98.61221,37.64606,1
696,-101.50221,41.2108,1
697,-95.85833,39.116665,1
698,-97.93868,38.74167,1
699,-96.59681,39.37257,1
700,-94.86212,38.3309,1
701,-95.744316,37.55954,1
702,-96.569204,39.062168,1
703,-98.58186,39.46787,1
704,-103.47907,43.1786,1
705,-97.466462,37.679328,1
706,-95.03487,38.61409,1
707,-96.56057,38.10119,1
708,-98.96481,38.81323,1
709,-96.4514,38.66043,1
710,-101.96434,38.93916,1
711,-98.91593,37.33513,1
712,-96.76001,39.44505,1
713,-97.46601,39.78773,1
714,-101.785185,39.184584,1
715,-94.85019,38.12828,1
716,-102.929396,38.081677,1
717,-100.800216,35.43653,1
718,-100.76232,37.96439,1
719,-100.46485,37.18401,1
720,-102.60166,42.06831,1
721,-101.862406,41.490865,1
722,-99.9113,37.18855,1
723,-99.7575,35.545834,1
724,-99.73793,35.79367,1
725,-102.34436,41.59336,1
726,-100.76003,37.15942,1
727,-99.37832,37.22789,1
728,-101.72472,40.73325,1
729,-98.86015,31.738394,1
730,-103.21306,34.67437,1
731,-100.44025,35.35715,1
732,-102.8527,41.98732,1
733,-101.782487,40.110502,1
734,-102.340457,42.00641,1
735,-99.86751,35.88808,1
736,-102.30194,40.51198,1
737,-102.9625,40.10541,1
738,-101.026133,37.878968,1
739,-99.40984,37.87958,1
740,-100.5563,37.07178,1
741,-100.865452,37.901017,1
742,-101.696403,37.171277,1
743,-103.12963,36.28488,1
744,-103.257462,34.390201,1
745,-102.95287,40.00601,1
746,-102.648487,38.691731,1
747,-102.703473,38.606404,1
748,-102.34068,40.98831,1
749,-100.83766,40.83415,1
750,-103.02689,37.91273,1
751,-103.584724,39.159721,1
752,-101.64323,40.6039,1
753,-103.677466,42.083972,1
754,-102.36788,39.42012,1
755,-102.42492,41.9399,1
756,-102.6125,39.475278,1
757,-102.353163,41.727466,1
758,-101.69157,41.39777,1
759,-93.67,33.72,1
760,-88.68,34.3,1
761,-104.8953,39.40861,1
762,-88.8075,34.03333,1
763,-87.70556,32.50639,1
764,-87.86694,32.48528,1
765,-87.82,34.68,1
766,-88.05,32.91667,1
767,-87.91889,34.60972,1
768,-87.63389,34.58833,1
769,-88.315,32.73833,1
770,-86.72056,32.40556,1
771,-87.40195,32.13611,1
772,-165.86,65.56,0
773,-165.4,64.92,0
774,-165.02,65.79,0
775,-164.41,62.18,0
776,-164.15,65.11,0
777,-163.99,60.77,0
778,-163.69,61.68,0
779,-163.27,60.73,0
780,-163.23,67.81,0
781,-163.19,62.33,0
782,-163,65.22,0
783,-162.81,61.35,0
784,-162.74,68.92,0
785,-162.51,61.03,0
786,-162.4,61.95,0
787,-162.36,67.32,0
788,-162.2,62.71,0
789,-162.17,69.52,0
790,-161.94,68.49,0
791,-161.79,60.73,0
792,-161.75,61.72,0
793,-161.25,68.5,0
794,-161.21,59.74,0
795,-161.18,60.35,0
796,-161.14,69.45,0
797,-160.99,62.02,0
798,-160.91,65.3,0
799,-160.87,61.3,0
800,-160.68,67.62,0
801,-160.45,63.17,0
802,-160.23,66.52,0
803,-160.19,69.41,0
804,-160.03,60.04,0
805,-159.92,68.46,0
806,-159.81,61.11,0
807,-159.77,62.44,0
808,-159.65,56.28,0
809,-159.59,66.45,0
810,-159.58,67.32,0
811,-159.46,64.38,0
812,-159.35,65.64,0
813,-159.31,60.46,0
814,-159.27,63.09,0
815,-159.24,59.28,0
816,-159.12,70.02,0
817,-159.08,68,0
818,-159.04,61.5,0
819,-158.88,69.2,0
820,-158.85,56.5,0
821,-158.55,67.51,0
822,-158.51,59.93,0
823,-158.47,62.71,0
824,-158.4,69.75,0
825,-158.25,66.55,0
826,-158.17,60.73,0
827,-158.05,68.8,0
828,-157.9,65.56,0
829,-157.86,56.96,0
830,-157.83,59.4,0
831,-157.75,70.21,0
832,-157.6,60.12,0
833,-157.52,65.07,0
834,-157.45,68.08,0
835,-157.33,61.38,0
836,-157.14,67.39,0
837,-157.1,65.83,0
838,-157.07,69.22,0
839,-156.99,62.37,0
840,-156.91,66.78,0
841,-156.84,59.36,0
842,-156.76,64.33,0
843,-156.65,60.27,0
844,-156.57,58.26,0
845,-156.53,61.19,0
846,-156.34,70.17,0
847,-156.3,62.94,0
848,-156.27,58.9,0
849,-156.23,65.37,0
850,-156.15,68.84,0
851,-156.08,58.29,0
852,-156.06,59.85,0
853,-156,66.06,0
854,-155.85,62.4,0
855,-155.66,61.74,0
856,-155.58,63.24,0
857,-155.5,65.49,0
858,-155.43,67.51,0
859,-155.39,64.38,0
860,-155.35,60.65,0
861,-155.16,59.93,0
862,-154.97,58.64,0
863,-154.86,65.18,0
864,-154.63,63.43,0
865,-154.55,68.15,0
866,-154.48,61.57,0
867,-154.33,64.09,0
868,-154.25,69.98,0
869,-154.17,63.01,0
870,-153.91,68.92,0
871,-153.87,65.87,0
872,-153.79,64.77,0
873,-153.75,66.59,0
874,-153.71,62.33,0
875,-153.68,61.49,0
876,-153.52,60.62,0
877,-153.3,65.53,0
878,-153.26,63.36,0
879,-153.22,68.53,0
880,-153.14,70.29,0
881,-152.95,61.53,0
882,-152.72,69.6,0
883,-152.65,66.86,0
884,-152.57,64.69,0
885,-152.53,65.79,0
886,-152.42,63.43,0
887,-152.31,61.91,0
888,-152,69.14,0
889,-151.93,63.93,0
890,-151.89,61.26,0
891,-151.85,66.75,0
892,-151.66,62.33,0
893,-151.47,68.34,0
894,-151.35,66.13,0
895,-151.28,69.75,0
896,-151.24,64.46,0
897,-151.192595,63.114803,0
898,-151.05,67.62,0
899,-151.01,61.68,0
900,-150.94,66.44,0
901,-150.86,66.82,0
902,-150.67,69.37,0
903,-150.63,62.86,0
904,-150.52,65.79,0
905,-150.48,68.61,0
906,-150.4,61.8,0
907,-150.17,64.23,0
908,-150.06,67.16,0
909,-150.02,65.15,0
910,-149.95,62.29,0
911,-149.87,69.45,0
912,-149.79,69.94,0
913,-149.64,68.99,0
914,-149.6,63.47,0
915,-149.53,68.15,0
916,-149.49,61.83,0
917,-149.45,62.67,0
918,-149.34,64.57,0
919,-149.23,67.63,0
920,-149.11,69.45,0
921,-148.73,62.33,0
922,-148.54,63.55,0
923,-148.46,66.29,0
924,-148.439042,61.788505,0
925,-148.42,67.13,0
926,-148.27,64.88,0
927,-148.08,69.26,0
928,-147.89,68.15,0
929,-147.74,62.06,0
930,-147.62,65.83,0
931,-147.59,69.07,0
932,-147.47,66.63,0
933,-147.43,63.51,0
934,-147.39,67.66,0
935,-147.13,64.31,0
936,-146.94,61.95,0
937,-146.79,65.49,0
938,-146.63,68,0
939,-146.56,69.35,0
940,-146.37,61.53,0
941,-146.33,65.87,0
942,-146.25,67.01,0
943,-146.155564,64.256775,0
