,X_WGS84,Y_WGS84,rudhir
221,-96.618819,29.845688,1
222,-96.190483,33.539545,1
223,-95.727225,33.666583,1
224,-97.268997,46.488322,1
225,-85.081395,35.138577,1
226,-75.788423,38.989459,1
227,-81.92731,42.622843,1
228,-96.025233,29.839838,1
229,-98.161719,30.415763,1
230,-63.133403,45.052084,1
231,-96.908855,33.116873,1
232,-95.31833,32.563522,1
233,-118.17395,34.186417,1
234,-78.151092,44.270753,1
235,-81.36489,44.490809,1
236,-95.284242,30.379609,1
237,-98.360062,30.748158,1
238,-98.466618,29.349123,1
239,-77.186467,40.209541,1
240,-71.350525,41.756187,1
241,-75.756264,40.188407,1
242,-78.349759,44.272675,1
243,-104.81511,38.86317,1
244,-78.487491,35.803762,1
245,-81.133111,27.816333,1
246,-97.119764,32.907949,1
247,-96.602155,32.752187,1
248,-91.816443,37.8519,1
249,-93.330162,45.42585,1
250,-96.050865,30.300758,1
251,-71.449679,42.01776,1
252,-95.47338,30.74386,1
253,-77.67896,37.411412,1
254,-96.773629,44.271909,1
255,-87.905505,42.333607,1
256,-94.79854,46.984,1
257,-79.581226,44.625771,1
258,-100.097626,50.758208,1
259,-93.494151,44.8704,1
260,-90.869223,44.242603,1
261,-73.759475,41.490938,1
262,-93.196908,44.900152,1
263,-88.762102,41.927669,1
264,-96.573881,39.066855,1
265,-75.891242,45.087722,1
266,-91.348678,43.510463,1
267,-98.001118,30.309398,1
268,-89.058043,42.670519,1
269,-76.784408,40.27208,1
270,-64.69284,46.091664,1
271,-90.493463,41.555243,1
272,-71.615928,42.290567,1
273,-92.116705,44.544247,1
274,-92.841334,34.64018,1
275,-81.5207,35.94196,1
276,-94.649316,30.923373,1
277,-97.07879,33.117656,1
278,-92.785392,45.295537,1
279,-97.245439,30.722868,1
280,-88.192369,42.493415,1
281,-80.679825,41.088761,1
282,-74.003267,44.241695,1
283,-75.737293,38.729504,1
284,-84.089867,39.49707,1
285,-88.607896,42.717928,1
286,-95.265652,38.949454,1
287,-76.075712,44.353996,1
288,-62.900922,46.417754,1
289,-83.785979,41.445404,1
290,-93.566836,47.70326,1
291,-96.518762,30.852907,1
292,-88.608704,43.473132,1
293,-97.84275,30.230188,1
294,-81.941788,28.346753,1
295,-95.77845,29.751064,1
296,-80.424316,42.811481,1
297,-99.013183,30.226533,1
298,-83.938186,35.948055,1
299,-105.061692,38.024267,1
300,-98.863455,30.270972,1
301,-99.154572,29.190833,1
302,-82.647993,35.230361,1
303,-89.264039,48.431908,1
304,-97.688196,29.427729,1
305,-95.364903,32.221849,1
306,-87.691833,36.382328,1
307,-92.449731,42.706358,1
308,-96.107436,31.532605,1
309,-95.381109,29.592966,1
310,-95.61653,32.291917,1
311,-89.829325,44.155371,1
312,-73.136539,42.026538,1
313,-78.666225,44.600897,1
314,-94.255997,33.2373,1
315,-84.29382,37.715205,1
316,-81.225932,42.948533,1
317,-98.077665,29.813484,1
318,-96.518175,30.283923,1
319,-83.897735,42.356528,1
320,-64.807156,44.619057,1
321,-96.358322,33.635648,1
322,-98.316596,29.039167,1
323,-97.598987,29.654729,1
324,-72.44185,41.462117,1
325,-93.160889,44.712812,1
326,-89.404208,48.564345,1
327,-95.416275,32.130356,1
328,-78.023742,38.466367,1
329,-97.333847,29.948862,1
330,-95.59732,29.375807,1
331,-93.470362,42.038511,1
332,-96.293392,30.642455,1
333,-75.517054,40.424784,1
334,-93.468288,38.728836,1
335,-93.619483,44.733956,1
336,-75.268097,40.174125,1
337,-97.016991,36.137553,1
338,-97.270058,37.743317,1
339,-96.835643,32.408058,1
340,-76.350578,44.991842,1
341,-93.281606,45.105523,1
342,-87.432637,32.821499,1
343,-97.284601,32.06135,1
344,-84.9727,30.911855,1
345,-96.905846,33.02094,1
346,-98.463425,40.892205,1
347,-82.53078,35.801073,1
348,-84.092842,35.92928,1
349,-96.625877,39.221348,1
350,-83.675942,34.72468,1
351,-96.589428,43.476752,1
352,-85.675524,34.350826,1
353,-82.298307,27.222069,1
354,-95.99367,36.080157,1
355,-93.23677,45.190999,1
356,-96.822218,30.667738,1
357,-82.835109,34.674507,1
358,-72.721365,43.713249,1
359,-96.544707,30.627091,1
360,-92.244079,32.620871,1
361,-81.90335,30.147761,1
362,-98.702698,34.721013,1
363,-80.679292,48.537553,1
364,-81.671739,42.567484,1
365,-88.501165,42.898535,1
366,-92.9908,37.197997,1
367,-92.942504,44.514766,1
368,-92.938558,43.678772,1
369,-96.213753,30.566915,1
370,-89.019894,42.327588,1
371,-95.958175,35.906905,1
372,-97.002659,33.204187,1
373,-80.395028,43.281033,1
374,-73.624258,40.623155,1
375,-97.287925,35.430325,1
376,-94.85226,36.580661,1
377,-97.590756,33.406353,1
378,-95.89447,32.083033,1
379,-87.958071,33.910438,1
380,-80.719859,35.271576,1
381,-93.442528,45.025052,1
382,-97.023781,33.380322,1
383,-96.162805,43.081365,1
384,-94.234925,35.779297,1
385,-90.059609,43.200197,1
386,-85.053259,35.022742,1
387,-88.035513,42.927912,1
388,-93.684535,44.879852,1
389,-88.974773,40.530617,1
390,-96.889122,42.779719,1
391,-82.825447,42.036697,1
392,-95.28016,31.023036,1
393,-93.48168,42.631283,1
394,-95.266137,33.346881,1
395,-78.713918,38.126566,1
396,-80.212011,26.857627,1
397,-76.557121,42.398181,1
398,-87.525353,41.647713,1
399,-86.625298,34.640878,1
400,-92.673321,36.160823,1
401,-76.560073,42.519491,1
402,-86.786746,33.449152,1
403,-76.168186,40.412994,1
404,-73.477251,42.470915,1
405,-82.831725,42.695671,1
406,-79.878679,40.384219,1
407,-85.081567,43.659734,1
408,-81.360371,40.861814,1
409,-80.612955,40.741887,1
410,-87.605905,41.403472,1
411,-77.379734,35.814533,1
412,-81.321708,40.393021,1
413,-85.777418,44.43001,1
414,-89.473317,40.694011,1
415,-83.382429,43.015926,1
416,-87.886556,41.145277,1
417,-70.744178,43.091266,1
418,-73.534946,41.075319,1
419,-72.606008,42.854734,1
420,-71.430511,42.387722,1
421,-71.49648,42.705631,1
422,-83.746079,42.510852,1
423,-85.178835,41.667555,1
424,-77.591673,38.976638,1
425,-88.541319,39.185441,1
426,-86.000115,40.041166,1
427,-78.279362,36.092211,1
428,-79.940031,36.74477,1
429,-73.88036,42.604296,1
430,-89.589922,35.107106,1
431,-81.736942,36.269288,1
432,-89.042849,35.131859,1
433,-86.519894,39.283031,1
434,-72.277536,42.483869,1
435,-93.928212,36.333812,1
436,-80.710686,41.349285,1
437,-83.382083,42.305647,1
438,-85.265789,34.915677,1
439,-71.070942,42.778906,1
440,-76.232719,39.800631,1
441,-82.1373,40.56607,1
442,-73.821687,41.017152,1
443,-85.858586,31.299804,1
444,-76.937531,39.438092,1
445,-72.846615,40.961698,1
446,-79.957369,35.818214,1
447,-75.17668,41.556208,1
448,-83.96977,39.494728,1
449,-82.898687,40.102276,1
450,-87.983875,40.063399,1
451,-76.270914,40.071994,1
452,-78.268504,33.983057,1
453,-90.155842,32.337561,1
454,-81.846188,39.244869,1
455,-88.533248,34.059447,1
456,-92.219213,35.548307,1
457,-69.97625,43.967639,1
458,-80.141964,42.006672,1
459,-87.416814,41.086636,1
460,-75.078008,39.902059,1
461,-92.01613,34.234705,1
462,-84.295413,35.859399,1
463,-81.291359,41.690144,1
464,-84.858419,38.135727,1
465,-76.599596,39.333671,1
466,-69.407094,44.840335,1
467,-77.411477,39.046299,1
468,-91.340381,40.403888,1
469,-84.104153,43.914781,1
470,-88.402892,40.199771,1
471,-69.769203,44.360457,1
472,-75.202264,40.074204,1
473,-86.53367,40.276377,1
474,-83.435365,42.668241,1
475,-75.019806,39.442449,1
476,-75.126434,40.288315,1
477,-70.985089,42.258418,1
478,-78.240441,41.79108,1
479,-83.572875,38.414809,1
480,-82.401804,41.25201,1
481,-84.636339,42.964847,1
482,-82.10291,33.571598,1
483,-73.887885,42.509236,1
484,-69.106369,44.153578,1
485,-75.008361,40.551267,1
486,-86.512856,39.161471,1
487,-88.762087,34.285436,1
488,-86.355447,43.389827,1
489,-73.056547,41.667365,1
490,-78.835532,35.826834,1
491,-77.873518,38.222391,1
492,-75.567917,38.963097,1
493,-92.619616,35.193771,1
494,-83.226708,42.536385,1
495,-84.237666,33.879043,1
496,-93.276271,34.491865,1
497,-82.419101,35.655264,1
498,-83.915048,33.733388,1
499,-84.014047,34.048817,1
500,-73.072256,44.483414,1
501,-86.878626,41.601148,1
502,-73.744235,42.740356,1
503,-84.519359,42.707201,1
504,-73.042223,40.859299,1
505,-75.835227,40.308205,1
506,-74.230485,40.414851,1
507,-74.969836,40.234243,1
508,-78.926192,35.931603,1
509,-90.126897,38.710194,1
510,-83.834799,40.560185,1
511,-79.753365,36.514409,1
512,-86.218738,32.182013,1
513,-72.316729,41.984854,1
514,-73.695452,40.697717,1
515,-82.965758,42.460224,1
516,-84.828071,41.548603,1
517,-91.925438,35.06717,1
518,-84.566965,37.61916,1
519,-90.512947,31.738347,1
520,-80.503809,35.230743,1
521,-84.418824,33.729706,1
522,-83.913277,43.646975,1
523,-76.075289,40.629798,1
524,-74.582613,39.981166,1
525,-72.50504,42.398402,1
526,-84.753188,35.891778,1
527,-75.198162,39.57871,1
528,-72.459516,41.307727,1
529,-86.368873,36.181044,1
530,-77.006961,40.29522,1
531,-72.596434,42.463318,1
532,-70.851157,41.820011,1
533,-74.162853,40.949275,1
534,-80.951394,37.770347,1
535,-72.49873,41.719692,1
536,-81.983279,41.193315,1
537,-87.999506,37.219402,1
538,-74.292944,40.591245,1
539,-73.20035,41.164836,1
540,-84.152109,36.952148,1
541,-86.100979,35.69883,1
542,-78.899054,40.295424,1
543,-89.040675,38.301504,1
544,-79.250676,36.717293,1
545,-84.921942,34.137595,1
546,-75.60251,40.098089,1
547,-72.885753,41.65039,1
548,-79.124216,40.59842,1
549,-72.914799,42.493357,1
550,-85.709539,37.510311,1
551,-84.390741,39.217991,1
552,-88.16908,42.238495,1
553,-71.039153,42.926637,1
554,-70.253394,43.681039,1
555,-79.561917,40.296384,1
556,-84.754735,35.391915,1
557,-81.12144,36.135119,1
558,-85.831496,41.945905,1
559,-81.810941,32.326525,1
560,-87.128392,33.286951,1
561,-77.751071,38.170092,1
562,-78.851284,42.674291,1
563,-70.880288,44.468324,1
564,-78.501236,36.620179,1
565,-83.834587,33.421282,1
566,-86.450002,36.292851,1
567,-87.550249,33.215794,1
568,-87.936994,41.863407,1
569,-80.053481,40.385849,1
570,-78.315362,39.070375,1
571,-78.609051,35.916527,1
572,-83.361011,42.581381,1
573,-88.302772,38.24682,1
574,-70.841179,42.046182,1
575,-87.263929,36.025297,1
576,-89.673249,40.758739,1
577,-75.218321,40.579204,1
578,-73.080918,41.395911,1
579,-78.253077,40.851886,1
580,-82.281012,34.710614,1
581,-85.506497,34.873333,1
582,-83.149054,42.122495,1
583,-84.360046,35.96753,1
584,-85.69766,39.412803,1
585,-82.544042,34.786206,1
586,-79.175321,42.46631,1
587,-85.511465,43.830754,1
588,-87.991602,41.215255,1
589,-89.405424,37.785723,1
590,-94.357105,35.169253,1
591,-85.585766,42.364747,1
592,-85.838284,41.254145,1
593,-74.250499,40.728676,1
594,-90.095274,38.835576,1
595,-89.98795,38.214526,1
596,-87.898835,42.03641,1
597,-85.242963,36.038459,1
598,-78.051162,37.820611,1
599,-89.672548,35.266293,1
600,-82.862972,39.760971,1
601,-70.832656,42.650898,1
602,-85.227046,39.538229,1
603,-82.241456,34.407842,1
604,-83.812858,34.314612,1
605,-85.585527,42.220181,1
606,-73.593249,44.57156,1
607,-80.210252,35.920329,1
608,-87.478278,41.551627,1
609,-78.928062,43.084306,1
610,-87.343439,41.415189,1
611,-85.478433,38.208947,1
612,-74.812501,39.902939,1
613,-81.160306,35.218413,1
614,-77.980278,41.886645,1
615,-77.862109,40.782084,1
616,-88.247963,41.448502,1
617,-86.112659,33.839195,1
618,-80.61827,35.499834,1
619,-96.262292,36.135739,1
620,-81.180553,26.481175,1
621,-86.57,33.85,1
622,-96.508586,32.577086,1
623,-81.718355,30.284612,1
624,-81.157386,28.589218,1
625,-90.838317,37.535745,1
626,-81.089852,35.329729,1
627,-97.631079,33.281159,1
628,-93.925132,36.475832,1
629,-97.855608,30.092365,1
630,-84.277601,30.422655,1
631,-81.581535,25.997968,1
632,-92.485162,34.848603,1
633,-81.751418,26.567414,1
634,-97.71979,32.4947,1
635,-97.786562,33.231737,1
636,-97.605864,30.468089,1
637,-94.692609,32.506043,1
638,-92.464071,34.684046,1
639,-98.624152,46.878961,1
640,-97.950646,29.429468,1
641,-92.803748,35.23653,1
642,-84.280057,39.257899,1
643,-97.791255,30.405492,1
644,-96.567382,32.467399,1
645,-86.76181,33.321651,1
646,-98.483055,29.032258,1
647,-71.56777,42.403973,1
648,-81.14941,27.943467,1
649,-95.667008,29.635583,1
650,-96.093012,29.451087,1
651,-88.057494,35.462075,1
652,-94.77909,32.202619,1
653,-98.484021,29.143397,1
654,-87.352142,32.684392,1
655,-81.043669,28.598528,1
656,-82.566665,29.134174,1
657,-87.062583,33.089019,1
658,-104.824349,39.113336,1
659,-95.0513,32.321003,1
660,-96.662582,32.634788,1
661,-96.634689,32.30711,1
662,-97.700602,30.666764,1
663,-82.18715,33.669138,1
664,-86.282931,30.480415,1
665,-95.137689,29.511039,1
666,-86.21377,33.611173,1
667,-94.848105,31.291937,1
668,-86.773521,33.790618,1
669,-96.997872,30.654859,1
670,-97.191692,32.762124,1
671,-98.149393,29.928171,1
672,-79.731383,43.623072,1
673,-97.941872,29.229837,1
674,-99.10656,47.16165,1
675,-93.24311,33.305707,1
676,-97.331182,30.413215,1
677,-78.746643,42.943479,1
678,-87.229388,33.854333,1
679,-96.020385,29.672145,1
680,-75.806206,41.881682,1
681,-88.052729,35.757366,1
682,-96.155333,30.326483,1
683,-86.469184,30.491836,1
684,-97.072354,27.834839,1
685,-96.755164,49.087964,1
686,-79.008207,44.741638,1
687,-94.835953,29.804236,1
688,-94.494287,29.670289,1
689,-95.352996,30.282183,1
690,-95.199105,29.963792,1
691,-96.671292,30.312393,1
692,-97.985833,29.535756,1
693,-82.462334,27.224244,1
694,-94.10485,33.492205,1
695,-96.473563,29.068282,1
696,-94.704009,31.423229,1
697,-94.924199,29.219771,1
698,-98.418371,29.642617,1
699,-96.73733,29.855245,1
700,-95.039451,29.390003,1
701,-87.339922,35.48163,1
702,-96.513409,30.088985,1
703,-87.914895,30.744242,1
704,-95.605188,35.400097,1
705,-81.301309,26.528061,1
706,-80.418281,27.614652,1
707,-85.368201,31.28915,1
708,-79.206305,35.991713,1
709,-93.971622,38.037636,1
710,-81.938317,26.867058,1
711,-77.313612,44.383246,1
712,-72.576492,45.431275,1
713,-90.079772,29.981488,1
714,-97.410389,35.407171,1
715,-105.460478,39.137676,1
716,-93.511556,38.534144,1
717,-86.14,37.55,1
718,-75.227991,40.465796,1
719,-81.023011,27.581822,1
720,-81.065994,26.192407,1
721,-76.878772,39.315978,1
722,-98.182295,29.141679,1
723,-94.893836,38.940149,1
724,-101.852302,50.312466,1
725,-81.557153,26.454283,1
726,-93.013498,44.853275,1
727,-87.883719,43.105022,1
728,-71.957251,44.087042,1
729,-71.238219,46.78972,1
730,-83.909721,33.913433,1
731,-82.023239,40.812351,1
732,-105.237409,37.599319,1
733,-105.14533,38.11482,1
734,-105.566372,39.721535,1
735,-107.03198,38.49376,1
736,-105.832845,40.264868,1
737,-107.18773,38.48283,1
738,-105.428337,39.931918,1
739,-105.514105,38.183107,1
740,-105.293229,38.906376,1
741,-105.56325,38.07938,1
742,-105.210321,39.885097,1
743,-105.946145,37.130564,1
744,-104.672481,39.02018,1
745,-104.856472,36.924306,1
746,-105.949185,38.248604,1
747,-105.587341,39.907193,1
748,-105.18717,39.107595,1
749,-106.749205,39.904817,1
750,-106.414473,35.663918,1
751,-105.697833,35.767767,1
752,-105.47995,35.688367,1
753,-85.34008,42.317178,1
754,-83.244801,46.307449,1
755,-77.263023,43.903654,1
756,-77.489489,43.988406,1
757,-70.395697,45.51592,1
758,-79.766413,44.414279,1
759,-79.641463,45.167238,1
760,-80.319953,44.396994,1
761,-88.908005,48.542887,1
762,-66.957204,46.012206,1
763,-81.84642,42.267335,1
764,-82.513763,41.931864,1
765,-63.978262,46.419844,1
766,-92.68729,37.7755,1
767,-89.623204,48.402827,1
768,-90.03977,40.275108,1
769,-72.803798,44.603987,1
770,-76.522994,44.277213,1
771,-75.84285,44.906903,1
772,-89.433947,37.546647,1
773,-70.969394,41.988781,1
774,-80.002328,40.971755,1
775,-86.186517,31.143492,1
776,-75.476853,46.170688,1
777,-71.252876,48.245238,1
778,-79.233672,47.549495,1
779,-84.850538,35.946972,1
780,-96.725698,29.949219,1
781,-72.160569,41.871114,1
782,-70.569604,41.913568,1
783,-88.574751,39.550237,1
784,-91.233189,40.616886,1
785,-97.468449,32.75346,1
786,-103.83561,44.50813,1
787,-101.072066,43.009542,1
788,-81.410916,42.94221,1
789,-93.092345,29.973287,1
790,-93.391752,34.508336,1
791,-79.959648,43.533703,1
792,-82.065704,41.271736,1
793,-122.520337,47.306235,1
794,-95.7739,37.2463,1
795,-94.70947,37.369548,1
796,-94.02331,37.04519,1
797,-95.7934,37.4295,1
798,-94.79612,37.53292,1
799,-94.81555,37.41056,1
800,-94.88962,37.33982,1
801,-94.37858,37.37858,1
802,-94.63074,37.43809,1
803,-94.65513,37.19392,1
804,-81.762947,26.462333,1
805,-79.957483,44.749961,1
806,-76.73659,44.583088,1
807,-81.365394,29.614594,1
808,-78.534387,45.010078,1
809,-89.597149,39.699619,1
810,-76.323996,44.552925,1
811,-78.087653,44.170361,1
812,-88.804574,48.368871,1
813,-119.488602,49.820835,1
814,-97.020233,30.330942,1
815,-76.587641,44.599366,1
816,-123.260688,44.56018,1
817,-90.901479,37.015107,1
818,-96.80417,46.866578,1
819,-98.155906,42.422742,1
820,-77.904796,44.776859,1
821,-91.210756,47.392601,1
822,-71.702526,44.767348,1
823,-94.383293,46.894156,1
824,-88.917146,42.780154,1
825,-80.458488,42.615395,1
826,-90.719154,38.736468,1
827,-78.361886,45.635661,1
828,-75.937767,45.344783,1
829,-92.960561,45.540182,1
830,-104.962681,39.732108,1
831,-72.632284,44.603941,1
832,-71.790956,42.287879,1
833,-79.810611,44.536989,1
834,-83.582559,45.347369,1
835,-76.04091,44.943948,1
836,-78.939964,45.286776,1
837,-91.784554,44.945572,1
838,-122.882826,53.979374,1
839,-81.480487,48.331714,1
840,-79.188909,35.766028,1
841,-79.661095,44.744718,1
842,-78.765047,44.40363,1
843,-76.34151,37.020804,1
844,-76.774564,39.429487,1
845,-73.18795,44.298645,1
846,-61.411099,46.190154,1
847,-72.993017,44.41322,1
848,-86.168005,39.773462,1
849,-76.520219,38.974974,1
850,-63.370867,46.372787,1
851,-71.055067,48.421566,1
852,-94.309048,38.804221,1
853,-93.684798,45.468727,1
854,-97.679776,30.399289,1
855,-71.212239,43.045585,1
856,-72.733598,41.603637,1
857,-88.949262,43.870751,1
858,-63.0839,46.221987,1
859,-122.876929,49.267688,1
860,-77.208397,39.415805,1
861,-80.645736,43.230581,1
862,-83.901426,42.237724,1
863,-76.990069,39.646185,1
864,-73.60669,45.492133,1
865,-74.006103,40.861492,1
866,-73.837754,45.502618,1
867,-89.17733,42.785708,1
868,-78.75457,45.492263,1
869,-79.912943,45.206166,1
870,-80.316642,41.115292,1
871,-80.297442,41.602396,1
872,-90.035924,30.351366,1
873,-66.628764,46.013681,1
874,-71.98162,41.271999,1
875,-87.129379,34.005819,1
876,-75.3801,40.641855,1
877,-63.559054,45.0176,1
878,-98.645756,29.474832,1
879,-121.305278,39.779167,1
880,-121.504722,40.103889,1
881,-122.949722,39.712222,1
882,-117.287428,34.410018,1
883,-74.105144,42.716509,1
884,-73.614188,43.383705,1
885,-81.145723,36.418689,1
886,-79.735015,36.13723,1
887,-85.641529,43.008709,1
888,-93.277366,44.765277,1
889,-76.739352,39.058733,1
890,-89.44028,43.030363,1
891,-84.177933,39.075577,1
892,-86.328096,40.74764,1
893,-75.778166,45.794018,1
894,-91.868002,41.800805,1
895,-86.578553,41.946724,1
896,-85.508029,41.323898,1
897,-82.293531,37.28629,1
898,-82.835645,40.011887,1
899,-89.941516,35.142902,1
900,-80.343136,37.40417,1
901,-72.524919,41.8613,1
902,-91.44217,37.154442,1
903,-90.292445,38.774534,1
904,-85.719245,46.081504,1
905,-76.251274,42.569182,1
906,-86.899645,33.166079,1
907,-76.303958,43.447858,1
908,-84.547447,39.881008,1
909,-93.988604,37.897313,1
910,-95.026465,45.315316,1
911,-76.89477,37.304601,1
912,-97.446203,46.486357,1
913,-75.670028,39.876134,1
914,-73.585088,41.181463,1
915,-95.993664,32.841898,1
916,-84.497729,34.116944,1
917,-93.566029,34.600134,1
918,-77.373417,37.427404,1
919,-92.419385,35.143413,1
920,-86.767219,33.184574,1
921,-97.196571,35.233687,1
922,-81.646657,34.440593,1
923,-90.942265,30.702699,1
924,-75.345903,40.043309,1
