,X_WGS84,Y_WGS84,hesspa
230,-96.88016,37.10602,1
231,-165.86,65.56,0
232,-165.4,64.92,0
233,-165.02,65.79,0
234,-164.41,62.18,0
235,-164.15,65.11,0
236,-163.99,60.77,0
237,-163.69,61.68,0
238,-163.27,60.73,0
239,-163.23,67.81,0
240,-163.19,62.33,0
241,-163,65.22,0
242,-162.81,61.35,0
243,-162.74,68.92,0
244,-162.51,61.03,0
245,-162.4,61.95,0
246,-162.36,67.32,0
247,-162.2,62.71,0
248,-162.17,69.52,0
249,-161.94,68.49,0
250,-161.79,60.73,0
251,-161.75,61.72,0
252,-161.25,68.5,0
253,-161.21,59.74,0
254,-161.18,60.35,0
255,-161.14,69.45,0
256,-160.99,62.02,0
257,-160.91,65.3,0
258,-160.87,61.3,0
259,-160.68,67.62,0
260,-160.45,63.17,0
261,-160.19,69.41,0
262,-160.03,60.04,0
263,-159.92,68.46,0
264,-159.81,61.11,0
265,-159.77,62.44,0
266,-159.65,56.28,0
267,-159.59,66.45,0
268,-159.58,67.32,0
269,-159.46,64.38,0
270,-159.35,65.64,0
271,-159.35,61.87,0
272,-159.31,60.46,0
273,-159.27,63.09,0
274,-159.24,59.28,0
275,-159.12,70.02,0
276,-159.08,68,0
277,-159.04,61.5,0
278,-158.88,69.2,0
279,-158.85,56.5,0
280,-158.55,67.51,0
281,-158.51,59.93,0
282,-158.47,62.71,0
283,-158.4,69.75,0
284,-158.25,66.55,0
285,-158.17,60.73,0
286,-158.05,68.8,0
287,-157.9,65.56,0
288,-157.86,56.96,0
289,-157.83,59.4,0
290,-157.75,70.21,0
291,-157.6,60.12,0
292,-157.52,65.07,0
293,-157.45,68.08,0
294,-157.33,61.38,0
295,-157.14,67.39,0
296,-157.1,65.83,0
297,-157.1,63.28,0
298,-157.07,69.22,0
299,-156.99,62.37,0
300,-156.91,66.78,0
301,-156.84,59.36,0
302,-156.84,57.42,0
303,-156.76,64.33,0
304,-156.65,60.27,0
305,-156.57,58.26,0
306,-156.53,61.19,0
307,-156.34,70.17,0
308,-156.3,62.94,0
309,-156.27,58.9,0
310,-156.23,65.37,0
311,-156.15,68.84,0
312,-156.08,58.29,0
313,-156.06,59.85,0
314,-156,66.06,0
315,-155.85,62.4,0
316,-155.66,61.74,0
317,-155.66,66.59,0
318,-155.58,63.24,0
319,-155.5,65.49,0
320,-155.43,67.51,0
321,-155.43,69.79,0
322,-155.39,64.38,0
323,-155.35,60.65,0
324,-155.16,59.93,0
325,-154.97,58.64,0
326,-154.86,65.18,0
327,-154.63,63.43,0
328,-154.55,68.15,0
329,-154.48,61.57,0
330,-154.33,64.09,0
331,-154.25,69.98,0
332,-154.17,63.01,0
333,-153.91,68.92,0
334,-153.87,65.87,0
335,-153.79,64.77,0
336,-153.75,66.59,0
337,-153.71,62.33,0
338,-153.68,61.49,0
339,-153.52,60.62,0
340,-153.3,65.53,0
341,-153.26,63.36,0
342,-153.26,67.13,0
343,-153.22,68.53,0
344,-153.14,70.29,0
345,-152.95,61.53,0
346,-152.72,69.6,0
347,-152.65,66.86,0
348,-152.57,64.69,0
349,-152.57,61.07,0
350,-152.53,65.79,0
351,-152.42,63.43,0
352,-152.31,61.91,0
353,-152,69.14,0
354,-151.93,63.93,0
355,-151.89,61.26,0
356,-151.85,66.75,0
357,-151.66,62.33,0
358,-151.47,68.34,0
359,-151.35,66.13,0
360,-151.28,69.75,0
361,-151.24,64.46,0
362,-151.192595,63.114803,0
363,-151.05,67.62,0
364,-151.01,61.68,0
365,-150.94,66.44,0
366,-150.86,66.82,0
367,-150.67,69.37,0
368,-150.63,62.86,0
369,-150.52,65.79,0
370,-150.48,68.61,0
371,-150.4,61.8,0
372,-150.17,64.23,0
373,-150.06,67.16,0
374,-150.02,65.15,0
375,-149.95,62.29,0
376,-149.87,69.45,0
377,-149.79,69.94,0
378,-149.64,68.99,0
379,-149.6,63.47,0
380,-149.53,68.15,0
381,-149.49,61.83,0
382,-149.45,62.67,0
383,-149.34,64.57,0
384,-149.23,67.63,0
385,-149.11,69.45,0
386,-148.73,62.33,0
387,-148.54,63.55,0
388,-148.46,66.29,0
389,-148.439042,61.788505,0
390,-148.42,67.13,0
391,-148.27,64.88,0
392,-148.08,69.26,0
393,-147.89,68.15,0
394,-147.74,62.06,0
395,-147.62,65.83,0
396,-147.59,69.07,0
397,-147.47,66.63,0
398,-147.43,63.51,0
399,-147.39,67.66,0
400,-147.13,64.31,0
401,-146.94,61.95,0
402,-146.79,65.49,0
403,-146.63,68,0
404,-146.56,69.35,0
405,-146.37,63.2,0
406,-146.33,65.87,0
407,-146.25,67.01,0
408,-146.155564,64.256775,0
409,-145.644103,64.148606,0
410,-145.53,64.92,0
411,-145.49,68.42,0
412,-145.42,63.47,0
413,-145.347038,61.95071,0
414,-145.26,61.34,0
415,-145.156578,66.920676,0
416,-145.151818,66.7229,0
417,-144.84,65.22,0
418,-144.77,69.26,0
419,-144.69,65.87,0
420,-144.65,67.7,0
421,-144.58,68.65,0
422,-144.332108,61.521197,0
423,-144.2,66.97,0
424,-144.12,63.89,0
425,-144.04,64.96,0
426,-143.89,60.73,0
427,-143.85,69.45,0
428,-143.78,67.05,0
429,-143.4,67.7,0
430,-143.36,62.71,0
431,-143.32,61.68,0
432,-143.28,66.21,0
433,-143.25,68.69,0
434,-143.17,69.45,0
435,-142.9,61.07,0
436,-142.83,62.25,0
437,-142.48,65.49,0
438,-142.47,61.5,0
439,-142.41,67.81,0
440,-142.24,69.04,0
441,-142.16,64.41,0
442,-142.14,66.78,0
443,-142.14,62.82,0
444,-142.03,63.66,0
445,-141.99,62.02,0
446,-141.95,60.69,0
447,-141.8,65.76,0
448,-141.57,66.97,0
449,-141.42,68,0
450,-141.34,69.11,0
451,-141.3,64.73,0
452,-141,62.3,0
453,-140.62,66.52,0
454,-140.43,67.73,0
455,-140.35,62.25,0
456,-140.31,60.96,0
457,-140.2,64.57,0
458,-140.16,65.37,0
459,-140.15646,69.160935,0
460,-139.78,66.75,0
461,-139.74,62.4,0
462,-139.44,64.1,0
463,-139.36,67.89,0
464,-139.29,68.84,0
465,-139.130221,61.388277,0
466,-138.79,66.55,0
467,-138.75,65.11,0
468,-138.56,61.99,0
469,-138.535538,61.018719,0
470,-138.52,68.23,0
471,-138.49,63.47,0
472,-138.07,68.72,0
473,-138.03,64.42,0
474,-137.88,68.08,0
475,-137.61,66.84,0
476,-137.519319,60.750653,0
477,-137.39,62.78,0
478,-137.06,60.37,0
479,-137.01197,61.38799,0
480,-136.96,68.04,0
481,-136.857467,62.598422,0
482,-136.77,67.01,0
483,-136.58,65.07,0
484,-136.51,66.25,0
485,-136.48,60.79,0
486,-136.16,63.81,0
487,-136.123352,61.898792,0
488,-135.86,66.9,0
489,-135.71134,60.857149,0
490,-135.63,65.6,0
491,-135.59903,59.271254,0
492,-135.48,67.85,0
493,-135.25,62.1,0
494,-135.153794,60.953972,0
495,-135.095861,60.700491,0
496,-135,63,0
497,-134.87,66.82,0
498,-134.72,67.81,0
499,-134.692526,60.168942,0
500,-134.68,65.18,0
501,-134.64,65.95,0
502,-134.53,63.93,0
503,-134.49,68.5,0
504,-134.41,69.03,0
505,-133.78,59.58,0
506,-133.77,61.45,0
507,-133.69,68.31,0
508,-133.6,66.84,0
509,-133.54,67.43,0
510,-133.42,63.74,0
511,-133.354715,62.238491,0
512,-133.35,64.88,0
513,-133,66.44,0
514,-132.62,65.98,0
515,-132.59,59.93,0
516,-132.51,67.85,0
517,-132.509492,61.969454,0
518,-132.47,63.09,0
519,-132.39,58.48,0
520,-132.28,64.31,0
521,-132.13,66.75,0
522,-131.98,68.53,0
523,-131.94,59.36,0
524,-131.84,56.65,0
525,-131.82,65.41,0
526,-131.75,61.3,0
527,-131.6,62.71,0
528,-131.52,67.51,0
529,-131.23,63.55,0
530,-131.14,66.36,0
531,-130.971394,58.013372,0
532,-130.87,57.15,0
533,-130.8,64.77,0
534,-130.76,61.3,0
535,-130.72,68.38,0
536,-130.705506,58.179325,0
537,-130.68,60.39,0
538,-130.62,65.74,0
539,-130.57,62.37,0
540,-130.42,66.82,0
541,-129.88,60.43,0
542,-129.85,59.29,0
543,-129.69,64.54,0
544,-129.62,68.95,0
545,-129.59,57.51,0
546,-129.58,63.36,0
547,-129.44,68.02,0
548,-129.068056,59.370536,0
549,-129.05,63.15,0
550,-129.01,66.71,0
551,-128.85,61.76,0
552,-128.82,56.01,0
553,-128.74,56.88,0
554,-128.63,54.33,0
555,-128.47,65.91,0
556,-128.41,53.16,0
557,-128.4,67.73,0
558,-128.25,64.99,0
559,-128.21,54.3,0
560,-128.09,63.97,0
561,-128.02,67.24,0
562,-127.86,68.12,0
563,-127.67,55.25,0
564,-127.64,62.94,0
565,-127.52,69.71,0
566,-127.48,66.76,0
567,-127.48,60.69,0
568,-127.37,56.09,0
569,-127.24,69.04,0
570,-127.14,67.43,0
571,-127.106842,54.772658,0
572,-126.72,66.17,0
573,-126.61,56.77,0
574,-126.49,59.32,0
575,-126.46,62.44,0
576,-126.38,55.93,0
577,-126.38,60.39,0
578,-126.23,68.88,0
579,-126.15,67.05,0
580,-125.92,57.84,0
581,-125.904,49.164,0
582,-125.88,51.4,0
583,-125.81,64.31,0
584,-125.77,67.66,0
585,-125.75,54.05,0
586,-125.54,68.19,0
587,-125.5,62.25,0
588,-125.47,65.87,0
589,-125.47,52.73,0
590,-125.43,66.97,0
591,-125.31,55.44,0
592,-125.28,59.62,0
593,-125.28,58.22,0
594,-125.24,60.77,0
595,-125.12,63.2,0
596,-125.04,56.75,0
597,-125.01,68.46,0
598,-124.93,64.38,0
599,-124.91,50.25,0
600,-124.89,72.38,0
601,-124.67,66.52,0
602,-124.65,49.3,0
603,-124.63,62.1,0
604,-124.627,54.1,0
605,-124.509,42.74,0
606,-124.426383,49.617527,0
607,-124.3867,42.2581,0
608,-124.26,54.46,0
609,-124.25,57.95,0
610,-124.161018,52.05067,0
611,-124.13,64.84,0
612,-124.13,60.23,0
613,-124.06,68.5,0
614,-124.05469,49.6126,0
615,-124.047896,42.646055,0
616,-123.98,63.28,0
617,-123.95,67.39,0
618,-123.94,49.17,0
619,-123.94,66.02,0
620,-123.8941,45.8196,0
621,-123.83,53.19,0
622,-123.8226,41.1542,0
623,-123.79,59.13,0
624,-123.77485,42.337437,0
625,-123.75,56.2,0
626,-123.75,74.13,0
627,-123.7386,43.907,0
628,-123.7233,45.9888,0
629,-123.68,61.07,0
630,-123.663208,42.15712,0
631,-123.63,72.41,0
632,-123.583579,48.312983,0
633,-123.5833,42.5933,0
634,-123.558045,40.787237,0
635,-123.5476,44.4985,0
636,-123.5344,42.3644,0
637,-123.530249,48.533428,0
638,-123.524696,47.983316,0
639,-123.4941,45.6552,0
640,-123.474147,41.379341,0
641,-123.344475,39.625825,0
642,-123.305,48.843,0
643,-123.3,55.51,0
644,-123.2972,43.4222,0
645,-123.281148,47.046643,0
646,-123.278889,40.391389,0
647,-123.2715,42.6864,0
648,-123.2659,44.7145,0
649,-123.26,60.04,0
650,-123.243544,41.667947,0
651,-123.24,64.88,0
652,-123.2249,44.9191,0
653,-123.22,73.64,0
654,-123.202033,44.102697,0
655,-123.191537,40.737347,0
656,-123.18,67.73,0
657,-123.137222,41.298889,0
658,-123.121113,45.526998,0
659,-123.08068,39.093262,0
660,-123.07,62.21,0
661,-123.07,57.38,0
662,-123.062272,47.872837,0
663,-123.057644,40.477545,0
664,-123.050408,39.907344,0
665,-123.05,49.15,0
666,-123.04,51.72,0
667,-123.0342,43.2822,0
668,-123.03,73.14,0
669,-123.01222,40.98194,0
670,-122.99,69.14,0
671,-122.9836,44.3936,0
672,-122.979792,42.244999,0
673,-122.965655,39.403011,0
674,-122.9643,42.4838,0
675,-122.9592,44.7636,0
676,-122.95,63.89,0
677,-122.949722,39.712222,0
678,-122.945479,44.970021,0
679,-122.94504,38.648131,0
680,-122.942681,43.993012,0
681,-122.894468,41.375074,0
682,-122.869458,45.849022,0
683,-122.813805,40.856055,0
684,-122.808024,47.046385,0
685,-122.8,71.73,0
686,-122.79,51.05,0
687,-122.75728,38.93778,0
688,-122.753692,45.587063,0
689,-122.723494,41.677792,0
690,-122.71187,41.094106,0
691,-122.711294,45.385892,0
692,-122.709717,39.311762,0
693,-122.700409,42.203538,0
694,-122.697,44.1637,0
695,-122.69,53.92,0
696,-122.657231,38.519282,0
697,-122.651143,38.001889,0
698,-122.65,49.2,0
699,-122.638332,41.45627,0
700,-122.617224,42.031167,0
701,-122.61,72.8,0
702,-122.59828,40.28876,0
703,-122.57,66.97,0
704,-122.556431,51.972451,0
705,-122.54,52.2,0
706,-122.53,68.96,0
707,-122.497531,48.757848,0
708,-122.49,52.98,0
709,-122.460452,38.282329,0
710,-122.446667,39.099722,0
711,-122.42748,37.961266,0
712,-122.415998,40.998395,0
713,-122.407769,45.536741,0
714,-122.38,58.28,0
715,-122.37745,47.809217,0
716,-122.37711,38.480826,0
717,-122.366274,42.138456,0
718,-122.358128,37.57815,0
719,-122.356095,41.289881,0
720,-122.343009,47.164103,0
721,-122.34,57.27,0
722,-122.331667,41.495556,0
723,-122.301565,47.405446,0
724,-122.3,73.83,0
725,-122.2855,51.747647,0
726,-122.28,52.35,0
727,-122.277481,51.409261,0
728,-122.274444,38.898611,0
729,-122.27,55.6,0
730,-122.23,60.12,0
731,-122.22,61.19,0
732,-122.211813,37.370597,0
733,-122.2081,44.0402,0
734,-122.19,72.04,0
735,-122.186286,39.429608,0
736,-122.181667,40.276667,0
737,-122.180566,52.085743,0
738,-122.15,65.07,0
739,-122.14,55.98,0
740,-122.138533,49.37745,0
741,-122.136854,38.476327,0
742,-122.133417,37.755629,0
743,-122.131944,41.865,0
744,-122.131107,38.16916,0
745,-122.08,59.66,0
746,-122.052427,36.973232,0
747,-122.049611,37.558063,0
748,-122.0489,44.2767,0
749,-122.04,72.95,0
750,-122.03038,42.13195,0
751,-122.00902,41.239201,0
752,-122.008786,49.096772,0
753,-122,68.23,0
754,-121.999633,38.325198,0
755,-121.989526,38.623347,0
756,-121.94,50.69,0
757,-121.93335,36.61074,0
758,-121.93082,40.82112,0
759,-121.93,54.6,0
760,-121.928833,51.08197,0
761,-121.9118403,41.58392565,0
762,-121.9068,42.537,0
763,-121.89785,37.160417,0
764,-121.897221,37.907557,0
765,-121.89314,36.33366,0
766,-121.8912,45.6431,0
767,-121.89,67.7,0
768,-121.88,51.4,0
769,-121.865984,39.420297,0
770,-121.844537,39.730313,0
771,-121.820556,39.205556,0
772,-121.813837,37.53168,0
773,-121.787812,38.523783,0
774,-121.7806,42.225,0
775,-121.75,49.19,0
776,-121.73,62.56,0
777,-121.692778,36.572778,0
778,-121.691033,50.834025,0
779,-121.66,69.11,0
780,-121.65,56.39,0
781,-121.6242,44.5596,0
782,-121.62395,40.78109,0
783,-121.620833,39.5975,0
784,-121.61,36.29,0
785,-121.585554,38.938754,0
786,-121.58,50.23,0
787,-121.56495,41.946267,0
788,-121.564,44.2983,0
789,-121.5419,45.6272,0
790,-121.54,53.12,0
791,-121.5132,37.5868,0
792,-121.51,66.82,0
793,-121.504722,40.103889,0
794,-121.479003,51.222428,0
795,-121.473611,39.856944,0
796,-121.456795,41.110398,0
797,-121.446928,43.88523,0
798,-121.44,49.38,0
799,-121.43,65.53,0
800,-121.4098,49.56241,0
801,-121.405,42.1989,0
802,-121.4,50.88,0
803,-121.39,58.33,0
804,-121.38,55.96,0
805,-121.374722,40.418889,0
806,-121.3692,44.7309,0
807,-121.364794,38.056627,0
808,-121.362803,44.059066,0
809,-121.36,72.65,0
810,-121.34,50.42,0
811,-121.334498,50.623507,0
812,-121.328611,39.622222,0
813,-121.31448,36.73259,0
814,-121.311737,38.617461,0
815,-121.3076,45.1647,0
816,-121.291297,35.709868,0
817,-121.29,51.65,0
818,-121.2823,56.2564,0
819,-121.28,64.69,0
820,-121.264558,46.939861,0
821,-121.25,51.47,0
822,-121.24,67.96,0
823,-121.232483,46.643457,0
824,-121.229906,45.789333,0
825,-121.2,72.15,0
826,-121.1533,44.1885,0
827,-121.140581,44.368246,0
828,-121.1283,44.6336,0
829,-121.11624,36.51002,0
830,-121.1028,50.25,0
831,-121.09149,41.465929,0
832,-121.09,73.79,0
833,-121.08,40.706389,0
834,-121.06534,41.65063,0
835,-121.062248,39.260831,0
836,-121.055615,38.903861,0
837,-121.05,59.47,0
838,-121.0475,35.6705,0
839,-121.03642,50.765003,0
840,-121.021303,55.126949,0
841,-121.0175,43.9248,0
842,-121.007,42.564,0
843,-120.969259,42.372971,0
844,-120.966902,40.039924,0
845,-120.94,52.51,0
846,-120.92,56.45,0
847,-120.903774,41.306448,0
848,-120.899,49.54,0
849,-120.86,63.01,0
850,-120.84277,50.613897,0
851,-120.83982,36.27542,0
852,-120.829913,39.018327,0
853,-120.824668,45.516774,0
854,-120.821687,38.61815,0
855,-120.82,64.27,0
856,-120.81533,46.66595,0
857,-120.807652,47.12534,0
858,-120.803,42.7098,0
859,-120.79,50.11,0
860,-120.777743,49.067363,0
861,-120.75,66.1,0
862,-120.75,57.65,0
863,-120.745492,40.973186,0
864,-120.72292,41.47997,0
865,-120.71,68.72,0
866,-120.71,60.43,0
867,-120.7025,40.639444,0
868,-120.694781,35.687452,0
869,-120.687422,46.871393,0
870,-120.68151,35.26966,0
871,-120.674444,40.31,0
872,-120.670983,38.289019,0
873,-120.67,56.14,0
874,-120.662064,44.357361,0
875,-120.6259,42.4525,0
876,-120.59861,34.80811,0
877,-120.59,53.99,0
878,-120.589611,38.616117,0
879,-120.58,50.9,0
880,-120.5758,44.5416,0
881,-120.570556,39.470833,0
882,-120.561635,49.914007,0
883,-120.554797,44.815445,0
884,-120.546735,45.301646,0
885,-120.54518,34.559005,0
886,-120.545,42.6939,0
887,-120.524809,50.719975,0
888,-120.52,76.3,0
889,-120.51,50.16,0
890,-120.507,46.693979,0
891,-120.455978,39.638092,0
892,-120.454144,35.493219,0
893,-120.452687,47.652744,0
894,-120.45045,35.1824,0
895,-120.448889,40.006389,0
896,-120.41951,46.48721,0
897,-120.4054,45.5842,0
898,-120.362628,38.764675,0
899,-120.3485,44.3914,0
900,-120.33,50.38,0
901,-120.33,73.06,0
902,-120.329969,46.310582,0
903,-120.319195,47.443564,0
904,-120.313479,46.882418,0
905,-120.3035,34.7475,0
906,-120.25,68.19,0
907,-120.233928,39.433765,0
908,-120.214254,38.514868,0
909,-120.2128,44.9991,0
910,-120.209075,42.106235,0
911,-120.199444,39.923611,0
912,-120.18,67.39,0
913,-120.17,50.67,0
914,-120.161055,48.48983,0
915,-120.1507,42.3162,0
916,-120.14,55.72,0
917,-120.13662,49.370997,0
918,-120.133789,38.111795,0
919,-120.1329,34.907,0
920,-120.123086,39.184302,0
921,-120.1,38.6736,0
922,-120.061836,50.848505,0
923,-120.048884,41.202275,0
924,-120.0474,44.5681,0
925,-120.029517,40.403146,0
926,-120.02,63.78,0
927,-120.0072,44.7978,0
928,-120.00278,49.18222,0
929,-120,56.15,0
930,-119.998036,39.514906,0
931,-119.981195,47.210583,0
932,-119.966154,38.938315,0
933,-119.9589,45.8131,0
934,-119.936165,47.020415,0
935,-119.920797,42.928202,0
936,-119.91,66.63,0
937,-119.90491,41.850641,0
938,-119.888542,47.921158,0
939,-119.87,61.72,0
940,-119.855379,40.187922,0
941,-119.854095,37.879038,0
942,-119.84021,48.654599,0
943,-119.83,53.57,0
944,-119.823164,36.753606,0
945,-119.82063,46.83324,0
946,-119.77,50.73,0
947,-119.76,64.38,0
948,-119.751329,37.702916,0
949,-119.744,34.601,0
950,-119.74,49.77,0
951,-119.739026,38.894189,0
952,-119.7384,34.4167,0
953,-119.733564,38.623564,0
954,-119.7262,42.5,0
955,-119.723403,39.402255,0
956,-119.72,67.58,0
957,-119.707064,39.176387,0
958,-119.7038,44.5421,0
959,-119.697503,45.847647,0
960,-119.697,33.992,0
961,-119.687706,49.013803,0
962,-119.683123,39.624646,0
963,-119.68,62.4,0
964,-119.68,57.23,0
965,-119.6714,43.5359,0
966,-119.661157,37.537027,0
967,-119.647771,38.334492,0
968,-119.63,59.07,0
969,-119.6275,44.1843,0
970,-119.594017,50.460625,0
971,-119.581506,49.283797,0
972,-119.542555,37.300187,0
973,-119.525921,55.290047,0
974,-119.507065,49.473174,0
975,-119.492939,37.844301,0
976,-119.47006,38.517384,0
977,-119.45,73.45,0
978,-119.4274,38.8453,0
979,-119.391036,47.588567,0
980,-119.3878,45.0394,0
981,-119.385,44.0672,0
982,-119.37,55.52,0
983,-119.36709,46.302506,0
984,-119.366828,49.840046,0
985,-119.34,49.03,0
986,-119.32,76.58,0
987,-119.314797,39.295557,0
988,-119.314057,48.839376,0
