,X_WGS84,Y_WGS84,verhas
432,-82.86699,39.761789,1
433,-83.405663,41.006228,1
434,-94.449245,37.328792,1
435,-76.332154,44.544254,1
436,-83.07727,40.24234,1
437,-89.018153,42.669965,1
438,-74.589195,40.576,1
439,-93.619842,44.733856,1
440,-87.437736,45.30933,1
441,-74.672869,45.635344,1
442,-87.987992,40.074938,1
443,-83.773765,40.257766,1
444,-81.989664,42.368875,1
445,-78.967647,43.842762,1
446,-82.643142,42.067817,1
447,-76.209495,44.317245,1
448,-77.765804,45.052643,1
449,-101.610165,43.256116,1
450,-84.383597,42.828122,1
451,-78.601346,43.901809,1
452,-75.589121,45.362541,1
453,-76.09591,44.902853,1
454,-79.8646,43.648078,1
455,-80.678405,44.014247,1
456,-78.53482,45.016789,1
457,-80.657984,43.186547,1
458,-80.143345,43.639535,1
459,-78.821939,45.640933,1
460,-78.829809,46.298377,1
461,-76.015032,44.37516,1
462,-95.7729,37.2545,1
463,-94.7911,37.43167,1
464,-94.65778,37.19414,1
465,-94.70945,37.34882,1
466,-94.92537,37.25225,1
467,-79.036617,44.723683,1
468,-80.207489,43.508525,1
469,-70.9933,42.391317,1
470,-76.475259,44.250484,1
471,-79.841982,44.727909,1
472,-79.992804,43.417413,1
473,-76.911912,45.25795,1
474,-72.288719,43.615696,1
475,-71.656134,41.360393,1
476,-71.249279,41.490682,1
477,-70.77572,42.688687,1
478,-71.85865,42.765595,1
479,-70.82805,43.056892,1
480,-71.256082,42.115633,1
481,-79.475536,43.169048,1
482,-80.095039,43.555416,1
483,-81.536527,42.643071,1
484,-75.511588,39.884853,1
485,-68.520058,44.9675,1
486,-71.113734,42.354413,1
487,-71.482017,41.36345,1
488,-88.981797,42.344628,1
489,-89.355688,41.856505,1
490,-89.999945,38.67417,1
491,-81.99253,46.112264,1
492,-87.759771,41.85794,1
493,-94.297354,36.3514,1
494,-81.486878,43.619072,1
495,-74.527941,40.657577,1
496,-96.771575,46.886025,1
497,-73.201324,42.71506,1
498,-93.768244,45.155205,1
499,-73.052016,43.741455,1
500,-87.886832,43.175127,1
501,-96.014945,45.860386,1
502,-94.173283,36.362829,1
503,-91.665745,47.016003,1
504,-75.715042,44.558542,1
505,-87.952187,41.864762,1
506,-61.971091,45.62851,1
507,-96.723147,43.557144,1
508,-76.192367,42.830405,1
509,-92.961394,45.475883,1
510,-93.165703,48.580883,1
511,-94.1744,36.052125,1
512,-94.303362,35.987117,1
513,-74.842685,40.39952,1
514,-72.951837,42.912403,1
515,-88.290823,44.169792,1
516,-89.17733,42.785708,1
517,-93.061598,48.342708,1
518,-77.884842,43.113799,1
519,-75.210273,40.065121,1
520,-93.224219,45.252644,1
521,-83.373111,42.355266,1
522,-89.781722,43.195008,1
523,-93.004656,45.275466,1
524,-78.37346,44.38211,1
525,-93.983001,41.420821,1
526,-121.416111,41.103056,1
527,-122.181667,40.276667,1
528,-121.574722,39.716389,1
529,-121.620833,39.5975,1
530,-121.856667,39.539167,1
531,-76.240228,43.524547,1
532,-90.460065,46.421121,1
533,-82.293342,46.14437,1
534,-72.885365,40.793954,1
535,-86.168308,39.76892,1
536,-87.826515,42.38664,1
537,-91.197057,47.381044,1
538,-80.48198,43.398492,1
539,-90.713617,47.662723,1
540,-96.776209,44.270431,1
541,-93.034019,44.791772,1
542,-73.477345,44.88841,1
543,-71.665191,48.695594,1
544,-83.86545,43.126258,1
545,-83.256395,42.67313,1
546,-83.065148,42.264976,1
547,-95.67417,46.332566,1
548,-79.426178,46.334473,1
549,-88.502487,39.189303,1
550,-80.998833,43.249153,1
551,-88.473315,43.814994,1
552,-94.866468,45.264416,1
553,-88.830672,43.005604,1
554,-62.428608,45.574708,1
555,-73.302697,41.124112,1
556,-94.573654,49.819818,1
557,-89.555344,45.498377,1
558,-105.097199,39.549325,1
559,-75.523047,40.820053,1
560,-70.545391,41.655824,1
561,-69.189627,44.684817,1
562,-87.992005,41.709122,1
563,-71.870504,41.06406,1
564,-92.101148,44.397792,1
565,-72.815945,42.875511,1
566,-66.822617,45.965306,1
567,-72.790397,44.208053,1
568,-74.05912,41.295006,1
569,-71.002128,42.812142,1
570,-87.935599,42.154242,1
571,-84.056633,45.399095,1
572,-65.976539,45.444852,1
573,-83.914583,42.381951,1
574,-72.55417,44.257367,1
575,-101.133702,41.133935,1
576,-78.933269,44.870181,1
577,-87.74426,41.692792,1
578,-89.235689,42.350804,1
579,-93.622549,41.841441,1
580,-72.397788,44.543888,1
581,-79.783653,44.928253,1
582,-92.942147,44.922735,1
583,-89.338408,39.2429,1
584,-85.740703,38.262309,1
585,-94.771667,45.14045,1
586,-87.828923,42.637028,1
587,-72.386972,43.485768,1
588,-64.011942,45.016253,1
589,-79.860613,43.35409,1
590,-92.832413,45.402613,1
591,-79.861862,44.856587,1
592,-72.892395,43.610975,1
593,-91.477684,47.148751,1
594,-79.68065,41.515362,1
595,-88.197529,42.059066,1
596,-89.84701,43.885856,1
597,-78.285923,44.471526,1
598,-79.661808,43.187392,1
599,-88.281022,38.041875,1
600,-74.81243,40.623763,1
601,-88.31945,41.930753,1
602,-82.318122,40.894253,1
603,-88.13295,43.423948,1
604,-73.318717,41.567075,1
605,-72.473433,41.715442,1
606,-79.327277,43.629498,1
607,-93.029459,45.58484,1
608,-77.189707,43.915634,1
609,-84.808507,45.319552,1
610,-72.22998,41.391097,1
611,-79.780747,38.711403,1
612,-93.044021,45.086919,1
613,-78.742585,44.336967,1
614,-87.272433,46.006717,1
615,-75.855118,45.272108,1
616,-88.315599,42.904707,1
617,-81.262542,44.17432,1
618,-90.983907,47.487119,1
619,-80.211373,45.431566,1
620,-79.346047,44.322774,1
621,-73.166509,44.959728,1
622,-76.473134,39.379062,1
623,-79.320894,45.019825,1
624,-88.460359,41.955046,1
625,-71.2872,42.591642,1
626,-79.733865,43.62464,1
627,-78.457868,44.479894,1
628,-83.209608,41.607496,1
629,-91.297896,47.26253,1
630,-79.590247,39.81488,1
631,-74.14183,42.232075,1
632,-77.181288,39.233329,1
633,-87.906208,40.171301,1
634,-88.204937,40.405468,1
635,-72.203194,42.904766,1
636,-64.554759,44.428869,1
637,-63.565277,45.752222,1
638,-71.840266,43.044184,1
639,-80.588673,41.212086,1
640,-63.286334,45.251646,1
641,-70.863578,42.811353,1
642,-73.570685,40.636381,1
643,-83.671414,41.627381,1
644,-92.750333,45.02064,1
645,-81.610996,41.511479,1
646,-73.878892,40.863785,1
647,-95.345247,45.995402,1
648,-89.625276,43.189551,1
649,-92.259829,45.37994,1
650,-91.827538,43.675167,1
651,-80.5664,43.6093,1
652,-88.895478,43.136303,1
653,-83.98368,43.392567,1
654,-73.773613,41.1549,1
655,-84.680261,41.700384,1
656,-87.376975,44.947747,1
657,-79.271559,43.828929,1
658,-88.035882,42.925298,1
659,-93.980316,49.068934,1
660,-70.920775,42.268403,1
661,-105.566605,46.632255,1
662,-76.760218,39.433513,1
663,-79.610358,43.557775,1
664,-85.458623,43.641417,1
665,-83.416948,42.908295,1
666,-79.441995,45.112583,1
667,-94.498742,46.999805,1
668,-89.218439,37.869929,1
669,-76.798942,38.530501,1
670,-75.423604,41.10524,1
671,-83.535172,41.640883,1
672,-83.668785,41.365897,1
673,-79.61705,45.195962,1
674,-85.779641,44.675899,1
675,-72.933175,44.38903,1
676,-76.854042,44.4602,1
677,-70.089286,41.760786,1
678,-72.861198,42.31225,1
679,-73.577444,41.334197,1
680,-70.544608,41.920066,1
681,-73.815027,40.974409,1
682,-90.634558,43.611267,1
683,-93.098626,45.358784,1
684,-72.44435,43.203966,1
685,-87.092568,46.263252,1
686,-93.196647,44.431071,1
687,-79.534613,44.76765,1
688,-75.780032,45.505198,1
689,-72.16095,44.094095,1
690,-93.279183,45.933193,1
691,-93.851258,45.287708,1
692,-72.239806,42.30056,1
693,-77.151261,39.067886,1
694,-71.456658,42.411338,1
695,-75.994094,41.164445,1
696,-77.04287,45.687224,1
697,-82.741353,39.870307,1
698,-87.589853,41.556444,1
699,-85.575972,42.937049,1
700,-79.45846,43.842072,1
701,-81.687942,41.092925,1
702,-75.095569,41.507335,1
703,-74.365899,39.602797,1
704,-91.636812,46.165142,1
705,-78.105848,38.985493,1
706,-75.1407,39.932383,1
707,-93.854513,45.53188,1
708,-83.23866,42.317269,1
709,-73.708297,42.113736,1
710,-87.409878,46.571264,1
711,-90.3287,40.312962,1
712,-73.485385,41.120531,1
713,-90.26871,42.243397,1
714,-83.612485,43.04309,1
715,-74.037146,42.107091,1
716,-73.962708,40.69927,1
717,-79.941818,44.042293,1
718,-88.013546,42.353401,1
719,-76.001711,42.132429,1
720,-94.583816,45.630644,1
721,-79.528246,39.713218,1
722,-71.70708,42.661118,1
723,-77.064149,39.002877,1
724,-85.362074,37.443756,1
725,-74.309625,40.180683,1
726,-81.441779,41.101445,1
727,-77.496758,38.877572,1
728,-75.635189,39.762082,1
729,-74.13357,41.74661,1
730,-93.179594,46.843418,1
731,-82.905598,40.117266,1
732,-88.522589,43.003209,1
733,-93.341718,44.987011,1
734,-79.223345,42.116995,1
735,-93.093344,44.687378,1
736,-103.475649,43.428428,1
737,-63.557174,45.629855,1
738,-80.277838,37.421445,1
739,-77.226737,38.6752,1
740,-74.990865,39.829508,1
741,-95.900863,45.049054,1
742,-95.671523,46.883521,1
743,-94.143663,46.502393,1
744,-94.186232,45.786582,1
745,-94.438212,47.201708,1
746,-93.684022,47.245833,1
747,-96.417356,47.056714,1
748,-92.865655,45.174254,1
749,-93.636014,45.053772,1
750,-92.895702,45.632034,1
751,-92.219269,43.637724,1
752,-94.149118,45.694726,1
753,-93.521461,46.6921,1
754,-94.135532,45.270524,1
755,-92.898512,45.083188,1
756,-93.088754,45.670341,1
757,-96.447707,45.553604,1
758,-95.244622,47.159664,1
759,-94.545811,46.317101,1
760,-92.564385,44.56323,1
761,-95.970678,44.372537,1
762,-91.724696,43.533857,1
763,-95.748006,45.810665,1
764,-95.699254,44.262693,1
765,-94.080948,45.08177,1
766,-94.904434,43.522695,1
767,-95.254155,48.001493,1
768,-88.171523,41.865749,1
769,-73.83208,42.88718,1
770,-104.9619,39.73193,1
771,-73.949201,45.431923,1
772,-73.591731,45.427728,1
773,-80.464851,41.661325,1
774,-77.715097,42.086712,1
775,-77.011864,44.072406,1
776,-86.664501,46.460214,1
777,-80.002967,41.698825,1
778,-78.187561,41.956036,1
779,-81.968559,36.155683,1
780,-79.02973,35.927063,1
781,-78.929508,35.973018,1
782,-81.203147,36.565831,1
783,-88.043672,36.896132,1
784,-88.720494,37.071483,1
785,-79.681414,33.292385,1
786,-75.67021,39.876107,1
787,-84.673155,44.16475,1
788,-75.702224,45.274178,1
789,-88.714878,42.743448,1
790,-76.345273,42.366611,1
791,-74.111538,40.688611,1
792,-77.786669,44.377091,1
793,-75.77928,45.379534,1
794,-89.914773,40.503313,1
795,-83.849374,42.270061,1
796,-76.212608,44.030572,1
797,-81.276684,43.033889,1
798,-90.883472,46.568848,1
799,-121.722862,39.811055,1
800,-92.70978,40.30651,1
801,-92.512919,39.615498,1
802,-77.589802,43.208926,1
803,-88.419822,44.210872,1
804,-76.629821,45.504919,1
805,-74.331192,41.393454,1
806,-79.326466,42.437465,1
807,-89.553938,39.754779,1
808,-81.394949,41.011556,1
809,-75.568946,39.588793,1
810,-72.614892,41.644414,1
811,-80.697158,40.97509,1
812,-75.380697,40.642304,1
813,-73.859626,44.35463,1
814,-76.877195,42.107316,1
815,-76.917428,38.999029,1
816,-77.502621,39.119908,1
817,-76.487288,42.346199,1
818,-73.865079,41.413088,1
819,-76.852153,39.275327,1
820,-83.44099,45.06884,1
821,-86.40671,45.88909,1
822,-86.029874,44.885947,1
823,-88.49419,47.12995,1
824,-83.610104,43.199196,1
825,-84.216698,46.433354,1
826,-82.920096,43.216732,1
827,-86.35492,46.5565,1
828,-83.6543,42.0631,1
829,-86.422501,43.959169,1
830,-83.18892,43.30368,1
831,-84.99029,41.84752,1
832,-84.702433,45.618914,1
833,-83.43163,43.820294,1
834,-84.827692,44.289841,1
835,-88.480509,46.643085,1
836,-86.136165,44.672265,1
837,-88.573772,46.912604,1
838,-86.21796,46.58317,1
839,-119.185,50.451,1
840,-119.45,49.03,1
841,-122.78,49.23,1
842,-121.75,49.19,1
843,-124.8,49.25,1
844,-119.59,49.48,1
845,-119.56,49.32,1
846,-123.114,49.27,1
847,-119.813582,38.873167,1
848,-88.343421,42.018901,1
849,-78.339295,44.61142,1
850,-95.232866,40.074387,1
851,-84.797609,43.589753,1
852,-81.420325,41.221441,1
853,-79.986956,45.018511,1
854,-74.090992,40.914748,1
855,-93.561497,43.737894,1
856,-80.349285,43.409765,1
857,-120.029517,40.403146,1
858,-104.985253,40.529149,1
859,-84.410262,46.695287,1
860,-85.127594,45.136086,1
861,-88.783103,38.046331,1
862,-81.118411,41.139574,1
863,-74.871059,41.662389,1
864,-78.863138,43.005388,1
865,-89.00942,43.302746,1
866,-81.853268,42.310903,1
867,-80.330729,42.669323,1
868,-94.083908,36.147067,1
869,-94.206409,46.351932,1
870,-73.540925,44.736652,1
871,-84.87161,45.420829,1
872,-74.094197,42.715328,1
873,-77.289542,44.435832,1
874,-73.712242,46.010717,1
875,-76.894971,39.18993,1
876,-79.442847,43.936955,1
877,-74.214797,40.50853,1
878,-75.84418,39.685377,1
879,-79.285437,43.189403,1
880,-78.16434,44.190569,1
881,-82.402563,41.026275,1
882,-75.352356,45.523627,1
883,-85.961819,46.284248,1
884,-77.043435,38.596396,1
885,-102.524449,39.747932,1
886,-84.486151,46.491463,1
887,-72.543062,42.600495,1
888,-87.548828,46.671081,1
889,-75.986813,44.506334,1
890,-80.928219,41.708104,1
891,-79.765612,41.157907,1
892,-75.711628,41.578032,1
893,-79.535556,44.025833,1
894,-78.81839,44.722358,1
895,-78.905594,44.643189,1
896,-70.271471,41.706923,1
897,-76.686575,45.281369,1
898,-84.478588,46.613168,1
899,-81.185989,41.783011,1
900,-92.087602,46.823007,1
901,-100.919997,38.683638,1
902,-83.791512,41.638868,1
903,-79.698019,38.530239,1
904,-73.67865,42.784497,1
905,-84.012154,42.444888,1
906,-94.464072,49.669858,1
907,-79.42595,39.066748,1
908,-73.626112,42.33903,1
909,-87.043442,46.498371,1
910,-70.222885,44.088754,1
911,-87.975522,44.527503,1
912,-89.249939,48.402093,1
913,-70.6437,41.549488,1
914,-71.329528,42.47635,1
915,-81.715578,43.376586,1
916,-94.123745,41.297052,1
917,-88.734558,41.624747,1
918,-89.375985,43.760911,1
919,-72.686334,44.473028,1
920,-93.105897,44.341992,1
921,-73.738132,43.63229,1
922,-72.55924,41.84068,1
923,-84.727578,43.454111,1
924,-70.307838,43.665067,1
925,-71.194767,42.278151,1
926,-87.151358,36.643362,1
