,X_WGS84,Y_WGS84,symnov
2465,-109.277838,31.873628,0
2466,-109.256273,45.492645,0
2467,-109.25,71.69,0
2468,-109.238208,40.406084,0
2469,-109.228949,32.946606,0
2470,-109.21,56.39,0
2471,-109.21,69.37,0
2472,-109.2072,38.3549,0
2473,-109.188871,53.516907,0
2474,-109.18,33.99,0
2475,-109.166979,45.300165,0
2476,-109.131682,51.460698,0
2477,-109.13,59.32,0
2478,-109.104435,49.334712,0
2479,-109.0712,39.9161,0
2480,-109.068188,44.997781,0
2481,-109.0626,44.524013,0
2482,-109.06,76.42,0
2483,-109.0592,38.63,0
2484,-109.051859,35.76235,0
2485,-109.042654,43.663845,0
2486,-109.030353,28.37171,0
2487,-109.004862,37.77984,0
2488,-109.004824,40.530221,0
2489,-108.98,63.01,0
2490,-108.97977,33.56685,0
2491,-108.972753,40.289402,0
2492,-108.967644,48.428284,0
2493,-108.961964,50.361338,0
2494,-108.961454,53.393527,0
2495,-108.952224,33.786212,0
2496,-108.94,66.21,0
2497,-108.92981,31.507355,0
2498,-108.9294,39.3458,0
2499,-108.917268,37.587601,0
2500,-108.91,45.3,0
2501,-108.907309,36.241957,0
2502,-108.9018,38.190043,0
2503,-108.9009,44.1611,0
2504,-108.894713,39.049061,0
2505,-108.890673,40.71163,0
2506,-108.880879,44.6894,0
2507,-108.876345,42.44749,0
2508,-108.87,60.16,0
2509,-108.847236,52.840768,0
2510,-108.844086,32.626998,0
2511,-108.839152,50.068618,0
2512,-108.8237,38.4164,0
2513,-108.805904,51.642893,0
2514,-108.8,70.37,0
2515,-108.796312,33.12526,0
2516,-108.7825,37.9444,0
2517,-108.759818,49.613757,0
2518,-108.750135,39.226798,0
2519,-108.7405,43.9542,0
2520,-108.7334,32.2179,0
2521,-108.71,75.92,0
2522,-108.7045416,46.33113529,0
2523,-108.692166,45.689088,0
2524,-108.682,35.038,0
2525,-108.673152,40.619219,0
2526,-108.671132,38.227788,0
2527,-108.662625,39.017478,0
2528,-108.654414,32.937469,0
2529,-108.652301,33.921892,0
2530,-108.64,65.03,0
2531,-108.64,58.28,0
2532,-108.622155,44.758469,0
2533,-108.6215,38.73931,0
2534,-108.5901,42.5566,0
2535,-108.581505,47.617428,0
2536,-108.555861,38.478381,0
2537,-108.537933,37.628343,0
2538,-108.526229,40.45107,0
2539,-108.52549,47.917874,0
2540,-108.5011,37.17836,0
2541,-108.485,32.638,0
2542,-108.48,50.1,0
2543,-108.472598,33.700536,0
2544,-108.465963,33.467139,0
2545,-108.464242,45.775597,0
2546,-108.454027,30.841889,0
2547,-108.45,61.3,0
2548,-108.45,71.31,0
2549,-108.4496,35.5453,0
2550,-108.4385,31.7695,0
2551,-108.3823122,29.61405383,0
2552,-108.373895,38.650583,0
2553,-108.373192,31.071917,0
2554,-108.365104,31.427061,0
2555,-108.345472,35.036911,0
2556,-108.3347906,48.39522424,0
2557,-108.32023,47.00276,0
2558,-108.32,52.73,0
2559,-108.311946,37.337204,0
2560,-108.309822,49.445062,0
2561,-108.306297,40.126266,0
2562,-108.293586,39.912387,0
2563,-108.26347,40.56945,0
2564,-108.260297,50.37049,0
2565,-108.244901,32.897772,0
2566,-108.241986,51.993508,0
2567,-108.241947,45.138402,0
2568,-108.23918,39.002343,0
2569,-108.230363,51.493739,0
2570,-108.2258,43.8069,0
2571,-108.22,57.11,0
2572,-108.22,70.32,0
2573,-108.2094,33.1853,0
2574,-108.2,50.18,0
2575,-108.18,54.71,0
2576,-108.1795,42.6887,0
2577,-108.1756,37.0326,0
2578,-108.1397,38.04967,0
2579,-108.137306,34.863972,0
2580,-108.135667,29.241194,0
2581,-108.123465,36.78557,0
2582,-108.093808,37.783389,0
2583,-108.08167,30.3075,0
2584,-108.077535,33.423241,0
2585,-108.075991,37.362032,0
2586,-108.071593,38.77492,0
2587,-108.051935,35.816142,0
2588,-108.0463,44.1587,0
2589,-108.009453,38.569425,0
2590,-108.007128,35.106977,0
2591,-108.003744,50.673718,0
2592,-107.993646,36.315025,0
2593,-107.9536,33.012,0
2594,-107.95,60.16,0
2595,-107.95,75.23,0
2596,-107.94535,39.73775,0
2597,-107.928833,48.250156,0
2598,-107.9136,42.9131,0
2599,-107.91,64.92,0
2600,-107.91,69.33,0
2601,-107.908423,37.241819,0
2602,-107.907927,39.115345,0
2603,-107.869918,36.540894,0
2604,-107.867,32.338,0
2605,-107.85,56.09,0
2606,-107.847822,40.002494,0
2607,-107.828,33.444,0
2608,-107.8259,34.9516,0
2609,-107.8257,43.6827,0
2610,-107.823321,38.444806,0
2611,-107.8068,42.5401,0
2612,-107.8,50.28,0
2613,-107.8,63.78,0
2614,-107.780922,37.812488,0
2615,-107.78,62.13,0
2616,-107.767955,47.745759,0
2617,-107.7625,37.60305,0
2618,-107.748558,38.189862,0
2619,-107.72,66.1,0
2620,-107.718076,52.481995,0
2621,-107.704,36.039,0
2622,-107.700086,39.675542,0
2623,-107.7,53.58,0
2624,-107.6879,42.3402,0
2625,-107.679558,33.912474,0
2626,-107.67627,38.020669,0
2627,-107.650397,36.781403,0
2628,-107.641461,38.855472,0
2629,-107.630695,49.715208,0
2630,-107.6286,32.0725,0
2631,-107.62165,34.104039,0
2632,-107.616988,36.971092,0
2633,-107.6136752,27.72940184,0
2634,-107.61,58.86,0
2635,-107.605536,38.678956,0
2636,-107.603158,33.372419,0
2637,-107.60032,35.24672,0
2638,-107.5972005,48.54033923,0
2639,-107.5868,37.14962,0
2640,-107.5739,44.0306,0
2641,-107.555,32.938,0
2642,-107.5322,43.8367,0
2643,-107.51669,37.71248,0
2644,-107.515133,44.737344,0
2645,-107.51334,46.06399,0
2646,-107.499168,49.154989,0
2647,-107.48,50.17,0
2648,-107.4691,44.9739,0
2649,-107.4507,33.5603,0
2650,-107.447533,39.581222,0
2651,-107.429385,45.567418,0
2652,-107.405619,33.215183,0
2653,-107.398733,32.458359,0
2654,-107.392933,38.361728,0
2655,-107.387345,50.708666,0
2656,-107.32715,37.20334,0
2657,-107.31535,34.621913,0
2658,-107.309397,38.923086,0
2659,-107.30745,40.490117,0
2660,-107.29912,38.08217,0
2661,-107.282021,36.975828,0
2662,-107.277671,36.605543,0
2663,-107.276283,44.108464,0
2664,-107.2633,44.7761,0
2665,-107.237,32.801636,0
2666,-107.233546,52.13235,0
2667,-107.23252,39.201109,0
2668,-107.2316,43.4635,0
2669,-107.23032,37.72972,0
2670,-107.202012,44.398577,0
2671,-107.201111,49.179722,0
2672,-107.1988,31.9247,0
2673,-107.1975,42.4527,0
2674,-107.192977,33.573067,0
2675,-107.178679,32.166196,0
2676,-107.174401,38.46949,0
2677,-107.168,36.048,0
2678,-107.152639,39.400605,0
2679,-107.15,60.84,0
2680,-107.146418,47.591223,0
2681,-107.140786,32.486938,0
2682,-107.12,70.59,0
2683,-107.1078,33.3866,0
2684,-107.103048,37.346179,0
2685,-107.092138,34.070836,0
2686,-107.085433,50.413769,0
2687,-107.08,72.49,0
2688,-107.0713,47.89885,0
2689,-107.07,25.23,0
2690,-107.06949,39.68872,0
2691,-107.019634,34.239355,0
2692,-107.0155118,46.29083635,0
2693,-107.010192,38.871963,0
2694,-106.982208,47.281174,0
2695,-106.976515,51.242353,0
2696,-106.968167,44.826952,0
2697,-106.961481,38.627332,0
2698,-106.942494,37.18648,0
2699,-106.941438,35.033442,0
2700,-106.93,65.98,0
2701,-106.93,71.24,0
2702,-106.9238,39.30123,0
2703,-106.90185,37.85211,0
2704,-106.895092,52.143434,0
2705,-106.885242,37.446221,0
2706,-106.878,33.209,0
2707,-106.8582,44.541,0
2708,-106.8514,44.1876,0
2709,-106.850257,36.02386,0
2710,-106.840501,35.52181,0
2711,-106.817477,49.629518,0
2712,-106.81,65.07,0
2713,-106.81,62.82,0
2714,-106.808451,41.442371,0
2715,-106.804367,39.039122,0
2716,-106.803413,40.469642,0
2717,-106.79758,40.9723,0
2718,-106.79351,48.55892,0
2719,-106.786877,39.637671,0
2720,-106.782515,36.992864,0
2721,-106.781087,49.24848,0
2722,-106.78036,35.845094,0
2723,-106.77263,40.77269,0
2724,-106.77,55.25,0
2725,-106.767967,32.471855,0
2726,-106.76603,36.23397,0
2727,-106.760912,34.212805,0
2728,-106.7307,44.3651,0
2729,-106.73,57.87,0
2730,-106.73,56.54,0
2731,-106.725913,36.486472,0
2732,-106.70009,51.886013,0
2733,-106.69775,45.62304,0
2734,-106.696149,37.935682,0
2735,-106.687881,48.365711,0
2736,-106.685518,35.131024,0
2737,-106.662667,38.526239,0
2738,-106.637436,53.64269,0
2739,-106.632959,39.880501,0
2740,-106.63,36.072,0
2741,-106.61178,40.59737,0
2742,-106.6067,32.206,0
2743,-106.599717,52.220212,0
2744,-106.577682,49.084885,0
2745,-106.574939,41.260827,0
2746,-106.5658,50.661119,0
2747,-106.565125,36.91978,0
2748,-106.5618,37.7772,0
2749,-106.536302,39.119144,0
2750,-106.529048,51.064607,0
2751,-106.528457,36.359489,0
2752,-106.5135,32.535511,0
2753,-106.51078,31.937708,0
2754,-106.4995,43.4064,0
2755,-106.491433,35.332458,0
2756,-106.48894,38.19351,0
2757,-106.4714434,34.99862338,0
2758,-106.47,67.7,0
2759,-106.44299,39.58887,0
2760,-106.428525,48.012914,0
2761,-106.427216,44.423897,0
2762,-106.424586,38.844129,0
2763,-106.42381,46.25996,0
2764,-106.3932,37.5539,0
2765,-106.39,63.78,0
2766,-106.378919,49.314594,0
2767,-106.360337,37.133597,0
2768,-106.355666,52.630194,0
2769,-106.34952,34.77065,0
2770,-106.34619,37.37912,0
2771,-106.345,28.8636,0
2772,-106.344652,42.84573,0
2773,-106.341155,35.648205,0
2774,-106.321397,39.387456,0
2775,-106.30498,52.138334,0
2776,-106.294633,35.906092,0
2777,-106.2925239,47.32133813,0
2778,-106.29025,40.38422,0
2779,-106.286019,45.349067,0
2780,-106.28,59.78,0
2781,-106.28,75.5,0
2782,-106.278561,41.118887,0
2783,-106.26454,47.733374,0
2784,-106.260192,39.0215,0
2785,-106.239067,32.795228,0
2786,-106.219934,36.989714,0
2787,-106.21,71.94,0
2788,-106.20683,38.17738,0
2789,-106.203,36.634,0
2790,-106.2,66.71,0
2791,-106.199,34.9602,0
2792,-106.1862,40.0645,0
2793,-106.174133,38.705178,0
2794,-106.1527,40.8358,0
2795,-106.1509532,41.59471008,0
2796,-106.147553,52.434813,0
2797,-106.147,44.2764,0
2798,-106.145517,37.485922,0
2799,-106.13765,40.526787,0
2800,-106.133628,49.399577,0
2801,-106.13,29.94,0
2802,-106.13,72.68,0
2803,-106.123013,50.262722,0
2804,-106.119554,52.750682,0
2805,-106.119334,35.552938,0
2806,-106.1188,43.992,0
2807,-106.114687,36.832985,0
2808,-106.109239,28.587448,0
2809,-106.1,41.3,0
2810,-106.085289,39.610333,0
2811,-106.08,35.743,0
2812,-106.07946,40.25471,0
2813,-106.025255,37.283897,0
2814,-106.01532,39.21443,0
2815,-106.014109,33.351015,0
2816,-106.004425,38.54258,0
2817,-106,54,0
2818,-105.981031,38.849269,0
2819,-105.98,49.63,0
2820,-105.972,46.3089,0
2821,-105.97,62.21,0
2822,-105.947769,52.143964,0
2823,-105.9476,43.6718,0
2824,-105.938348,39.93832,0
2825,-105.9346,45.4917,0
2826,-105.92713,33.692847,0
2827,-105.924897,33.114842,0
2828,-105.908606,39.422522,0
2829,-105.879058,31.826638,0
2830,-105.868254,37.475268,0
2831,-105.868167,35.981967,0
2832,-105.848,40.9084,0
2833,-105.842783,38.406571,0
2834,-105.8338,40.26687,0
2835,-105.8329404,45.76069578,0
2836,-105.83077,36.179099,0
2837,-105.828371,37.112527,0
2838,-105.8245157,44.52895299,0
2839,-105.81,64.09,0
2840,-105.80654,38.187727,0
2841,-105.78843,37.98771,0
2842,-105.7861,32.4941,0
2843,-105.783936,42.835236,0
2844,-105.78016,39.01619,0
2845,-105.78,65.6,0
2846,-105.771707,34.422781,0
2847,-105.767254,35.569622,0
2848,-105.76264,34.22522,0
2849,-105.76251,47.28693,0
2850,-105.757225,47.629627,0
2851,-105.7371,41.1244,0
2852,-105.731559,53.225029,0
2853,-105.717487,50.75105,0
2854,-105.716865,39.61217,0
2855,-105.71,70.48,0
2856,-105.71,55.74,0
2857,-105.707571,33.549558,0
2858,-105.703121,33.930742,0
2859,-105.697833,35.767767,0
2860,-105.6913,39.3393,0
2861,-105.67303,33.310141,0
2862,-105.67,61.64,0
2863,-105.6633,44.8055,0
2864,-105.661866,36.764289,0
2865,-105.643822,32.95647,0
2866,-105.633759,35.009493,0
2867,-105.62402,42.4073,0
2868,-105.60999,41.419023,0
2869,-105.6001,35.9899,0
2870,-105.599416,40.507234,0
2871,-105.5892,43.4207,0
2872,-105.58379,38.4026,0
2873,-105.582359,44.450197,0
2874,-105.5814,40.9084,0
2875,-105.576286,36.434614,0
2876,-105.574715,39.991009,0
2877,-105.573159,38.166953,0
2878,-105.567422,46.63198,0
2879,-105.566128,40.208872,0
2880,-105.550507,46.261482,0
2881,-105.55044,37.618039,0
2882,-105.548555,40.691059,0
2883,-105.547,35.478,0
2884,-105.544219,39.038046,0
2885,-105.527285,50.414531,0
2886,-105.52,71.43,0
2887,-105.512323,32.76307847,0
2888,-105.511662,44.265103,0
2889,-105.510082,33.473898,0
2890,-105.5,56.79,0
2891,-105.498017,26.448555,0
2892,-105.48,67.81,0
2893,-105.479106,36.594708,0
2894,-105.475032,39.405598,0
2895,-105.469966,32.460206,0
2896,-105.4662303,44.96016225,0
2897,-105.447778,35.8121,0
2898,-105.443113,40.361958,0
2899,-105.44,73.33,0
2900,-105.4393,36.9528,0
2901,-105.426546,37.429006,0
2902,-105.423003,36.27556,0
2903,-105.417935,39.627391,0
2904,-105.413625,51.219554,0
2905,-105.411203,50.593067,0
2906,-105.40083,35.60972,0
2907,-105.3949,43.9639,0
2908,-105.3705,52.202081,0
2909,-105.365917,39.151016,0
2910,-105.352126,39.897526,0
2911,-105.34917,40.95472,0
2912,-105.337928,44.637251,0
2913,-105.333372,35.270259,0
2914,-105.32386,38.457934,0
2915,-105.32057,32.95268,0
2916,-105.31221,46.82202,0
2917,-105.311295,40.691688,0
2918,-105.31,34.99,0
2919,-105.309722,42.414167,0
2920,-105.300693,36.001837,0
2921,-105.28896,47.31093,0
2922,-105.2867,41.8597,0
2923,-105.286035,40.108696,0
2924,-105.283157,38.925614,0
2925,-105.2458,36.7583,0
2926,-105.243872,41.185187,0
2927,-105.239371,43.655489,0
2928,-105.237409,37.599319,0
2929,-105.232445,36.172667,0
2930,-105.221504,40.422966,0
2931,-105.219779,50.031975,0
2932,-105.214692,37.962947,0
2933,-105.208924,39.717168,0
2934,-105.207358,42.189057,0
2935,-105.201492,36.538094,0
2936,-105.196495,51.434962,0
2937,-105.190278,49.223812,0
2938,-105.182337,35.65213,0
2939,-105.18056,34.59334,0
2940,-105.17323,39.34107,0
2941,-105.17,58.48,0
2942,-105.164137,50.98775,0
2943,-105.136467,39.964592,0
2944,-105.13125,42.835996,0
2945,-105.129475,37.32172,0
2946,-105.129,36.93,0
2947,-105.12882,48.80391,0
2948,-105.11017,34.13268,0
2949,-105.096047,40.978205,0
2950,-105.08417,38.13657,0
2951,-105.076858,40.649263,0
2952,-105.076616,49.723051,0
2953,-105.076454,33.66372,0
2954,-105.0748,23.8853,0
2955,-105.06,65.56,0
2956,-105.03497,46.42996,0
2957,-105.01752,35.07937,0
2958,-105.01396,35.904686,0
2959,-105.01157,36.17556,0
2960,-105.010349,38.790517,0
2961,-105.010222,36.764861,0
2962,-105.00798,37.87983,0
2963,-105,40.33333,0
2964,-104.996028,39.46723,0
2965,-104.99015,34.899342,0
2966,-104.98,60.77,0
2967,-104.98,62.44,0
2968,-104.979575,38.980038,0
2969,-104.966863,38.367365,0
2970,-104.9621157,44.96376513,0
2971,-104.961468,39.732207,0
2972,-104.960808,42.130318,0
2973,-104.956334,35.593637,0
2974,-104.95222,41.7864,0
2975,-104.95,67.39,0
2976,-104.94997,42.41608,0
2977,-104.943174,32.139827,0
2978,-104.936161,27.311795,0
2979,-104.9209,37.14811,0
2980,-104.912558,49.025239,0
2981,-104.90762,50.766676,0
2982,-104.901024,47.272427,0
2983,-104.8898,41.544,0
2984,-104.887208,38.624217,0
2985,-104.8855,44.7949,0
2986,-104.877667,36.946694,0
2987,-104.870498,39.156998,0
2988,-104.87,63.47,0
2989,-104.864105,40.169796,0
2990,-104.858056,36.513056,0
2991,-104.844766,37.598716,0
2992,-104.843627,33.370766,0
2993,-104.841242,50.554971,0
2994,-104.840738,32.381588,0
2995,-104.839256,51.240424,0
2996,-104.8367379,44.59007826,0
2997,-104.830298,38.044062,0
2998,-104.821892,31.898727,0
2999,-104.8195,40.8648,0
3000,-104.8181,49.255478,0
3001,-104.809829,54.192529,0
3002,-104.79,59.85,0
3003,-104.7872,23.9708,0
3004,-104.76,64.8,0
3005,-104.76,56.73,0
3006,-104.752757,39.391376,0
3007,-104.75034,39.934706,0
3008,-104.748695,38.935017,0
3009,-104.747008,37.821658,0
3010,-104.737023,39.65583,0
3011,-104.725658,41.97651,0
3012,-104.709873,32.232056,0
3013,-104.697968,41.127599,0
3014,-104.693828,35.521234,0
3015,-104.6922,35.02918,0
3016,-104.683059,40.509984,0
3017,-104.675682,31.112872,0
3018,-104.6534035,46.41685008,0
3019,-104.650569,38.628605,0
3020,-104.638857,50.431556,0
3021,-104.6269,42.6452,0
3022,-104.625444,36.725444,0
3023,-104.617,37.14239,0
3024,-104.6115679,47.69003775,0
3025,-104.606139,36.909278,0
3026,-104.604692,50.776757,0
3027,-104.6017,40.7886,0
3028,-104.600862,38.258666,0
3029,-104.597687,36.387088,0
3030,-104.594428,44.680888,0
3031,-104.58693,36.02098,0
3032,-104.583464,44.402292,0
3033,-104.5670952,44.144163,0
3034,-104.56,69.82,0
3035,-104.556976,42.202161,0
3036,-104.5517363,46.06350194,0
3037,-104.547916,44.920411,0
3038,-104.525,39.738333,0
3039,-104.523567,38.843589,0
3040,-104.5169,48.17341,0
3041,-104.515327,45.516823,0
3042,-104.49978,47.10509,0
3043,-104.4918932,48.37841837,0
3044,-104.471578,32.109952,0
3045,-104.464251,39.026113,0
3046,-104.45968,48.56217,0
3047,-104.4518235,43.34163042,0
3048,-104.45104,40.97506,0
3049,-104.44977,45.81717,0
3050,-104.4427456,47.9084586,0
3051,-104.393345,38.456522,0
3052,-104.389516,39.347131,0
3053,-104.378967,37.941336,0
3054,-104.362827,34.474051,0
3055,-104.35912,41.4536,0
3056,-104.342916,40.645295,0
3057,-104.3426,44.583,0
3058,-104.342,33.42,0
3059,-104.3319,43.6151,0
3060,-104.32325,36.1027,0
3061,-104.32,66.53,0
3062,-104.310923,42.102579,0
3063,-104.305625,39.569988,0
3064,-104.3052,44.314,0
3065,-104.29072,35.91198,0
3066,-104.2889,41.1725,0
3067,-104.28717,32.456387,0
3068,-104.2714,37.1733,0
3069,-104.2712478,46.04593359,0
3070,-104.263454,50.736967,0
3071,-104.223222,36.914222,0
3072,-104.222927,41.71316,0
3073,-104.18827,47.1153,0
3074,-104.18,79.12,0
3075,-104.179412,35.394225,0
3076,-104.1766,46.5046,0
3077,-104.15633,47.35483,0
3078,-104.15,63.59,0
3079,-104.1402412,43.98293661,0
3080,-104.1123,38.1571,0
3081,-104.1014,44.6536,0
3082,-104.101074,30.705965,0
3083,-104.093764,32.279542,0
3084,-104.071464,31.916078,0
3085,-104.070367,35.092261,0
3086,-104.07,64.96,0
3087,-104.062222,24.590833,0
3088,-104.0622,41.9078,0
3089,-104.040138,35.660417,0
3090,-104.04009,44.17366,0
3091,-104.02078,30.304164,0
3092,-104.01279,43.55129,0
3093,-104.0028,37.0392,0
3094,-103.998559,40.811058,0
3095,-103.989593,45.449173,0
3096,-103.977005,39.505805,0
3097,-103.97417,45.1738,0
3098,-103.97348,44.40692,0
3099,-103.967945,34.449526,0
3100,-103.967056,47.858727,0
3101,-103.96,60.84,0
3102,-103.93114,36.86725,0
3103,-103.925698,38.472385,0
3104,-103.92,57.99,0
3105,-103.9196501,46.29396463,0
3106,-103.91127,37.33952,0
3107,-103.898799,50.791688,0
3108,-103.889425,38.284556,0
3109,-103.88375,41.54178,0
3110,-103.88271,42.72341,0
3111,-103.875818,43.813393,0
3112,-103.874661,40.417863,0
3113,-103.87089,38.7091,0
3114,-103.853972,35.268972,0
3115,-103.85,49.67,0
3116,-103.85,20.6,0
3117,-103.840624,30.539658,0
3118,-103.84,59.21,0
3119,-103.84,55.36,0
3120,-103.82723,36.05608,0
3121,-103.826778,39.315234,0
3122,-103.8177349,46.96334332,0
3123,-103.80971,41.22171,0
3124,-103.8,67.13,0
3125,-103.79206,42.06044,0
3126,-103.78325,43.33181,0
3127,-103.779751,41.741619,0
3128,-103.776228,44.034213,0
3129,-103.768745,31.6745,0
3130,-103.733771,30.99203,0
3131,-103.73,56.69,0
3132,-103.72746,44.480938,0
3133,-103.72,44.712703,0
3134,-103.717156,42.565666,0
3135,-103.700636,38.882297,0
3136,-103.698556,52.548553,0
3137,-103.690445,35.904612,0
3138,-103.690137,37.05665,0
3139,-103.69,62.29,0
3140,-103.6892,40.8997,0
3141,-103.67861,39.47444,0
3142,-103.66,44.19814,0
3143,-103.655855,43.538635,0
3144,-103.65,53.84,0
3145,-103.6494,35.7075,0
3146,-103.6427,48.07466,0
3147,-103.640805,36.544278,0
3148,-103.6287,42.8416,0
3149,-103.612979,34.343565,0
3150,-103.609948,37.617251,0
3151,-103.601663,25.897315,0
3152,-103.600747,30.281542,0
3153,-103.59514,43.88681,0
3154,-103.594907,47.328678,0
3155,-103.594247,40.2544,0
3156,-103.588783,47.05022,0
3157,-103.584724,39.159721,0
3158,-103.579684,41.583907,0
3159,-103.567627,30.047572,0
3160,-103.562387,34.025745,0
3161,-103.558585,33.333092,0
3162,-103.555743,45.566995,0
3163,-103.5514,42.3347,0
3164,-103.527139,41.951257,0
3165,-103.50611,38.715,0
3166,-103.474735,45.841172,0
3167,-103.467993,42.663643,0
3168,-103.467595,40.973017,0
3169,-103.46727,29.491787,0
3170,-103.46,65.98,0
3171,-103.4503,34.9242,0
3172,-103.446846,37.00227,0
3173,-103.446,43.3504,0
3174,-103.444922,35.358974,0
3175,-103.443799,46.600111,0
3176,-103.443448,47.606916,0
3177,-103.431074,38.043153,0
3178,-103.421067,44.473975,0
3179,-103.403529,43.547206,0
3180,-103.39368,44.17878,0
3181,-103.388808,29.234812,0
3182,-103.384903,46.895587,0
3183,-103.36828,39.741233,0
3184,-103.35889,37.17577,0
3185,-103.356391,39.038275,0
3186,-103.3554,37.73255,0
3187,-103.35062,32.1558,0
3188,-103.35,51.25,0
3189,-103.3273,43.9621,0
3190,-103.310857,46.387184,0
3191,-103.309378,45.523524,0
3192,-103.3024,43.76519,0
3193,-103.302195,36.567917,0
3194,-103.274101,38.8081,0
3195,-103.27239,34.237471,0
3196,-103.27,49.32,0
3197,-103.26058,42.44451,0
3198,-103.25233,40.16009,0
3199,-103.2478837,47.47676563,0
3200,-103.23889,23.60972,0
3201,-103.213336,29.826983,0
3202,-103.21306,34.67437,0
3203,-103.1985433,46.71082732,0
3204,-103.19212,37.33677,0
3205,-103.19,78.89,0
3206,-103.18139,24.21333,0
3207,-103.1808,40.62,0
3208,-103.179795,32.698508,0
3209,-103.173294,29.207166,0
3210,-103.16023,35.86909,0
3211,-103.16,64.61,0
3212,-103.16,63.59,0
3213,-103.153254,40.925262,0
3214,-103.151917,48.026467,0
3215,-103.13777,41.46239,0
3216,-103.127439,49.168981,0
3217,-103.122572,38.091435,0
3218,-103.114349,41.677142,0
3219,-103.107977,38.986351,0
3220,-103.0915,36.4244,0
3221,-103.090945,36.645362,0
3222,-103.090491,41.154355,0
3223,-103.083017,44.028881,0
3224,-103.08,60.77,0
3225,-103.07,27.74,0
3226,-103.055724,43.643761,0
3227,-103.04722,36.23825,0
3228,-103.042582,32.122868,0
3229,-103.04,52.96,0
3230,-103.034408,47.332753,0
3231,-103.02689,37.91273,0
3232,-103.01263,37.14136,0
3233,-103.00296,42.4951,0
3234,-103,67.24,0
3235,-102.990502,48.270346,0
3236,-102.98444,39.28472,0
3237,-102.974846,37.462034,0
3238,-102.9625,40.10541,0
3239,-102.902268,34.865281,0
3240,-102.885973,32.54463,0
3241,-102.884086,42.792758,0
3242,-102.883824,36.846968,0
3243,-102.856597,42.337613,0
3244,-102.8527,41.98732,0
3245,-102.84898,39.74234,0
3246,-102.815209,40.828467,0
3247,-102.8133,43.77973,0
3248,-102.794343,46.889742,0
3249,-102.790903,30.894873,0
3250,-102.764302,37.559331,0
3251,-102.763194,46.399444,0
3252,-102.753737,33.958572,0
3253,-102.752227,20.822138,0
3254,-102.75,57.26,0
3255,-102.743145,37.018187,0
3256,-102.71496,41.1486,0
3257,-102.714142,44.605209,0
3258,-102.71228,36.729302,0
3259,-102.71222,38.34694,0
3260,-102.7013393,48.5201185,0
3261,-102.7,59.32,0
3262,-102.7,56.24,0
3263,-102.680594,32.117624,0
3264,-102.67602,47.85945,0
3265,-102.673317,48.124753,0
3266,-102.673202,47.34219,0
3267,-102.66639,38.79083,0
3268,-102.662647,50.595564,0
3269,-102.66224,45.80243,0
3270,-102.651115,32.647251,0
3271,-102.62,62.25,0
3272,-102.617144,37.366682,0
3273,-102.6125,39.475278,0
3274,-102.60166,42.06831,0
3275,-102.592144,33.786979,0
3276,-102.566842,43.69847,0
3277,-102.551186,49.706085,0
3278,-102.54483,40.93642,0
3279,-102.54155,33.408222,0
3280,-102.540313,45.570642,0
3281,-102.537207,37.633581,0
3282,-102.5108,36.8892,0
3283,-102.51,65.53,0
3284,-102.51,54.87,0
3285,-102.49611,38.54139,0
3286,-102.47477,47.97722,0
3287,-102.4667146,46.10964309,0
3288,-102.46306,42.92282,0
3289,-102.46108,39.76169,0
3290,-102.46027,42.46183,0
3291,-102.452653,48.590947,0
3292,-102.444183,30.24898,0
3293,-102.4309,46.90248,0
3294,-102.422017,35.155133,0
3295,-102.398262,43.870874,0
3296,-102.39232,48.329072,0
3297,-102.381267,44.072045,0
3298,-102.36806,39.51861,0
3299,-102.364621,43.142254,0
3300,-102.36,66.55,0
3301,-102.35361,38.81583,0
3302,-102.34707,41.61503,0
3303,-102.340457,42.00641,0
3304,-102.3358943,47.35269065,0
3305,-102.323433,31.88987,0
3306,-102.32,78.62,0
3307,-102.30194,40.51198,0
3308,-102.28,60.88,0
3309,-102.27611,22.36083,0
3310,-102.26389,40.91587,0
3311,-102.258766,35.683633,0
3312,-102.254208,32.710206,0
3313,-102.253638,21.811096,0
3314,-102.231846,31.396122,0
3315,-102.193895,21.979862,0
3316,-102.18498,39.88559,0
3317,-102.17,49.23,0
3318,-102.168372,45.675803,0
3319,-102.16798,46.69561,0
3320,-102.164503,35.495839,0
3321,-102.164078,43.97842,0
3322,-102.152633,47.624471,0
3323,-102.137484,34.90414,0
3324,-102.13415,41.31688,0
3325,-102.13,58.9,0
3326,-102.13,52.16,0
3327,-102.1222,41.09424,0
3328,-102.114269,50.530419,0
3329,-102.10817,47.8042,0
3330,-102.105308,34.526518,0
3331,-102.09,72.72,0
3332,-102.049275,49.734709,0
3333,-102.042197,37.068244,0
3334,-102.03796,37.49643,0
3335,-102.03445,39.33272,0
3336,-102.027412,33.847615,0
3337,-102.01722,42.91929,0
3338,-102.003031,39.665732,0
3339,-102.00017,45.03634,0
3340,-101.986047,45.482267,0
3341,-101.970856,32.040013,0
3342,-101.948644,33.541679,0
3343,-101.943265,33.065503,0
3344,-101.932262,35.139348,0
3345,-101.926467,43.763737,0
3346,-101.879827,35.469779,0
3347,-101.86606,44.53354,0
3348,-101.859473,41.488724,0
3349,-101.853301,41.237529,0
3350,-101.852302,50.312466,0
3351,-101.850536,50.694963,0
