SN,X_WGS84,Y_WGS84,forb
398,-119.138393,50.552458,1
399,-119.133803,46.927628,1
400,-119.084275,38.846832,1
401,-119.083333,55.204167,1
402,-119.05319,48.851742,1
403,-119.01363,37.325936,1
404,-119.002097,46.205263,1
405,-118.999414,49.056584,1
406,-118.988,43.8071,1
407,-118.9492,44.3897,1
408,-118.9314,45.1342,1
409,-118.8688,37.5291,1
410,-118.848898,39.432622,1
411,-118.83,48.83,1
412,-118.7875,45.6722,1
413,-118.7876,45.6722,1
414,-118.7542,42.5447,1
415,-118.7089,44.4633,1
416,-118.680664,39.463947,1
417,-118.6591,44.3426,1
418,-118.573448,42.708768,1
419,-118.537956,39.615314,1
420,-118.506603,55.261512,1
421,-118.506006,45.598643,1
422,-118.4956,44.6028,1
423,-118.464762,49.021496,1
424,-118.44,49.03,1
425,-118.4236,45.8139,1
426,-118.4203,45.5067,1
427,-118.421,45.5067,1
428,-118.41439,46.029097,1
429,-118.411965,37.506254,1
430,-118.400279,37.375958,1
431,-118.329,45.0781,1
432,-118.267555,37.267653,1
433,-118.241137,42.332084,1
434,-118.2398,37.0672,1
435,-118.2312,45.3481,1
436,-118.2269,45.3522,1
437,-118.221214,46.678215,1
438,-118.218914,36.863184,1
439,-118.153939,48.894387,1
440,-118.139075,36.664005,1
441,-118.123101,37.354971,1
442,-118.108104,53.059538,1
443,-118.0867,45.3247,1
444,-118.069984,45.332287,1
445,-118.041627,52.904529,1
446,-118.036036,37.260008,1
447,-118.027131,33.753734,1
448,-117.999074,52.802169,1
449,-117.9567,45.2447,1
450,-117.9496,37.4606,1
451,-117.939987,48.513828,1
452,-117.924912,46.991405,1
453,-117.9174,43.4657,1
454,-117.9164,45.565,1
455,-117.899953,49.042099,1
456,-117.771313,47.121877,1
457,-117.7586,46.1719,1
458,-117.740983,40.961253,1
459,-117.74,50.73,1
460,-117.737317,48.468481,1
461,-117.7323,42.8608,1
462,-117.7,49.1,1
463,-117.71,45.27,1
464,-117.670215,47.788779,1
465,-117.648359,47.599167,1
466,-117.626511,49.533367,1
467,-117.6089,43.8633,1
468,-117.607062,46.472277,1
469,-117.601105,49.079372,1
470,-117.582242,41.682794,1
471,-117.559338,47.418359,1
472,-117.5565,42.7888,1
473,-117.55165,47.752347,1
474,-117.548713,45.947892,1
475,-117.535394,53.431263,1
476,-117.53,46.17,1
477,-117.51413,47.402061,1
478,-117.50992,47.779858,1
479,-117.472528,41.579011,1
480,-117.4283,45.6559,1
481,-117.4195,43.6137,1
482,-117.410748,45.953459,1
483,-117.3863,45.5527,1
484,-117.374696,47.637105,1
485,-117.3736,44.9855,1
486,-117.372854,48.653164,1
487,-117.36553,44.495858,1
488,-117.354067,47.926747,1
489,-117.305342,47.034012,1
490,-117.3021,45.3146,1
491,-117.292478,46.607637,1
492,-117.2609,45.8312,1
493,-117.256217,43.65537,1
494,-117.246706,46.781202,1
495,-117.2375,45.2311,1
496,-117.23,47.34,1
497,-117.19972,47.675012,1
498,-117.1675,44.7692,1
499,-117.166611,46.713948,1
500,-117.149607,46.871977,1
501,-117.14,49.44,1
502,-117.113014,43.841755,1
503,-117.104818,46.746587,1
504,-117.065405,43.332262,1
505,-117.002867,43.745292,1
506,-116.99,49.62,1
507,-116.991,49.62,1
508,-116.98503,46.662758,1
509,-116.978554,45.547197,1
510,-116.978037,46.808875,1
511,-116.96417,44.939678,1
512,-116.928597,45.827603,1
513,-116.89822,46.92156,1
514,-116.89204,45.15778,1
515,-116.87,49.68,1
516,-116.839355,47.358592,1
517,-116.82644,47.718971,1
518,-116.818399,46.449685,1
519,-116.769969,46.474739,1
520,-116.74,49.5,1
521,-116.73318,43.016826,1
522,-116.637183,45.372508,1
523,-116.627145,46.627958,1
524,-116.612885,46.232949,1
525,-116.609322,45.001381,1
526,-116.608824,46.233019,1
527,-116.599035,43.33962,1
528,-116.592029,43.69803,1
529,-116.576942,43.601145,1
530,-116.567878,43.869386,1
531,-116.55,49.18,1
532,-116.56,49.18,1
533,-116.523984,43.502926,1
534,-116.506308,45.5572,1
535,-116.497413,45.516665,1
536,-116.488231,46.757055,1
537,-116.462702,46.231236,1
538,-116.450142,52.011578,1
539,-116.434461,41.368323,1
540,-116.408907,45.326643,1
541,-116.408508,42.696246,1
542,-116.406122,45.352658,1
543,-116.398914,43.532058,1
544,-116.39735,43.687677,1
545,-116.348803,45.608852,1
546,-116.343031,43.940518,1
547,-116.316667,40.8,1
548,-116.315094,52.312683,1
549,-116.302836,45.523345,1
550,-116.300697,45.761551,1
551,-116.223463,43.61422,1
552,-116.163277,45.754762,1
553,-116.106208,43.479038,1
554,-116.076821,46.019373,1
555,-116.05,50.57,1
556,-116.035609,50.529897,1
557,-116.005189,50.453553,1
558,-116.001219,42.344837,1
559,-115.99635,55.411876,1
560,-115.98,49.67,1
561,-115.947144,42.93801,1
562,-115.9323,44.92263,1
563,-115.851608,50.165489,1
564,-115.846,50.297519,1
565,-115.80493,41.68107,1
566,-115.745081,49.783437,1
567,-115.736411,49.795356,1
568,-115.728752,49.548241,1
569,-115.715083,42.911165,1
570,-115.62,49.82,1
571,-115.58,51.18,1
572,-115.533257,51.211525,1
573,-115.319558,51.099511,1
574,-115.310899,47.566378,1
575,-115.301281,42.948988,1
576,-115.260819,49.240589,1
577,-115.2,49.03,1
578,-115.149722,50.917098,1
579,-115.136589,49.110317,1
580,-115.12,49.3,1
581,-115.109628,37.261245,1
582,-115.087914,51.121156,1
583,-115.08276,48.890929,1
584,-115.073372,42.94018,1
585,-115.056238,51.084777,1
586,-114.96816,53.52091,1
587,-114.949233,43.344066,1
588,-114.897227,51.280097,1
589,-114.897014,52.227178,1
590,-114.858354,42.760361,1
591,-114.854808,51.052186,1
592,-114.848074,51.483392,1
593,-114.846947,51.04435,1
594,-114.8394,50.551705,1
595,-114.74588,47.528153,1
596,-114.706809,36.71578,1
597,-114.683774,50.630155,1
598,-114.682581,50.906708,1
599,-114.589749,47.012479,1
600,-114.589057,44.135194,1
601,-114.564371,49.633202,1
602,-114.545429,53.268028,1
603,-114.544117,50.028224,1
604,-114.532098,48.090676,1
605,-114.515047,46.749824,1
606,-114.507214,42.568934,1
607,-114.499663,43.776753,1
608,-114.49005,47.706162,1
609,-114.49,49,1
610,-114.484029,51.160844,1
611,-114.43798,50.807255,1
612,-114.410767,43.808012,1
613,-114.410745,49.906942,1
614,-114.389756,51.167204,1
615,-114.382788,42.594308,1
616,-114.38275,45.30557,1
617,-114.358801,50.716868,1
618,-114.357408,51.166124,1
619,-114.353489,49.38474,1
620,-114.333033,48.177261,1
621,-114.328027,49.55835,1
622,-114.321924,51.055347,1
623,-114.311018,47.806158,1
624,-114.29103,50.554421,1
625,-114.290737,39.121009,1
626,-114.285592,46.050922,1
627,-114.257052,47.370617,1
628,-114.234882,51.119619,1
629,-114.23358,50.874458,1
630,-114.216483,47.323862,1
631,-114.196025,50.207892,1
632,-114.191883,51.100232,1
633,-114.191497,49.589128,1
634,-114.160712,46.26335,1
635,-114.147134,50.994965,1
636,-114.137492,47.447193,1
637,-114.136125,42.590287,1
638,-114.131333,39.012928,1
639,-114.125529,49.794831,1
640,-114.118252,46.840669,1
641,-114.101593,51.095102,1
642,-114.097411,51.710128,1
643,-114.093667,43.827443,1
644,-114.084107,46.484578,1
645,-114.081595,46.725296,1
646,-114.074447,49.955172,1
647,-114.067192,46.9529,1
648,-114.059771,49.340916,1
649,-114.047701,51.133798,1
650,-114.032073,49.134967,1
651,-114.03138,50.973103,1
652,-114.030594,51.061122,1
653,-114.011974,42.371005,1
654,-114.011828,49.069111,1
655,-114.01077,50.914713,1
656,-114.00998,51.045446,1
657,-114.0081,44.41663,1
658,-113.995812,46.865014,1
659,-113.96887,46.844041,1
660,-113.947084,49.100293,1
661,-113.931787,46.954095,1
662,-113.930762,43.746591,1
663,-113.93,49.53,1
664,-113.931,49.53,1
665,-113.904728,51.658217,1
666,-113.899284,49.342085,1
667,-113.853486,43.642619,1
668,-113.791232,49.041383,1
669,-113.769817,49.466581,1
670,-113.744287,47.397488,1
671,-113.744033,42.543216,1
672,-113.721145,50.803597,1
673,-113.719915,49.160679,1
674,-113.688259,46.400702,1
675,-113.644415,48.743828,1
676,-113.535967,53.261296,1
677,-113.5226,53.5374,1
678,-113.48991,49.00318,1
679,-113.487999,53.52495,1
680,-113.48532,53.33117,1
681,-113.48533,53.33117,1
682,-113.477905,42.672695,1
683,-113.476327,43.987547,1
684,-113.472611,49.011253,1
685,-113.46734,49.007301,1
686,-113.463968,46.934366,1
687,-113.439828,48.748783,1
688,-113.395592,39.84977,1
689,-113.321817,53.865472,1
690,-113.2772,53.472006,1
691,-113.268315,53.532709,1
692,-113.267045,53.683766,1
693,-113.244208,45.330455,1
694,-113.22,53.72,1
695,-113.218047,49.487188,1
696,-113.087014,45.618063,1
697,-113.055306,49.187274,1
698,-113.052744,53.814565,1
699,-113.05243,53.814167,1
700,-113.020532,45.012959,1
701,-113.008981,51.82513,1
702,-112.996109,42.667784,1
703,-112.942322,49.667703,1
704,-112.919746,49.816378,1
705,-112.895255,47.194083,1
706,-112.872188,44.069268,1
707,-112.85369,49.645325,1
708,-112.840129,49.737345,1
709,-112.80394,37.699771,1
710,-112.795403,49.650658,1
711,-112.793228,51.337112,1
712,-112.786246,51.481474,1
713,-112.75464,43.020666,1
714,-112.635426,45.20768,1
715,-112.619496,40.492732,1
716,-112.592078,40.528383,1
717,-112.577176,52.594691,1
718,-112.57683,52.598712,1
719,-112.576,52.598705,1
720,-112.527387,46.009543,1
721,-112.508936,47.276979,1
722,-112.498981,42.830786,1
723,-112.495179,42.891575,1
724,-112.436629,42.778796,1
725,-112.415604,43.219105,1
726,-112.409554,41.340984,1
727,-112.395995,42.75789,1
728,-112.392857,46.525991,1
729,-112.390371,42.759776,1
730,-112.380273,47.086097,1
731,-112.374003,42.861702,1
732,-112.372453,47.077195,1
733,-112.337622,49.250397,1
734,-112.290174,42.213729,1
735,-112.282405,40.523154,1
736,-112.281086,42.430604,1
737,-112.278703,51.416139,1
738,-112.271391,54.135843,1
739,-112.270478,43.952347,1
740,-112.25113,41.048113,1
741,-112.237203,43.349459,1
742,-112.221105,41.470325,1
743,-112.218909,36.704639,1
744,-112.21725,42.714379,1
745,-112.21196,37.582401,1
746,-112.206453,42.880628,1
747,-112.196254,51.76897,1
748,-112.16698,40.925386,1
749,-112.130426,51.003529,1
750,-112.10324,40.304614,1
751,-112.093383,41.290114,1
752,-112.07829,41.081422,1
753,-112.068747,41.509431,1
754,-112.062911,46.54625,1
755,-112.043666,43.440833,1
756,-112.007767,40.57771,1
757,-111.967797,40.833438,1
758,-111.965675,41.1643,1
759,-111.960487,43.752462,1
760,-111.951333,50.881433,1
761,-111.94982,40.712017,1
762,-111.946308,41.502394,1
763,-111.930881,41.072837,1
764,-111.884063,40.361483,1
765,-111.883771,41.835241,1
766,-111.871907,40.742496,1
767,-111.866037,45.077056,1
768,-111.847357,45.843403,1
769,-111.844635,40.878526,1
770,-111.826036,47.157345,1
771,-111.824665,41.684621,1
772,-111.823867,40.780463,1
773,-111.8068,38.549,1
774,-111.804906,40.391736,1
775,-111.798332,40.573834,1
776,-111.782401,40.411904,1
777,-111.759931,39.821623,1
778,-111.752045,40.693987,1
779,-111.750529,40.304042,1
780,-111.737016,35.351788,1
781,-111.731462,35.159848,1
782,-111.727764,35.04856,1
783,-111.726932,40.154404,1
784,-111.718476,43.6594,1
785,-111.70907,33.36321,1
786,-111.703592,35.14977,1
787,-111.702962,38.031097,1
788,-111.696953,40.77613,1
789,-111.68895,42.21735,1
790,-111.681463,43.96485,1
791,-111.672809,41.039823,1
792,-111.668279,35.234987,1
793,-111.660816,35.235194,1
794,-111.64737,40.244408,1
795,-111.618183,49.078938,1
796,-111.61577,35.14359,1
797,-111.603733,35.081021,1
798,-111.601875,40.404708,1
799,-111.601276,40.082985,1
800,-111.598672,35.134497,1
801,-111.596542,40.173955,1
802,-111.568981,38.494882,1
803,-111.5652,53.101817,1
804,-111.56521,53.101817,1
805,-111.546471,52.379405,1
806,-111.53421,40.682482,1
807,-111.534147,45.897949,1
808,-111.524055,40.335148,1
809,-111.5195,53.0057,1
810,-111.497541,40.594953,1
811,-111.4964,38.1606,1
812,-111.448103,49.872721,1
813,-111.445276,44.305614,1
814,-111.431531,41.928263,1
815,-111.408883,38.298938,1
816,-111.397856,40.869525,1
817,-111.382904,44.416523,1
818,-111.367,44.4226,1
819,-111.354788,44.85757,1
820,-111.341411,42.209852,1
821,-111.335646,44.570395,1
822,-111.308372,47.517975,1
823,-111.298071,45.271937,1
824,-111.28733,47.665272,1
825,-111.255782,44.498256,1
826,-111.240286,38.287749,1
827,-111.237488,45.447078,1
828,-111.235787,45.18859,1
829,-111.211163,44.704322,1
830,-111.211058,42.972533,1
831,-111.181968,38.179388,1
832,-111.167122,45.064064,1
833,-111.155075,44.80028,1
834,-111.150569,38.085459,1
835,-111.075887,45.918819,1
836,-111.075825,43.773465,1
837,-111.0439203,45.74674174,1
838,-111.031508,44.652187,1
839,-110.976,38.3478,1
840,-110.952355,48.514397,1
841,-110.9356,40.17638,1
842,-110.93035,49.775578,1
843,-110.8912,53.6976,1
844,-110.863134,49.654687,1
845,-110.854508,44.543228,1
846,-110.843673,39.62007,1
847,-110.825935,43.363087,1
848,-110.822862,43.523258,1
849,-110.786335,50.043499,1
850,-110.746055,49.231695,1
851,-110.738464,44.939014,1
852,-110.73842,43.47477,1
853,-110.677859,42.662541,1
854,-110.625286,50.019701,1
855,-110.59578,43.670325,1
856,-110.576757,43.878232,1
857,-110.566952,45.660974,1
858,-110.56418,43.883077,1
859,-110.553026,44.754214,1
860,-110.541542,49.922255,1
861,-110.452705,49.600738,1
862,-110.396906,43.141105,1
863,-110.393263,44.554292,1
864,-110.349267,39.633837,1
865,-110.310771,50.684801,1
866,-110.238219,49.725332,1
867,-110.174522,44.867612,1
868,-110.152092,38.989575,1
869,-110.125654,44.899612,1
870,-110.11535,49.619087,1
871,-110.113791,39.157835,1
872,-110.090897,48.900355,1
873,-110.049942,50.740412,1
874,-110.017195,52.579401,1
875,-110.000183,38.725199,1
876,-109.973269,50.581848,1
877,-109.968975,50.58173,1
878,-109.894221,46.034636,1
879,-109.848518,41.907898,1
880,-109.834294,34.072393,1
881,-109.784188,43.259837,1
882,-109.77887,49.53838,1
883,-109.777324,34.140878,1
884,-109.77013,38.060222,1
885,-109.731553,44.931153,1
886,-109.721283,40.930217,1
887,-109.714777,49.984958,1
888,-109.661926,38.017487,1
889,-109.658644,34.180547,1
890,-109.640938,47.72377,1
891,-109.610534,38.705711,1
892,-109.583058,40.16434,1
893,-109.579492,38.61331,1
894,-109.536543,34.05044,1
895,-109.52453,33.952007,1
896,-109.523062,49.654688,1
897,-109.49207,40.476706,1
898,-109.489873,38.533808,1
899,-109.46389,33.998129,1
900,-109.43872,41.4936,1
901,-109.404099,45.062806,1
902,-109.352355,40.369337,1
903,-109.348097,38.672336,1
904,-109.332016,44.480496,1
905,-109.3265,33.6356,1
906,-109.308922,45.156475,1
907,-109.297077,40.882737,1
908,-109.294149,34.14258,1
909,-109.282273,50.663836,1
910,-109.238208,40.406084,1
911,-109.166979,45.300165,1
912,-109.131682,51.460698,1
913,-109.107918,49.193534,1
914,-109.104435,49.334712,1
915,-109.085667,40.534767,1
916,-109.083129,45.507049,1
917,-109.068188,44.997781,1
918,-109.0626,44.524013,1
919,-109.042654,43.663845,1
920,-109.039619,49.2028,1
921,-108.972753,40.289402,1
922,-108.966426,53.386462,1
923,-108.940733,40.548165,1
924,-108.9165703,48.53282034,1
925,-108.88835,40.7269,1
926,-108.880879,44.6894,1
927,-108.839152,50.068618,1
928,-108.809924,49.573027,1
929,-108.777575,49.586937,1
930,-108.76313,42.608713,1
931,-108.750135,39.226798,1
932,-108.721054,49.594679,1
933,-108.716698,42.507307,1
934,-108.673152,40.619219,1
935,-108.669343,47.757243,1
936,-108.623351,45.822606,1
937,-108.622155,44.758469,1
938,-108.6215,38.73931,1
939,-108.603609,39.07178,1
940,-108.581505,47.617428,1
941,-108.531052,45.740653,1
