SN,X_WGS84,Y_WGS84,forb
2246,-95.3913,39.09568,1
2247,-95.368095,45.347311,1
2248,-95.345247,45.995402,1
2249,-95.334305,46.000489,1
2250,-95.31357,39.21624,1
2251,-95.31166,39.86079,1
2252,-95.30845,39.98211,1
2253,-95.30739,39.73188,1
2254,-95.304643,43.522292,1
2255,-95.29003526,45.43816089,1
2256,-95.28496,38.57075,1
2257,-95.284636,45.438996,1
2258,-95.282192,45.440742,1
2259,-95.282031,45.440769,1
2260,-95.281701,45.440598,1
2261,-95.27862,38.77492,1
2262,-95.27826422,45.09393915,1
2263,-95.263669,38.946138,1
2264,-95.25497882,45.43000273,1
2265,-95.254155,48.001493,1
2266,-95.244622,47.159664,1
2267,-95.24319,37.48385,1
2268,-95.242934,44.005427,1
2269,-95.242926,43.407515,1
2270,-95.24088,38.3002,1
2271,-95.23918,45.353338,1
2272,-95.232866,40.074387,1
2273,-95.2316,39.04398,1
2274,-95.232,39.04398,1
2275,-95.24,38.90627,1
2276,-95.21544,37.73777,1
2277,-95.213908,49.746118,1
2278,-95.201577,47.246503,1
2279,-95.200853,47.218013,1
2280,-95.19493,47.227292,1
2281,-95.183338,45.41981,1
2282,-95.18048,37.63677,1
2283,-95.180237,47.232294,1
2284,-95.178004,39.633777,1
2285,-95.164124,37.316568,1
2286,-95.162962,45.318721,1
2287,-95.162681,43.367539,1
2288,-95.159198,48.619705,1
2289,-95.156783,38.904898,1
2290,-95.15517,38.08367,1
2291,-95.15176223,45.39946004,1
2292,-95.14443839,45.3891612,1
2293,-95.13147,38.27179,1
2294,-95.13087478,45.40636973,1
2295,-95.12951947,45.40879502,1
2296,-95.10719,46.76804,1
2297,-95.09077,37.03715,1
2298,-95.08961,39.2884,1
2299,-95.064623,43.72505,1
2300,-95.05859,46.8649,1
2301,-95.049967,44.086452,1
2302,-95.04997,44.086452,1
2303,-95.0499,44.086452,1
2304,-95.049947,44.101176,1
2305,-95.047406,46.940838,1
2306,-95.032439,45.326108,1
2307,-95.031911,45.328282,1
2308,-95.026885,45.315754,1
2309,-95.024431,43.652398,1
2310,-95.021456,45.313399,1
2311,-95.019606,45.260622,1
2312,-95.012098,39.144884,1
2313,-94.99815,38.59968,1
2314,-94.99125,38.31457,1
2315,-94.99101,44.55125,1
2316,-94.99039,44.54987,1
2317,-94.987465,38.937465,1
2318,-94.984267,46.956177,1
2319,-94.969566,46.955885,1
2320,-94.96677,38.96229,1
2321,-94.944083,45.252363,1
2322,-94.93995,37.718117,1
2323,-94.92721882,45.38416673,1
2324,-94.92537,37.25225,1
2325,-94.910901,39.356391,1
2326,-94.904434,43.522695,1
2327,-94.89765705,45.41068407,1
2328,-94.89754,38.879912,1
2329,-94.891771,45.883401,1
2330,-94.89017,38.78104,1
2331,-94.87966,39.12842,1
2332,-94.866468,45.264416,1
2333,-94.866097,45.26597,1
2334,-94.861,37.00934,1
2335,-94.835117,45.376923,1
2336,-94.82566,45.824272,1
2337,-94.82515639,45.37891952,1
2338,-94.8244,46.97298,1
2339,-94.81819,37.60349,1
2340,-94.81244,38.14323,1
2341,-94.7911,37.43167,1
2342,-94.77699,37.14217,1
2343,-94.771867,45.140358,1
2344,-94.771667,45.14045,1
2345,-94.76492,38.39986,1
2346,-94.763487,43.750237,1
2347,-94.754506,37.757516,1
2348,-94.72902,38.02383,1
2349,-94.72491,45.355684,1
2350,-94.722481,44.454497,1
2351,-94.71366,38.22101,1
2352,-94.70945,37.34882,1
2353,-94.708493,37.067582,1
2354,-94.704,37.06533,1
2355,-94.68518,38.89765,1
2356,-94.68071415,45.41830377,1
2357,-94.670924,45.41952,1
2358,-94.667966,43.130089,1
2359,-94.65778,37.19414,1
2360,-94.65508,37.45499,1
2361,-94.632032,41.241392,1
2362,-94.609395,50.304504,1
2363,-94.608192,47.029992,1
2364,-94.591272,47.186152,1
2365,-94.583816,45.630644,1
2366,-94.574416,39.041346,1
2367,-94.573654,49.819818,1
2368,-94.545811,46.317101,1
2369,-94.544443,41.789907,1
2370,-94.536576,46.807685,1
2371,-94.520728,49.785448,1
2372,-94.498742,46.999805,1
2373,-94.485648,44.339438,1
2374,-94.47834,44.315194,1
2375,-94.464072,49.669858,1
2376,-94.45892,49.14035,1
2377,-94.449245,37.328792,1
2378,-94.438212,47.201708,1
2379,-94.429865,42.573263,1
2380,-94.398108,35.918983,1
2381,-94.39095,45.58598,1
2382,-94.390559,45.593498,1
2383,-94.389875,45.594684,1
2384,-94.38872,45.594765,1
2385,-94.388075,45.595192,1
2386,-94.38631,45.4631,1
2387,-94.383718,46.338265,1
2388,-94.38372,46.338265,1
2389,-94.37939,45.05767,1
2390,-94.37397,45.46311,1
2391,-94.363893,44.892156,1
2392,-94.3595,45.47316,1
2393,-94.358548,46.180015,1
2394,-94.35798,45.47343,1
2395,-94.35709,45.47357,1
2396,-94.355489,44.043155,1
2397,-94.336966,46.264988,1
2398,-94.30491,44.72505,1
2399,-94.303362,35.987117,1
2400,-94.297354,36.3514,1
2401,-94.295734,44.718476,1
2402,-94.281801,46.50958,1
2403,-94.281709,46.305464,1
2404,-94.25524,45.927066,1
2405,-94.240925,45.536763,1
2406,-94.233734,46.969171,1
2407,-94.22234,43.10423,1
2408,-94.2224,43.10423,1
2409,-94.215729,46.344595,1
2410,-94.206409,46.351932,1
2411,-94.202029,46.650577,1
2412,-94.186232,45.786582,1
2413,-94.18621,45.786582,1
2414,-94.185089,45.072594,1
2415,-94.1744,36.052125,1
2416,-94.173283,36.362829,1
2417,-94.149118,45.694726,1
2418,-94.14912,45.694726,1
2419,-94.1491,45.694726,1
2420,-94.148972,45.547141,1
2421,-94.14574,45.504225,1
2422,-94.143663,46.502393,1
2423,-94.135532,45.270524,1
2424,-94.12418,41.296328,1
2425,-94.123745,41.297052,1
2426,-94.10702,43.767183,1
2427,-94.10399,49.16101,1
2428,-94.09423,45.54253,1
2429,-94.092347,45.459142,1
2430,-94.088852,44.156378,1
2431,-94.083908,36.147067,1
2432,-94.080948,45.08177,1
2433,-94.070909,45.361616,1
2434,-94.05906,45.403889,1
2435,-94.058613,41.752988,1
2436,-94.053447,44.953728,1
2437,-94.042826,47.405078,1
2438,-94.042818,45.428747,1
2439,-94.041038,43.907569,1
2440,-94.036587,44.162851,1
2441,-94.025567,47.047685,1
2442,-94.003587,44.265099,1
2443,-93.983001,41.420821,1
2444,-93.98298,41.420807,1
2445,-93.980316,49.068934,1
2446,-93.945674,44.88433,1
2447,-93.943112,41.229319,1
2448,-93.937135,42.037936,1
2449,-93.92569,46.128489,1
2450,-93.886365,44.542075,1
2451,-93.885475,44.541639,1
2452,-93.863336,46.27899,1
2453,-93.861614,41.606752,1
2454,-93.860001,45.331908,1
2455,-93.854513,45.53188,1
2456,-93.851258,45.287708,1
2457,-93.821625,41.449797,1
2458,-93.796365,46.194587,1
2459,-93.790855,41.175063,1
2460,-93.790804,41.793783,1
2461,-93.769778,47.319529,1
2462,-93.768244,45.155205,1
2463,-93.76783,45.155524,1
2464,-93.758347,45.361988,1
2465,-93.751602,45.354738,1
2466,-93.751452,45.353947,1
2467,-93.750297,41.432428,1
2468,-93.74025,38.767431,1
2469,-93.727649,41.674383,1
2470,-93.725108,45.464432,1
2471,-93.720524,45.460193,1
2472,-93.717299,50.512394,1
2473,-93.716256,45.458878,1
2474,-93.713704,44.883284,1
2475,-93.707428,45.459942,1
2476,-93.702999,41.772765,1
2477,-93.699566,45.491127,1
2478,-93.696991,45.490765,1
2479,-93.694211,44.710372,1
2480,-93.68887,41.611018,1
2481,-93.684022,47.245833,1
2482,-93.678267,43.724343,1
2483,-93.67703,44.208403,1
2484,-93.665482,43.512074,1
2485,-93.642149,45.192692,1
2486,-93.641929,44.942142,1
2487,-93.641122,45.18928,1
2488,-93.640022,45.184805,1
2489,-93.639746,45.14636,1
2490,-93.639383,45.195687,1
2491,-93.638192,42.073017,1
2492,-93.638037,45.256424,1
2493,-93.636014,45.053772,1
2494,-93.633142,42.064283,1
2495,-93.62908,45.308532,1
2496,-93.628828,44.718395,1
2497,-93.622567,41.840563,1
2498,-93.622549,41.841441,1
2499,-93.619842,44.733856,1
2500,-93.618634,44.860219,1
2501,-93.60202,44.735937,1
2502,-93.593266,38.601183,1
2503,-93.591595,44.751082,1
2504,-93.585241,41.982534,1
2505,-93.578567,42.417172,1
2506,-93.577447,41.542481,1
2507,-93.561497,43.737894,1
2508,-93.556246,45.293483,1
2509,-93.534484,47.293021,1
2510,-93.533974,45.259621,1
2511,-93.521461,46.6921,1
2512,-93.52061,44.819109,1
2513,-93.51408,44.820873,1
2514,-93.5141,44.820873,1
2515,-93.511556,38.534144,1
2516,-93.505141,44.882093,1
2517,-93.499052,44.984057,1
2518,-93.493397,42.66733,1
2519,-93.480441,47.217554,1
2520,-93.450916,44.719905,1
2521,-93.426619,43.014749,1
2522,-93.424522,43.019031,1
2523,-93.42224,44.631685,1
2524,-93.410165,44.732797,1
2525,-93.409095,37.294963,1
2526,-93.406045,45.17903,1
2527,-93.404121,44.997625,1
2528,-93.403248,45.574758,1
2529,-93.385776,45.232178,1
2530,-93.383177,42.45051,1
2531,-93.382271,44.967186,1
2532,-93.377358,44.884433,1
2533,-93.376582,44.817062,1
2534,-93.37276,44.841951,1
2535,-93.372658,44.828578,1
2536,-93.370895,44.842794,1
2537,-93.365432,44.835024,1
2538,-93.359479,45.307831,1
2539,-93.355667,45.2632,1
2540,-93.355606,45.263614,1
2541,-93.35529,41.986797,1
2542,-93.351922,45.394578,1
2543,-93.350762,41.775672,1
2544,-93.349651,45.076318,1
2545,-93.348074,45.19074,1
2546,-93.341718,44.987011,1
2547,-93.334915,46.773408,1
2548,-93.319952,43.632567,1
2549,-93.3166,44.966233,1
2550,-93.297,45.210303,1
2551,-93.279183,45.933193,1
2552,-93.267101,46.548153,1
2553,-93.265555,44.815425,1
2554,-93.255883,44.982751,1
2555,-93.252399,45.077013,1
2556,-93.246814,45.095589,1
2557,-93.243759,44.718649,1
2558,-93.233401,44.827578,1
2559,-93.225838,44.719483,1
2560,-93.225342,47.193175,1
2561,-93.224836,42.122552,1
2562,-93.224219,45.252644,1
2563,-93.223792,44.957847,1
2564,-93.216229,44.860846,1
2565,-93.213167,44.93948,1
2566,-93.203574,46.814748,1
2567,-93.199768,45.401826,1
2568,-93.197887,44.90051,1
2569,-93.197387,44.899681,1
2570,-93.196647,44.431071,1
2571,-93.191946,44.90517,1
2572,-93.188788,44.470855,1
2573,-93.179594,46.843418,1
2574,-93.177628,45.1412,1
2575,-93.175355,45.113971,1
2576,-93.17487,44.959561,1
2577,-93.174517,48.627701,1
2578,-93.168729,45.380475,1
2579,-93.16873,45.380475,1
2580,-93.165747,44.460803,1
2581,-93.165703,48.580883,1
2582,-93.164955,45.382061,1
2583,-93.159184,44.942962,1
2584,-93.158011,45.178087,1
2585,-93.155914,44.727233,1
2586,-93.152479,44.014083,1
2587,-93.151771,44.519483,1
2588,-93.144788,44.470172,1
2589,-93.143796,45.020659,1
2590,-93.142471,44.47029,1
2591,-93.13,45,1
2592,-93.128808,44.778695,1
2593,-93.12855,44.78676,1
2594,-93.128205,44.786062,1
2595,-93.12674,44.634151,1
2596,-93.119798,44.819119,1
2597,-93.118476,41.654746,1
2598,-93.116141,45.368906,1
2599,-93.105897,44.341992,1
2600,-93.098626,45.358784,1
2601,-93.093396,44.975544,1
2602,-93.093344,44.687378,1
2603,-93.092248,44.975837,1
2604,-93.088754,45.670341,1
2605,-93.085276,45.182202,1
2606,-93.082491,44.684747,1
2607,-93.081353,45.206309,1
2608,-93.08105,43.203953,1
2609,-93.073699,44.952006,1
2610,-93.07103,44.911725,1
2611,-93.061598,48.342708,1
2612,-93.055061,44.391027,1
2613,-93.048614,44.68152,1
2614,-93.044021,45.086919,1
2615,-93.039462,45.102272,1
2616,-93.034019,44.791772,1
2617,-93.031808,44.501475,1
2618,-93.031603,44.502807,1
2619,-93.029459,45.58484,1
2620,-93.010544,44.262012,1
2621,-93.004932,44.53844,1
2622,-93.004656,45.275466,1
2623,-92.997132,45.173365,1
2624,-92.9908,37.197997,1
2625,-92.975028,45.089328,1
2626,-92.963212,44.798092,1
2627,-92.962228,44.800922,1
2628,-92.961394,45.475883,1
2629,-92.961024,44.796271,1
2630,-92.959767,44.686491,1
2631,-92.955795,44.790072,1
2632,-92.942504,44.514766,1
2633,-92.942147,44.922735,1
2634,-92.91226,44.886151,1
2635,-92.912163,44.886288,1
2636,-92.912082,44.886323,1
2637,-92.901458,44.806728,1
2638,-92.89975,43.680572,1
2639,-92.898512,45.083188,1
2640,-92.895702,45.632034,1
2641,-92.895386,41.45887,1
2642,-92.886755,45.61243,1
2643,-92.886108,44.894692,1
2644,-92.879241,43.739626,1
2645,-92.878835,43.550746,1
2646,-92.865655,45.174254,1
2647,-92.854275,44.654134,1
2648,-92.849853,37.938041,1
2649,-92.84563,45.72351,1
2650,-92.834359,45.027159,1
2651,-92.832413,45.402613,1
2652,-92.83112,45.567124,1
2653,-92.826828,44.707013,1
2654,-92.823508,44.714505,1
2655,-92.821574,44.799254,1
2656,-92.81709,44.940577,1
2657,-92.814049,45.280931,1
2658,-92.813616,44.768807,1
2659,-92.812758,44.768259,1
2660,-92.804356,44.544319,1
2661,-92.799858,44.537638,1
2662,-92.799764,44.53785,1
2663,-92.798703,44.539564,1
2664,-92.795057,44.936602,1
2665,-92.791852,44.927188,1
2666,-92.79186,44.927188,1
2667,-92.788305,41.706593,1
2668,-92.785309,44.846005,1
2669,-92.785308,45.295533,1
2670,-92.778893,44.996781,1
2671,-92.776785,45.175161,1
2672,-92.76566,45.167164,1
2673,-92.75479,45.022919,1
2674,-92.75337,45.71033,1
2675,-92.750333,45.02064,1
2676,-92.749589,45.522571,1
2677,-92.747107,45.293149,1
2678,-92.74446,45.74421,1
2679,-92.736333,45.23059,1
2680,-92.733004,47.091364,1
2681,-92.7258,45.538492,1
2682,-92.71605,44.961067,1
2683,-92.70978,40.30651,1
2684,-92.70792,45.7104,1
2685,-92.68634,44.979576,1
2686,-92.677434,52.916622,1
2687,-92.654187,45.066499,1
2688,-92.65266,45.39772,1
2689,-92.64395,45.42374,1
2690,-92.633526,44.818774,1
2691,-92.617547,41.153978,1
2692,-92.600487,44.578117,1
2693,-92.564385,44.56323,1
2694,-92.543464,42.589321,1
2695,-92.524373,42.740985,1
2696,-92.512919,39.615498,1
2697,-92.508013,44.038747,1
2698,-92.504856,44.036509,1
2699,-92.499267,43.797643,1
2700,-92.498355,46.425165,1
2701,-92.489651,44.139248,1
2702,-92.489566,44.139429,1
2703,-92.47855,35.29504,1
2704,-92.474787,42.512945,1
2705,-92.456437,44.100658,1
2706,-92.454224,42.69501,1
2707,-92.43249,44.029189,1
2708,-92.427003,44.861915,1
2709,-92.405076,43.986451,1
2710,-92.397849,42.757006,1
2711,-92.395613,45.181808,1
2712,-92.387105,45.465352,1
2713,-92.369766,46.653828,1
2714,-92.344226,44.537878,1
2715,-92.33874,44.520016,1
2716,-92.311334,43.994963,1
2717,-92.308623,43.743422,1
2718,-92.287338,39.009325,1
2719,-92.276975,47.541664,1
2720,-92.274517,47.556266,1
2721,-92.272357,46.661169,1
2722,-92.259829,45.37994,1
2723,-92.225625,42.810232,1
2724,-92.219269,43.637724,1
2725,-92.213261,43.643811,1
2726,-92.211032,47.817805,1
2727,-92.18957,48.149933,1
2728,-92.17336,46.73985,1
2729,-92.129386,43.182187,1
2730,-92.12867,47.391397,1
2731,-92.118133,44.544472,1
2732,-92.11628,44.544053,1
2733,-92.112184,46.802683,1
2734,-92.101148,44.397792,1
2735,-92.1013,44.397792,1
2736,-92.1012,44.397792,1
2737,-92.11,44.397792,1
2738,-92.10115,44.397792,1
2739,-92.087602,46.823007,1
2740,-92.086266,42.867405,1
2741,-92.078951,43.67122,1
2742,-92.072379,46.122788,1
2743,-92.050141,46.081086,1
2744,-92.046326,44.04665,1
2745,-92.042698,42.211092,1
2746,-92.029628,44.562113,1
2747,-91.990723,38.949312,1
2748,-91.977037,46.882717,1
2749,-91.943009,46.151547,1
2750,-91.932107,44.259369,1
2751,-91.930513,44.259092,1
2752,-91.923459,44.264147,1
2753,-91.92108,44.256245,1
2754,-91.907501,44.905192,1
2755,-91.894906,44.902107,1
2756,-91.876003,47.903527,1
2757,-91.856005,47.912622,1
2758,-91.848449,44.987343,1
2759,-91.839982,43.681109,1
2760,-91.834142,44.866039,1
2761,-91.827538,43.675167,1
2762,-91.788472,44.947116,1
2763,-91.739373,41.726764,1
2764,-91.724696,43.533857,1
2765,-91.665745,47.016003,1
2766,-91.639999,47.738335,1
2767,-91.636812,46.165142,1
2768,-91.605788,44.000358,1
2769,-91.564258,41.849341,1
2770,-91.541372,43.695903,1
2771,-91.526894,44.804547,1
2772,-91.526798,41.625475,1
2773,-91.525237,41.645858,1
2774,-91.522265,44.808032,1
2775,-91.491809,45.70914,1
2776,-91.48351,44.02612,1
2777,-91.481076,44.018053,1
2778,-91.479999,42.348679,1
2779,-91.477684,47.148751,1
2780,-91.42281,43.767743,1
2781,-91.423,43.767743,1
2782,-91.4228,43.767743,1
2783,-91.409395,43.95752,1
2784,-91.380326,44.818551,1
2785,-91.379089,43.842918,1
2786,-91.362655,44.483033,1
2787,-91.297896,47.26253,1
2788,-91.295123,43.968541,1
2789,-91.294595,43.969966,1
2790,-91.294587,43.969488,1
2791,-91.294144,47.300387,1
2792,-91.291789,46.208329,1
2793,-91.287193,43.928014,1
2794,-91.226068,43.822652,1
2795,-91.204095,44.333887,1
2796,-91.20191,43.78148,1
2797,-91.201515,43.768762,1
2798,-91.197057,47.381044,1
2799,-91.193005,37.005357,1
2800,-91.184745,46.579464,1
2801,-91.183199,43.091041,1
2802,-91.145578,44.911707,1
2803,-91.137571,44.586769,1
2804,-91.121512,42.921016,1
2805,-91.093399,47.417022,1
2806,-91.085686,42.47443,1
2807,-91.080855,41.363178,1
2808,-91.069572,44.582408,1
2809,-91.069489,44.582312,1
2810,-91.01818,42.734742,1
2811,-91.017867,42.734058,1
2812,-91.012432,43.837751,1
2813,-91.01172,39.180875,1
2814,-90.983907,47.487119,1
2815,-90.921084,43.034579,1
2816,-90.920928,46.351617,1
2817,-90.920083,39.019506,1
2818,-90.883472,46.568848,1
2819,-90.869052,47.554491,1
2820,-90.866952,44.111437,1
2821,-90.828776,38.480305,1
2822,-90.825731,41.433428,1
2823,-90.795037,43.096542,1
2824,-90.77395,47.629586,1
2825,-90.771891,43.427441,1
2826,-90.769764,43.574391,1
2827,-90.752758,40.439491,1
2828,-90.741712,44.301432,1
2829,-90.724453,37.572111,1
2830,-90.713775,40.501445,1
2831,-90.713617,47.662723,1
2832,-90.680489,43.132109,1
2833,-90.667326,42.155311,1
2834,-90.634558,43.611267,1
2835,-90.633654,42.461771,1
2836,-90.594095,43.178721,1
2837,-90.511088,41.436631,1
2838,-90.498381,43.363305,1
2839,-90.476885,42.726097,1
2840,-90.460065,46.421121,1
2841,-90.436874,46.562172,1
2842,-90.400597,41.588547,1
2843,-90.395358,42.40189,1
2844,-90.379617,43.185105,1
2845,-90.379582,43.184951,1
2846,-90.344567,40.825772,1
2847,-90.344401,47.745027,1
2848,-90.3287,40.312962,1
2849,-90.32436,43.367053,1
2850,-90.297358,42.222328,1
2851,-90.283235,44.584501,1
2852,-90.273055,42.430608,1
2853,-90.26871,42.243397,1
2854,-90.25524,42.915438,1
2855,-90.24476,43.276757,1
2856,-90.242029,43.276577,1
2857,-90.213325,44.66637,1
2858,-90.209394,38.934959,1
2859,-90.192073,44.070927,1
2860,-90.182442,44.337017,1
2861,-90.181773,43.151754,1
2862,-90.181463,43.151516,1
2863,-90.181111,43.151936,1
2864,-90.180579,43.152766,1
2865,-90.175438,38.816673,1
2866,-90.171854,44.056043,1
2867,-90.171413,44.055393,1
2868,-90.150253,38.699606,1
2869,-90.112716,41.922592,1
2870,-90.105422,42.051272,1
2871,-90.09501,43.593614,1
2872,-90.084776,40.356925,1
2873,-90.060254,43.200636,1
2874,-90.059717,43.200265,1
2875,-90.059015,43.201732,1
2876,-90.05902,43.201732,1
2877,-90.058864,43.199567,1
2878,-90.048976,40.574764,1
2879,-90.042633,43.963162,1
2880,-90.011119,38.890748,1
2881,-90.003124,38.789751,1
2882,-89.999945,38.67417,1
2883,-89.983432,40.148522,1
2884,-89.964937,42.77538,1
2885,-89.919587,43.000083,1
2886,-89.914773,40.503313,1
2887,-89.911793,43.891715,1
2888,-89.901542,43.557183,1
2889,-89.90077,43.922044,1
2890,-89.900628,43.920254,1
2891,-89.898506,44.137652,1
2892,-89.89134,41.444343,1
2893,-89.89133,41.443473,1
2894,-89.888955,44.114445,1
2895,-89.877103,43.694981,1
2896,-89.87709,43.694999,1
2897,-89.876215,43.694443,1
2898,-89.876076,43.694239,1
2899,-89.872055,42.953903,1
2900,-89.871377,43.860932,1
2901,-89.870346,42.952156,1
2902,-89.870057,40.390417,1
2903,-89.867604,42.952923,1
2904,-89.855237,43.750955,1
2905,-89.85334,44.184254,1
2906,-89.853235,40.153072,1
2907,-89.85147,40.15454,1
2908,-89.84701,43.885856,1
2909,-89.8348,42.987408,1
2910,-89.831288,44.256453,1
2911,-89.819008,43.532055,1
2912,-89.818264,43.997906,1
2913,-89.818192,43.997485,1
2914,-89.816944,43.997756,1
2915,-89.816236,43.188215,1
2916,-89.815085,43.651615,1
2917,-89.813088,43.236647,1
2918,-89.809777,44.242511,1
2919,-89.809539,43.105928,1
2920,-89.808437,43.104796,1
2921,-89.807178,43.105489,1
2922,-89.800315,40.823423,1
2923,-89.792033,43.292388,1
2924,-89.79041,43.292781,1
2925,-89.790187,43.292451,1
2926,-89.787104,44.177192,1
2927,-89.781722,43.195008,1
2928,-89.781716,43.433217,1
2929,-89.773374,43.138953,1
2930,-89.771548,40.522667,1
2931,-89.77149,40.5227,1
2932,-89.766324,42.845129,1
2933,-89.765128,42.845924,1
2934,-89.762561,43.484799,1
2935,-89.759413,44.349322,1
2936,-89.759358,44.349375,1
2937,-89.753006,43.291024,1
2938,-89.751969,44.362822,1
2939,-89.750626,43.549152,1
2940,-89.750407,44.327857,1
2941,-89.735811,43.356081,1
2942,-89.724253,43.413157,1
2943,-89.720661,43.414711,1
2944,-89.707588,46.700727,1
2945,-89.687967,46.232853,1
2946,-89.686517,43.119397,1
2947,-89.683225,43.123326,1
2948,-89.673306,43.122348,1
2949,-89.673141,43.122975,1
2950,-89.65661,44.434369,1
2951,-89.648291,43.291902,1
2952,-89.647976,43.292495,1
2953,-89.639604,43.556075,1
2954,-89.63746,44.438889,1
2955,-89.636474,43.982447,1
2956,-89.630538,42.782513,1
2957,-89.628563,43.033423,1
2958,-89.627288,39.707925,1
2959,-89.627084,44.592855,1
2960,-89.625276,43.189551,1
2961,-89.623305,44.950763,1
2962,-89.589037,44.580764,1
2963,-89.578468,43.776554,1
2964,-89.568462,43.367275,1
2965,-89.566244,44.540516,1
2966,-89.565752,43.075638,1
2967,-89.565091,42.981001,1
2968,-89.555344,45.498377,1
2969,-89.553938,39.754779,1
2970,-89.540896,48.143594,1
2971,-89.525949,42.998305,1
2972,-89.523072,44.473647,1
2973,-89.515006,46.654623,1
2974,-89.510602,41.648816,1
2975,-89.50655,43.090323,1
2976,-89.50508,42.959987,1
2977,-89.496015,41.630408,1
2978,-89.494292,42.697894,1
2979,-89.493424,42.702871,1
2980,-89.492227,42.701251,1
2981,-89.490767,40.671655,1
2982,-89.485545,43.122952,1
2983,-89.48525,43.124854,1
2984,-89.483167,43.12306,1
2985,-89.445409,43.120011,1
2986,-89.441664,43.234778,1
2987,-89.441543,43.235495,1
2988,-89.4415,43.235495,1
2989,-89.441476,43.23358,1
2990,-89.440839,43.030244,1
2991,-89.440596,43.233504,1
2992,-89.439711,43.089193,1
2993,-89.431758,43.038303,1
2994,-89.430802,43.041077,1
2995,-89.422698,43.017485,1
2996,-89.40774,44.50934,1
2997,-89.392895,43.696428,1
2998,-89.391264,43.694804,1
2999,-89.390331,43.691534,1
3000,-89.389211,43.614643,1
3001,-89.385257,46.658782,1
3002,-89.384353,43.45629,1
3003,-89.383427,46.660187,1
3004,-89.380749,43.321933,1
3005,-89.378171,43.321452,1
3006,-89.375985,43.760911,1
3007,-89.374624,43.966361,1
3008,-89.373661,43.964613,1
3009,-89.369188,40.986105,1
3010,-89.368868,40.794206,1
3011,-89.360082,48.315296,1
3012,-89.355688,41.856505,1
3013,-89.354582,42.730584,1
3014,-89.353237,41.888866,1
3015,-89.351738,43.319038,1
3016,-89.349128,41.883567,1
3017,-89.34317,43.027725,1
3018,-89.341567,43.104953,1
3019,-89.341215,43.103902,1
3020,-89.341168,43.704936,1
3021,-89.340417,41.905122,1
3022,-89.338723,43.108351,1
3023,-89.338408,39.2429,1
3024,-89.338075,44.039835,1
3025,-89.3326,41.23881,1
3026,-89.32507,41.205975,1
3027,-89.323574,43.469767,1
3028,-89.323451,41.886553,1
3029,-89.3235,41.886553,1
3030,-89.321716,41.215481,1
3031,-89.319317,41.197125,1
3032,-89.310881,40.771662,1
3033,-89.309784,41.980448,1
3034,-89.305154,41.689094,1
3035,-89.290433,43.197704,1
3036,-89.286553,43.086103,1
3037,-89.272541,44.544736,1
3038,-89.266883,44.069976,1
3039,-89.265975,42.110806,1
3040,-89.26247,35.498858,1
3041,-89.2574,35.497008,1
3042,-89.25618,42.343697,1
3043,-89.249939,48.402093,1
3044,-89.236345,42.495087,1
3045,-89.235689,42.350804,1
3046,-89.221836,43.056286,1
3047,-89.218439,37.869929,1
3048,-89.194606,42.211047,1
3049,-89.193667,44.002733,1
3050,-89.187556,43.1904,1
3051,-89.187225,43.200085,1
3052,-89.17733,42.785708,1
3053,-89.166017,43.253417,1
3054,-89.164352,40.647677,1
3055,-89.163365,40.652093,1
3056,-89.156675,42.304985,1
3057,-89.151555,43.969412,1
3058,-89.150583,43.967417,1
3059,-89.150517,43.967417,1
3060,-89.13339,40.34984,1
3061,-89.1299,42.078301,1
3062,-89.129784,42.078375,1
3063,-89.106997,42.457155,1
3064,-89.104689,44.320933,1
3065,-89.099732,42.83868,1
3066,-89.099228,42.494255,1
3067,-89.059734,42.990129,1
3068,-89.059091,42.990851,1
3069,-89.057989,42.989976,1
3070,-89.047786,42.423996,1
3071,-89.043735,40.640361,1
3072,-89.042908,42.5709,1
3073,-89.041784,42.571705,1
3074,-89.034937,43.056059,1
3075,-89.027188,43.82276,1
3076,-89.018619,42.327028,1
3077,-89.018592,42.3264,1
3078,-89.018153,42.669965,1
3079,-89.017867,42.327387,1
3080,-89.017824,42.327598,1
3081,-89.016377,42.658853,1
3082,-89.00942,43.302746,1
3083,-88.990172,41.321153,1
3084,-88.984127,45.819128,1
3085,-88.981797,42.344628,1
3086,-88.967365,42.422699,1
3087,-88.956015,42.200324,1
3088,-88.94943,40.505787,1
3089,-88.949091,40.505699,1
3090,-88.930223,42.189021,1
3091,-88.92833,42.189903,1
3092,-88.909432,37.809559,1
3093,-88.89875,43.136525,1
3094,-88.897184,42.287933,1
3095,-88.895478,43.136303,1
3096,-88.893732,46.491728,1
3097,-88.877137,42.955992,1
3098,-88.861938,41.767567,1
3099,-88.861481,41.767668,1
3100,-88.835953,42.117198,1
3101,-88.830672,43.005604,1
3102,-88.830486,43.00188,1
3103,-88.828448,42.600854,1
3104,-88.811205,39.543905,1
3105,-88.783103,38.046331,1
3106,-88.761849,41.931902,1
3107,-88.758468,41.908456,1
3108,-88.738451,41.674773,1
3109,-88.735353,37.867122,1
3110,-88.734558,41.624747,1
3111,-88.73428,41.825359,1
3112,-88.73348,41.818694,1
3113,-88.733197,41.819429,1
3114,-88.73285,41.829509,1
3115,-88.720494,37.071483,1
3116,-88.718966,42.743406,1
3117,-88.714878,42.743448,1
3118,-88.714625,42.744055,1
