,X_WGS84,Y_WGS84,pengra
2054,-105.71,55.74,0
2055,-105.703121,33.930742,0
2056,-105.701383,35.665767,0
2057,-105.6913,39.3393,0
2058,-105.677253,36.748383,0
2059,-105.67303,33.310141,0
2060,-105.67,61.64,0
2061,-105.633759,35.009493,0
2062,-105.62402,42.4073,0
2063,-105.6133,33.0252,0
2064,-105.60999,41.419023,0
2065,-105.609941,40.696193,0
2066,-105.599416,40.507234,0
2067,-105.59004,36.565529,0
2068,-105.5892,43.4207,0
2069,-105.58379,38.4026,0
2070,-105.582359,44.450197,0
2071,-105.5814,40.9084,0
2072,-105.574715,39.991009,0
2073,-105.573159,38.166953,0
2074,-105.567422,46.63198,0
2075,-105.566711,36.361437,0
2076,-105.566128,40.208872,0
2077,-105.547211,32.532894,0
2078,-105.545,32.77,0
2079,-105.544219,39.038046,0
2080,-105.5399098,46.41220493,0
2081,-105.527285,50.414531,0
2082,-105.52,71.43,0
2083,-105.511772,44.265135,0
2084,-105.510082,33.473898,0
2085,-105.5,56.79,0
2086,-105.498017,26.448555,0
2087,-105.48879,39.79918,0
2088,-105.487864,37.653674,0
2089,-105.48,67.81,0
2090,-105.475032,39.405598,0
2091,-105.447778,35.8121,0
2092,-105.4405,44.6292,0
2093,-105.44,73.33,0
2094,-105.426546,37.429006,0
2095,-105.425803,41.229442,0
2096,-105.4225,35.5145,0
2097,-105.417935,39.627391,0
2098,-105.413625,51.219554,0
2099,-105.4054,36.0216,0
2100,-105.3949,43.9639,0
2101,-105.3705,52.202081,0
2102,-105.365,44.8873,0
2103,-105.36332,35.263163,0
2104,-105.34917,40.95472,0
2105,-105.33889,40.43246,0
2106,-105.333977,50.584459,0
2107,-105.32386,38.457934,0
2108,-105.313922,40.705495,0
2109,-105.31221,46.82202,0
2110,-105.31,34.99,0
2111,-105.309722,42.414167,0
2112,-105.297647,36.344503,0
2113,-105.29147,38.916041,0
2114,-105.28896,47.31093,0
2115,-105.2867,41.8597,0
2116,-105.2568,42.233,0
2117,-105.2458,36.7583,0
2118,-105.239371,43.655489,0
2119,-105.232445,36.172667,0
2120,-105.22725,36.986,0
2121,-105.219065,49.217575,0
2122,-105.219064,50.023847,0
2123,-105.214692,37.962947,0
2124,-105.204076,37.593505,0
2125,-105.201492,36.538094,0
2126,-105.196495,51.434962,0
2127,-105.182337,35.65213,0
2128,-105.18056,34.59334,0
2129,-105.17323,39.34107,0
2130,-105.170822,32.891483,0
2131,-105.17,58.48,0
2132,-105.164137,50.98775,0
2133,-105.136467,39.964592,0
2134,-105.135879,40.169093,0
2135,-105.133263,39.772122,0
2136,-105.13125,42.835996,0
2137,-105.12882,48.80391,0
2138,-105.11017,34.13268,0
2139,-105.10015,40.605449,0
2140,-105.09906,39.08784,0
2141,-105.08417,38.13657,0
2142,-105.076616,49.723051,0
2143,-105.076454,33.66372,0
2144,-105.0748,23.8853,0
2145,-105.06,65.56,0
2146,-105.037857,40.949335,0
2147,-105.03497,46.42996,0
2148,-105.021992,35.907118,0
2149,-105.01752,35.07937,0
2150,-105.010222,36.764861,0
2151,-105.00798,37.87983,0
2152,-105,40.33333,0
2153,-104.99015,34.899338,0
2154,-104.981748,38.903919,0
2155,-104.98,60.77,0
2156,-104.98,62.44,0
2157,-104.966462,38.530864,0
2158,-104.96435,37.41697,0
2159,-104.9621157,44.96376513,0
2160,-104.960808,42.130318,0
2161,-104.956334,35.593637,0
2162,-104.95222,41.7864,0
2163,-104.950885,39.535209,0
2164,-104.95,67.39,0
2165,-104.94997,42.41608,0
2166,-104.943174,32.139827,0
2167,-104.936161,27.311795,0
2168,-104.927392,37.181821,0
2169,-104.912558,49.025239,0
2170,-104.901024,47.272427,0
2171,-104.894966,39.787474,0
2172,-104.8898,41.544,0
2173,-104.877667,36.946694,0
2174,-104.871097,50.642662,0
2175,-104.870498,39.156998,0
2176,-104.87,63.47,0
2177,-104.864105,40.169796,0
2178,-104.858056,36.513056,0
2179,-104.844766,37.598716,0
2180,-104.843627,33.370766,0
2181,-104.840738,32.381588,0
2182,-104.839256,51.240424,0
2183,-104.8367379,44.59007826,0
2184,-104.831934,38.285599,0
2185,-104.830298,38.044062,0
2186,-104.821892,31.898727,0
2187,-104.8195,40.8648,0
2188,-104.8114,44.3442,0
2189,-104.81123,36.18782,0
2190,-104.809829,54.192529,0
2191,-104.79,59.85,0
2192,-104.7872,23.9708,0
2193,-104.76,64.8,0
2194,-104.76,56.73,0
2195,-104.752757,39.391376,0
2196,-104.750896,37.813403,0
2197,-104.725658,41.97651,0
2198,-104.721502,39.012396,0
2199,-104.706196,39.567991,0
2200,-104.697968,41.127599,0
2201,-104.693828,35.521234,0
2202,-104.688686,38.753067,0
2203,-104.68579,37.12738,0
2204,-104.683059,40.509984,0
2205,-104.675682,31.112872,0
2206,-104.669,34.936,0
2207,-104.665203,49.30473,0
2208,-104.6534035,46.41685008,0
2209,-104.638838,50.431553,0
2210,-104.6269,42.6452,0
2211,-104.625444,36.725444,0
2212,-104.6115679,47.69003775,0
2213,-104.609854,50.788436,0
2214,-104.607597,38.451674,0
2215,-104.606152,39.96217,0
2216,-104.606139,36.909278,0
2217,-104.6039327,44.73846857,0
2218,-104.6017,40.7886,0
2219,-104.600862,38.258666,0
2220,-104.597687,36.387088,0
2221,-104.58693,36.02098,0
2222,-104.5670952,44.144163,0
2223,-104.56,69.82,0
2224,-104.5517363,46.06350194,0
2225,-104.547916,44.920411,0
2226,-104.532566,42.209103,0
2227,-104.525,39.738333,0
2228,-104.5172909,48.14719814,0
2229,-104.515327,45.516823,0
2230,-104.51155,40.97534,0
2231,-104.49978,47.10509,0
2232,-104.4918932,48.37841837,0
2233,-104.488091,40.624234,0
2234,-104.45968,48.56217,0
2235,-104.45875,32.18318,0
2236,-104.4518235,43.34163042,0
2237,-104.4427456,47.9084586,0
2238,-104.432867,45.835076,0
2239,-104.403,35.909,0
2240,-104.39213,34.61309,0
2241,-104.378967,37.941336,0
2242,-104.378064,38.727819,0
2243,-104.37,36.9193,0
2244,-104.35912,41.4536,0
2245,-104.3426,44.583,0
2246,-104.338598,33.592741,0
2247,-104.3319,43.6151,0
2248,-104.32,66.53,0
2249,-104.310923,42.102579,0
2250,-104.305625,39.569988,0
2251,-104.29469,44.406346,0
2252,-104.292407,50.591555,0
2253,-104.291985,39.213638,0
2254,-104.2889,41.1725,0
2255,-104.278595,32.447842,0
2256,-104.272768,36.084233,0
2257,-104.272678,39.016433,0
2258,-104.2714,37.1733,0
2259,-104.2712478,46.04593359,0
2260,-104.222927,41.71316,0
2261,-104.2039,44.2385,0
2262,-104.18827,47.1153,0
2263,-104.18,79.12,0
2264,-104.179412,35.394225,0
2265,-104.1766,46.5046,0
2266,-104.15633,47.35483,0
2267,-104.15,63.59,0
2268,-104.133108,50.794089,0
2269,-104.1123,38.1571,0
2270,-104.103622,30.706393,0
2271,-104.093764,32.279542,0
2272,-104.0813,44.583,0
2273,-104.071464,31.916078,0
2274,-104.070367,35.092261,0
2275,-104.07,64.96,0
2276,-104.0699202,44.07708625,0
2277,-104.062222,24.590833,0
2278,-104.0622,41.9078,0
2279,-104.040138,35.660417,0
2280,-104.03846,43.79087,0
2281,-104.02078,30.304164,0
2282,-104.01279,43.55129,0
2283,-104.0028,37.0392,0
2284,-103.998559,40.811058,0
2285,-103.977005,39.505805,0
2286,-103.97431,45.54998,0
2287,-103.97417,45.1738,0
2288,-103.97348,44.40692,0
2289,-103.967945,34.449526,0
2290,-103.967056,47.858727,0
2291,-103.96,60.84,0
2292,-103.93114,36.86725,0
2293,-103.925698,38.472385,0
2294,-103.923967,30.5948,0
2295,-103.92,57.99,0
2296,-103.91127,37.33952,0
2297,-103.907194,46.297161,0
2298,-103.889425,38.284556,0
2299,-103.88375,41.54178,0
2300,-103.88271,42.72341,0
2301,-103.874661,40.417863,0
2302,-103.853972,35.268972,0
2303,-103.85,49.67,0
2304,-103.85,20.6,0
2305,-103.84139,38.73662,0
2306,-103.84,59.21,0
2307,-103.84,55.36,0
2308,-103.82764,43.29724,0
2309,-103.82723,36.05608,0
2310,-103.826778,39.315234,0
2311,-103.81373,43.97431,0
2312,-103.8,67.13,0
2313,-103.79206,42.06044,0
2314,-103.768745,31.6745,0
2315,-103.756333,44.177081,0
2316,-103.75355,46.9183,0
2317,-103.74432,44.75775,0
2318,-103.733771,30.99203,0
2319,-103.730132,44.481582,0
2320,-103.73,56.69,0
2321,-103.722117,37.119257,0
2322,-103.717156,42.565666,0
2323,-103.707289,52.5418,0
2324,-103.70212,43.79416,0
2325,-103.70154,41.23581,0
2326,-103.70076,38.9028,0
2327,-103.690445,35.904612,0
2328,-103.69,62.29,0
2329,-103.6892,40.8997,0
2330,-103.67861,39.47444,0
2331,-103.670307,41.834753,0
2332,-103.655855,43.538635,0
2333,-103.65,53.84,0
2334,-103.6494,35.7075,0
2335,-103.640805,36.544278,0
2336,-103.63185,34.214588,0
2337,-103.6287,42.8416,0
2338,-103.616983,48.202263,0
2339,-103.609948,37.617251,0
2340,-103.601663,25.897315,0
2341,-103.600747,30.281542,0
2342,-103.594907,47.328678,0
2343,-103.594247,40.2544,0
2344,-103.584724,39.159721,0
2345,-103.579684,41.583907,0
2346,-103.5719,43.36711,0
2347,-103.562387,34.025745,0
2348,-103.558585,33.333092,0
2349,-103.555743,45.566995,0
2350,-103.554688,30.030128,0
2351,-103.5514,42.3347,0
2352,-103.53502,43.93027,0
2353,-103.50611,38.715,0
2354,-103.4965,37.8033,0
2355,-103.491333,36.825917,0
2356,-103.490067,44.175237,0
2357,-103.487128,45.874038,0
2358,-103.485131,46.988567,0
2359,-103.47907,43.1786,0
2360,-103.473678,44.427138,0
2361,-103.46727,29.491787,0
2362,-103.466128,37.011328,0
2363,-103.46,65.98,0
2364,-103.4556917,47.61372435,0
2365,-103.45451,42.71375,0
2366,-103.4503,34.9242,0
2367,-103.443799,46.600111,0
2368,-103.431074,38.043153,0
2369,-103.403529,43.547206,0
2370,-103.388808,29.234812,0
2371,-103.370632,34.176247,0
2372,-103.369112,43.761982,0
2373,-103.36828,39.741233,0
2374,-103.367472,35.406862,0
2375,-103.3565,37.1701,0
2376,-103.356391,39.038275,0
2377,-103.35062,32.1558,0
2378,-103.35,51.25,0
2379,-103.34446,40.87481,0
2380,-103.310857,46.387184,0
2381,-103.30537,46.78452,0
2382,-103.302195,36.567917,0
2383,-103.274101,38.8081,0
2384,-103.26058,42.44451,0
2385,-103.257462,34.390201,0
2386,-103.25233,40.16009,0
2387,-103.2478837,47.47676563,0
2388,-103.23889,23.60972,0
2389,-103.213336,29.826983,0
2390,-103.21306,34.67437,0
2391,-103.19212,37.33677,0
2392,-103.19,78.89,0
2393,-103.18139,24.21333,0
2394,-103.179795,32.698508,0
2395,-103.173294,29.207166,0
2396,-103.16023,35.86909,0
2397,-103.16,64.61,0
2398,-103.16,63.59,0
2399,-103.151917,48.026467,0
2400,-103.13223,45.58342,0
2401,-103.127439,49.168981,0
2402,-103.114349,41.677142,0
2403,-103.107977,38.986351,0
2404,-103.0915,36.4244,0
2405,-103.090491,41.154355,0
2406,-103.08,60.77,0
2407,-103.0722,40.52301,0
2408,-103.07,27.74,0
2409,-103.055724,43.643761,0
2410,-103.04353,36.24725,0
2411,-103.042582,32.122868,0
2412,-103.04,52.96,0
2413,-103.034408,47.332753,0
2414,-103.02689,37.91273,0
2415,-103.019805,36.601583,0
2416,-103.01263,37.14136,0
2417,-103.00296,42.4951,0
2418,-103,67.24,0
2419,-102.99991,42.7425,0
2420,-102.990502,48.270346,0
2421,-102.98323,44.11839,0
2422,-102.974846,37.462034,0
2423,-102.97382,41.45792,0
2424,-102.9625,40.10541,0
2425,-102.930091,38.081193,0
2426,-102.92494,39.81497,0
2427,-102.902268,34.865281,0
2428,-102.899605,48.453728,0
2429,-102.885973,32.54463,0
2430,-102.883994,36.847288,0
2431,-102.871722,39.298054,0
2432,-102.856597,42.337613,0
2433,-102.8527,41.98732,0
2434,-102.849078,43.90441,0
2435,-102.84403,47.861767,0
2436,-102.815209,40.828467,0
2437,-102.794343,46.889742,0
2438,-102.790903,30.894873,0
2439,-102.782363,33.957917,0
2440,-102.764302,37.559331,0
2441,-102.763194,46.399444,0
2442,-102.752227,20.822138,0
2443,-102.75,57.26,0
2444,-102.74321,37.018279,0
2445,-102.71496,41.1486,0
2446,-102.714142,44.605209,0
2447,-102.71228,36.729302,0
2448,-102.71222,38.34694,0
2449,-102.7,59.32,0
2450,-102.7,56.24,0
2451,-102.680594,32.117624,0
2452,-102.673317,48.124753,0
2453,-102.66639,38.79083,0
2454,-102.662647,50.595564,0
2455,-102.66224,45.80243,0
2456,-102.651115,32.647251,0
2457,-102.6426737,47.35377903,0
2458,-102.62,62.25,0
2459,-102.617144,37.366682,0
2460,-102.6125,39.475278,0
2461,-102.60166,42.06831,0
2462,-102.59739,40.94752,0
2463,-102.592144,33.786979,0
2464,-102.566842,43.69847,0
2465,-102.555406,45.971595,0
2466,-102.551186,49.706085,0
2467,-102.543921,37.636193,0
2468,-102.54155,33.408222,0
2469,-102.540313,45.570642,0
2470,-102.5108,36.8892,0
2471,-102.51,65.53,0
2472,-102.51,54.87,0
2473,-102.49611,38.54139,0
2474,-102.47477,47.97722,0
2475,-102.467973,43.273228,0
2476,-102.46027,42.46183,0
2477,-102.45905,39.7613,0
2478,-102.452653,48.590947,0
2479,-102.444183,30.24898,0
2480,-102.42492,41.9399,0
2481,-102.42472,46.958466,0
2482,-102.422017,35.155133,0
2483,-102.398262,43.870874,0
2484,-102.39232,48.329072,0
2485,-102.381267,44.072045,0
2486,-102.36788,39.42012,0
2487,-102.36,66.55,0
2488,-102.35361,38.81583,0
2489,-102.34707,41.61503,0
2490,-102.323433,31.88987,0
2491,-102.32,78.62,0
2492,-102.28644,43.03912,0
2493,-102.28,60.88,0
2494,-102.27689,40.583521,0
2495,-102.27611,22.36083,0
2496,-102.26389,40.91587,0
2497,-102.258766,35.683633,0
2498,-102.254208,32.710206,0
2499,-102.231846,31.396122,0
2500,-102.21322,47.30525135,0
2501,-102.193895,21.979862,0
2502,-102.18498,39.88559,0
2503,-102.18274,39.630577,0
2504,-102.17,49.23,0
2505,-102.168372,45.675803,0
2506,-102.16798,46.69561,0
2507,-102.164503,35.495839,0
2508,-102.164078,43.97842,0
2509,-102.152633,47.624471,0
2510,-102.13415,41.31688,0
2511,-102.13,58.9,0
2512,-102.13,52.16,0
2513,-102.114269,50.530419,0
2514,-102.113007,34.913477,0
2515,-102.10817,47.8042,0
2516,-102.105308,34.526518,0
2517,-102.09,72.72,0
2518,-102.08618,41.09213,0
2519,-102.060358,43.806,0
2520,-102.049275,49.734709,0
2521,-102.042197,37.068244,0
2522,-102.03796,37.49643,0
2523,-102.03445,39.33272,0
2524,-102.027412,33.847615,0
2525,-102.01722,42.91929,0
2526,-102.00017,45.03634,0
2527,-101.979336,33.656841,0
2528,-101.970856,32.040013,0
2529,-101.94352,35.25313,0
2530,-101.943265,33.065503,0
2531,-101.914392,47.283628,0
2532,-101.879827,35.469779,0
2533,-101.86606,44.53354,0
2534,-101.853301,41.237529,0
2535,-101.852302,50.312466,0
2536,-101.850953,45.503487,0
2537,-101.850536,50.694963,0
2538,-101.84641,39.73532,0
2539,-101.840942,30.736547,0
2540,-101.83348,38.95282,0
2541,-101.817245,45.968803,0
2542,-101.815396,37.02035,0
2543,-101.800808,30.469926,0
2544,-101.796359,50.917788,0
2545,-101.780228,46.864862,0
2546,-101.777515,34.456217,0
2547,-101.773464,43.998208,0
2548,-101.7727,39.1835,0
2549,-101.77,53.89,0
2550,-101.763084,40.093769,0
2551,-101.75438,37.82939,0
2552,-101.75,64.16,0
2553,-101.747221,33.256577,0
2554,-101.719322,50.083542,0
2555,-101.71257,34.926655,0
2556,-101.700438,31.886551,0
2557,-101.69292,43.17249,0
2558,-101.69157,41.39777,0
2559,-101.67934,38.46951,0
2560,-101.679326,31.026722,0
2561,-101.679153,35.583758,0
2562,-101.67008,43.83378,0
2563,-101.645625,33.493504,0
2564,-101.64323,40.6039,0
2565,-101.64128,40.84514,0
2566,-101.6314,37.30626,0
2567,-101.6314,37.12644,0
2568,-101.627319,34.021837,0
2569,-101.625167,47.513858,0
2570,-101.62349,39.67611,0
2571,-101.623427,41.128008,0
2572,-101.61389,21.73222,0
2573,-101.59778,37.98231,0
2574,-101.58861,32.80712,0
2575,-101.575468,48.430656,0
2576,-101.558537,40.434608,0
2577,-101.53451,42.45523,0
2578,-101.5341,30.127164,0
2579,-101.52277,42.04178,0
2580,-101.521725,31.770485,0
2581,-101.52,66.29,0
2582,-101.50469,37.58464,0
2583,-101.49073,32.231395,0
2584,-101.49,18.8,0
2585,-101.48,63.2,0
2586,-101.45672,34.54165,0
2587,-101.4267,37.8086,0
2588,-101.413238,33.186355,0
2589,-101.411255,46.859476,0
2590,-101.4003781,50.94988339,0
2591,-101.38594,37.04479,0
2592,-101.38364,41.55199,0
2593,-101.366811,35.109287,0
2594,-101.36094,38.7891,0
2595,-101.360623,33.89122,0
2596,-101.3566,41.2141,0
2597,-101.332511,37.406524,0
2598,-101.329694,50.399028,0
2599,-101.321817,29.694216,0
2600,-101.31758,48.27592,0
2601,-101.3166418,47.24847599,0
2602,-101.31144,44.52409,0
2603,-101.310005,50.047642,0
2604,-101.30611,46.14061,0
2605,-101.28,25.41,0
2606,-101.27397,44.930086,0
2607,-101.271531,43.774,0
2608,-101.252175,50.696329,0
2609,-101.250047,49.04791,0
2610,-101.25,53.83,0
2611,-101.242511,47.577814,0
2612,-101.23814,38.48397,0
2613,-101.235593,51.388677,0
2614,-101.22886,39.80656,0
2615,-101.227487,46.726967,0
2616,-101.216726,30.704281,0
2617,-101.21415,47.07293,0
2618,-101.207099,44.694569,0
2619,-101.197037,27.895404,0
2620,-101.18,57.15,0
2621,-101.179237,46.459317,0
2622,-101.178488,39.538837,0
2623,-101.14922,29.966955,0
2624,-101.1471,37.94052,0
2625,-101.14,78.36,0
2626,-101.133702,41.133935,0
2627,-101.133247,31.433328,0
2628,-101.131311,31.149519,0
2629,-101.126681,43.005832,0
2630,-101.125891,49.364138,0
2631,-101.10905,22.02021366,0
2632,-101.106049,33.049599,0
2633,-101.10299,37.40658,0
2634,-101.1,60.32,0
2635,-101.094315,33.46258,0
2636,-101.062937,43.299541,0
2637,-101.06,59.24,0
2638,-101.058988,34.412615,0
2639,-101.033919,49.16267,0
2640,-101.0321071,25.35368871,0
2641,-101.023486,48.099732,0
2642,-101.013598,47.215431,0
2643,-101.010372,38.86958,0
2644,-101.003168,36.616004,0
2645,-100.98262,39.12923,0
2646,-100.9759036,47.46245741,0
2647,-100.967313,31.835048,0
2648,-100.96667,21.21611,0
2649,-100.963972,40.649297,0
2650,-100.95766,41.72665,0
2651,-100.955,37.2603,0
2652,-100.95,65.51,0
2653,-100.95,67.05,0
2654,-100.9443,40.91549,0
2655,-100.931629,29.311839,0
2656,-100.925426,38.691682,0
2657,-100.91486,46.764448,0
2658,-100.91,62.56,0
2659,-100.906859,38.482169,0
2660,-100.899192,28.440088,0
2661,-100.888639,34.535524,0
2662,-100.888199,34.937829,0
2663,-100.885072,40.234479,0
2664,-100.873246,35.213053,0
2665,-100.87055,37.45986,0
2666,-100.8655,38.15462,0
2667,-100.865452,37.901017,0
2668,-100.857833,36.373883,0
2669,-100.843708,36.042784,0
2670,-100.841897,49.573842,0
2671,-100.828786,25.367674,0
2672,-100.827188,33.628441,0
2673,-100.80988,45.82468,0
2674,-100.800216,35.43653,0
2675,-100.7992833,46.01197178,0
2676,-100.79154,45.33708,0
2677,-100.79,23.27,0
2678,-100.7898718,21.86272171,0
2679,-100.7823931,47.03359896,0
2680,-100.763237,29.153767,0
2681,-100.7503654,51.63289103,0
2682,-100.749213,48.123497,0
2683,-100.746481,30.614458,0
2684,-100.74,50.925,0
2685,-100.734691,31.184067,0
2686,-100.72987,40.73774,0
2687,-100.716637,41.21183,0
2688,-100.713256,46.643542,0
2689,-100.697165,38.79945,0
2690,-100.692673,40.352317,0
2691,-100.68699,41.48014,0
2692,-100.68674,37.07537,0
2693,-100.679972,24.791064,0
2694,-100.67832,39.82209,0
2695,-100.6781,43.30584,0
2696,-100.665419,47.838058,0
2697,-100.65819,43.03061,0
2698,-100.65452,47.47109,0
2699,-100.625,50.203806,0
2700,-100.618693,49.040546,0
2701,-100.618045,39.010527,0
2702,-100.617795,34.828185,0
2703,-100.61,58.14,0
2704,-100.571662,37.315173,0
2705,-100.56139,39.97885,0
2706,-100.560775,32.736699,0
2707,-100.55042,45.39826,0
2708,-100.55038,42.44239,0
2709,-100.550236,41.932029,0
2710,-100.55,55.61,0
2711,-100.54654,48.34574,0
2712,-100.537176,48.569451,0
2713,-100.535136,45.657219,0
2714,-100.532604,31.377848,0
2715,-100.52813,37.86371,0
2716,-100.5228,36.8299,0
2717,-100.520332,36.616252,0
2718,-100.52,50.72,0
2719,-100.516542,46.841488,0
2720,-100.510462,49.52468,0
2721,-100.502637,42.824978,0
2722,-100.500253,33.057597,0
2723,-100.488105,32.429388,0
2724,-100.480287,44.564505,0
2725,-100.4769,45.02171,0
2726,-100.474545,31.018918,0
2727,-100.457497,46.44405,0
2728,-100.456925,35.76908,0
2729,-100.45456,42.20736,0
2730,-100.454067,25.002841,0
2731,-100.45016,38.48224,0
2732,-100.45,72.42,0
2733,-100.44025,35.35715,0
2734,-100.4207,39.65307,0
2735,-100.417175,30.140683,0
2736,-100.400668,44.077048,0
2737,-100.398073,45.230666,0
2738,-100.392178,25.742394,0
2739,-100.385033,47.123031,0
2740,-100.38372,34.13009,0
2741,-100.379899,29.648698,0
2742,-100.34417,39.34822,0
2743,-100.34,61.42,0
2744,-100.34,54.3,0
2745,-100.33998,39.88732,0
2746,-100.3396,37.22797,0
2747,-100.3396,37.44422,0
2748,-100.33643,43.36221,0
2749,-100.332206,44.392085,0
2750,-100.32617,37.63514,0
2751,-100.314378,49.130647,0
2752,-100.3,64.12,0
2753,-100.289489,35.902681,0
2754,-100.2875128,48.4649807,0
2755,-100.28173,41.89109,0
2756,-100.274368,45.500522,0
2757,-100.267972,34.377441,0
2758,-100.267867,46.690212,0
2759,-100.261978,47.36815,0
2760,-100.261134,25.334068,0
2761,-100.25752,42.96177,0
2762,-100.2520393,46.26962345,0
2763,-100.24688,37.80844,0
2764,-100.239064,39.071906,0
2765,-100.217051,25.854445,0
2766,-100.202042,51.26608,0
2767,-100.201049,32.181897,0
2768,-100.19312,45.76859,0
2769,-100.183597,25.590572,0
2770,-100.165295,38.860591,0
2771,-100.15978,40.88939,0
2772,-100.15054,44.23168,0
2773,-100.150445,30.481974,0
2774,-100.121658,28.631436,0
2775,-100.120246,41.529877,0
2776,-100.116591,39.598409,0
2777,-100.11407,37.02613,0
2778,-100.107978,29.860579,0
2779,-100.104697,49.263931,0
2780,-100.09281,49.665153,0
2781,-100.086808,42.233876,0
2782,-100.07412,39.36393,0
2783,-100.069463,29.649997,0
2784,-100.066917,45.311934,0
2785,-100.061096,49.049172,0
2786,-100.05813,43.3258,0
2787,-100.046547,43.716372,0
2788,-100.0419,38.05469,0
2789,-100.03775,50.859012,0
2790,-100.03455,42.690128,0
2791,-100.03309,47.96106,0
2792,-100.03,52.77,0
2793,-100.03,78.2,0
2794,-100.01667,37.81078,0
2795,-100.01327,37.42067,0
2796,-100.005036,50.228395,0
2797,-100.001724,32.476469,0
2798,-99.999448,29.397859,0
2799,-99.957235,33.9921,0
2800,-99.945353,27.960827,0
2801,-99.917139,49.8045,0
2802,-99.913333,50.676667,0
2803,-99.9113,37.18855,0
2804,-99.910486,29.207201,0
2805,-99.88204,38.78622,0
2806,-99.881818,32.236524,0
2807,-99.88,65.76,0
2808,-99.86918,38.45558,0
2809,-99.86751,35.88808,0
2810,-99.86436,39.56958,0
2811,-99.850209,46.249305,0
2812,-99.847047,30.524133,0
2813,-99.84569,39.16371,0
2814,-99.84,73.45,0
2815,-99.83342,39.83175,0
2816,-99.831203,31.787574,0
2817,-99.830232,20.119049,0
2818,-99.81900134,45.53032997,0
2819,-99.816948,30.933611,0
2820,-99.802377,20.685097,0
2821,-99.80152,37.88423,0
2822,-99.800997,41.444526,0
2823,-99.79754435,47.18960335,0
2824,-99.79341,39.36664,0
2825,-99.78261,37.39598,0
2826,-99.780075,21.38436,0
2827,-99.774635,36.828648,0
2828,-99.771208,34.670898,0
2829,-99.769382,41.664068,0
2830,-99.767451,32.430349,0
2831,-99.7575,35.545834,0
2832,-99.755486,34.101667,0
2833,-99.752771,37.655841,0
2834,-99.751837,29.699804,0
2835,-99.74889,42.830002,0
2836,-99.745452,49.56946,0
2837,-99.733216,19.369001,0
2838,-99.72809,41.93881,0
2839,-99.716462,35.742229,0
2840,-99.710472,32.058237,0
2841,-99.700144,42.474392,0
2842,-99.69,66.9,0
2843,-99.68217,44.07611,0
2844,-99.680485,32.61277,0
2845,-99.677204,45.317872,0
2846,-99.674447,30.42078,0
2847,-99.66271,38.64026,0
2848,-99.658726,40.160476,0
2849,-99.655731,50.780084,0
2850,-99.64206884,45.78275023,0
2851,-99.638625,46.996495,0
2852,-99.63258,38.40334,0
2853,-99.631653,34.267605,0
2854,-99.63,49.4,0
2855,-99.62955189,44.98231687,0
2856,-99.62284,37.18617,0
2857,-99.617364,30.116886,0
2858,-99.611251,46.40106598,0
2859,-99.601633,39.500482,0
2860,-99.59525,40.42522,0
2861,-99.593042,49.837514,0
2862,-99.586569,29.82855,0
2863,-99.583683,31.675151,0
2864,-99.57912,39.9495,0
2865,-99.576259,47.968521,0
2866,-99.57019,39.68447,0
2867,-99.56081,38.81949,0
2868,-99.560162,49.207678,0
2869,-99.54,56.09,0
2870,-99.537007,48.558403,0
2871,-99.53232,41.30767,0
2872,-99.528374,27.594623,0
2873,-99.522324,29.618121,0
2874,-99.5,75.31,0
2875,-99.5,63.32,0
2876,-99.498313,30.27158,0
2877,-99.49144,30.886078,0
2878,-99.481473,37.026468,0
2879,-99.47486,37.87136,0
2880,-99.469615,32.982678,0
2881,-99.45767,38.2031,0
2882,-99.456347,32.408812,0
2883,-99.45,48.29,0
2884,-99.45,64.33,0
2885,-99.446204,46.716037,0
2886,-99.43,60.46,0
2887,-99.43,58.67,0
2888,-99.39815,41.78477,0
2889,-99.39072,29.999806,0
2890,-99.39,62.29,0
2891,-99.388341,27.901839,0
2892,-99.382942,42.365833,0
2893,-99.381035,36.627041,0
2894,-99.38,72.49,0
2895,-99.37832,37.22789,0
2896,-99.373232,28.337138,0
2897,-99.370856,32.784137,0
2898,-99.37028085,45.77848778,0
2899,-99.34919,42.60104,0
2900,-99.340181,20.065042,0
2901,-99.339487,43.78818,0
2902,-99.338875,29.783071,0
2903,-99.332267,41.025683,0
2904,-99.32448,39.35027,0
2905,-99.324093,39.68036,0
2906,-99.317054,44.010603,0
2907,-99.30985068,44.82643878,0
2908,-99.30922,38.57497,0
2909,-99.30846,38.3497,0
2910,-99.30339544,46.14532437,0
2911,-99.28322,38.87822,0
2912,-99.28296,43.32659,0
2913,-99.27209,38.07718,0
2914,-99.271203,30.1931,0
2915,-99.25891444,46.32789425,0
2916,-99.257048,31.054321,0
2917,-99.242055,27.634541,0
2918,-99.23024,37.50903,0
2919,-99.228828,30.816192,0
2920,-99.22354206,46.5796756,0
2921,-99.21943258,45.28047198,0
2922,-99.21173,34.779446,0
2923,-99.20361,47.92306,0
2924,-99.18849,43.11507,0
2925,-99.186328,29.636556,0
2926,-99.162698,29.370799,0
2927,-99.154572,29.190833,0
2928,-99.1516,43.56079,0
2929,-99.14893004,44.39799973,0
2930,-99.140281,30.006606,0
2931,-99.133949,39.476713,0
2932,-99.12726693,45.71327808,0
2933,-99.10738,37.27007,0
2934,-99.10656,47.16165,0
