,X_WGS84,Y_WGS84,pengra
241,-153.79,64.77,0
242,-153.75,66.59,0
243,-153.71,62.33,0
244,-153.68,61.49,0
245,-153.52,60.62,0
246,-153.3,65.53,0
247,-153.26,67.13,0
248,-153.22,68.53,0
249,-153.14,70.29,0
250,-152.72,69.6,0
251,-152.65,66.86,0
252,-152.57,61.07,0
253,-152.53,65.79,0
254,-152.42,63.43,0
255,-152.31,61.91,0
256,-152,69.14,0
257,-151.93,63.93,0
258,-151.89,61.26,0
259,-151.85,66.75,0
260,-151.66,62.33,0
261,-151.47,68.34,0
262,-151.35,66.13,0
263,-151.28,69.75,0
264,-151.24,64.46,0
265,-151.192595,63.114803,0
266,-151.05,67.62,0
267,-151.01,61.68,0
268,-150.94,66.44,0
269,-150.86,66.82,0
270,-150.67,69.37,0
271,-150.63,62.86,0
272,-150.52,65.79,0
273,-150.48,68.61,0
274,-150.4,61.8,0
275,-150.17,64.23,0
276,-150.06,67.16,0
277,-150.02,65.15,0
278,-149.95,62.29,0
279,-149.87,69.45,0
280,-149.79,69.94,0
281,-149.64,68.99,0
282,-149.6,63.47,0
283,-149.53,68.15,0
284,-149.49,61.83,0
285,-149.45,62.67,0
286,-149.34,65.87,0
287,-149.23,67.63,0
288,-149.11,69.45,0
289,-148.73,62.33,0
290,-148.54,63.55,0
291,-148.46,66.29,0
292,-148.439042,61.788505,0
293,-148.42,67.13,0
294,-148.27,64.88,0
295,-148.08,69.26,0
296,-147.89,68.15,0
297,-147.74,62.06,0
298,-147.62,65.83,0
299,-147.59,69.07,0
300,-147.47,66.63,0
301,-147.43,63.51,0
302,-147.39,67.66,0
303,-147.13,64.31,0
304,-146.94,61.95,0
305,-146.79,65.49,0
306,-146.63,68,0
307,-146.56,69.35,0
308,-146.37,61.53,0
309,-146.33,65.87,0
310,-146.25,67.01,0
311,-146.155564,64.256775,0
312,-145.644103,64.148606,0
313,-145.53,64.92,0
314,-145.49,68.42,0
315,-145.42,63.47,0
316,-145.405272,62.038106,0
317,-145.26,61.34,0
318,-145.156578,66.920676,0
319,-145.151818,66.7229,0
320,-144.84,64,0
321,-144.77,69.26,0
322,-144.69,65.87,0
323,-144.65,67.7,0
324,-144.58,68.65,0
325,-144.332108,61.521197,0
326,-144.2,66.97,0
327,-144.12,63.89,0
328,-144.04,64.96,0
329,-143.89,60.73,0
330,-143.85,69.45,0
331,-143.78,67.05,0
332,-143.4,67.7,0
333,-143.36,62.71,0
334,-143.32,61.68,0
335,-143.28,64.84,0
336,-143.25,68.69,0
337,-143.17,69.45,0
338,-142.9,61.07,0
339,-142.83,62.25,0
340,-142.48,65.49,0
341,-142.47,61.5,0
342,-142.41,67.81,0
343,-142.24,69.04,0
344,-142.16,64.41,0
345,-142.14,66.78,0
346,-142.14,62.82,0
347,-142.03,63.66,0
348,-141.99,62.02,0
349,-141.95,60.69,0
350,-141.8,65.76,0
351,-141.57,66.97,0
352,-141.42,68,0
353,-141.34,69.11,0
354,-141.3,64.73,0
355,-141,62.3,0
356,-140.62,66.52,0
357,-140.43,67.73,0
358,-140.35,63.47,0
359,-140.31,60.96,0
360,-140.2,64.57,0
361,-140.16,65.37,0
362,-140.15646,69.160935,0
363,-139.78,66.75,0
364,-139.74,62.4,0
365,-139.57,64.02,0
366,-139.36,67.89,0
367,-139.29,68.84,0
368,-139.130221,61.388277,0
369,-138.79,66.55,0
370,-138.75,65.11,0
371,-138.56,61.99,0
372,-138.52,68.23,0
373,-138.49,63.47,0
374,-138.442567,61.173628,0
375,-138.07,68.72,0
376,-138.03,65.34,0
377,-137.88,68.08,0
378,-137.681824,60.786453,0
379,-137.61,66.84,0
380,-137.39,62.78,0
381,-137.06,60.37,0
382,-137.01197,61.38799,0
383,-136.96,68.04,0
384,-136.876678,62.591508,0
385,-136.77,67.01,0
386,-136.58,65.07,0
387,-136.51,66.25,0
388,-136.48,60.79,0
389,-136.16,63.81,0
390,-136.123352,61.898792,0
391,-135.86,66.9,0
392,-135.71134,60.857149,0
393,-135.63,65.6,0
394,-135.59903,59.271254,0
395,-135.48,67.85,0
396,-135.337053,60.871506,0
397,-135.25,62.1,0
398,-135.026225,60.661583,0
399,-135,63,0
400,-134.87,66.82,0
401,-134.72,67.81,0
402,-134.692526,60.168942,0
403,-134.68,65.18,0
404,-134.64,65.95,0
405,-134.53,63.93,0
406,-134.49,68.5,0
407,-134.41,69.03,0
408,-133.77,61.45,0
409,-133.72,59.53,0
410,-133.69,68.31,0
411,-133.6,66.84,0
412,-133.54,67.43,0
413,-133.42,63.74,0
414,-133.354715,62.238491,0
415,-133.35,64.88,0
416,-133,66.44,0
417,-132.62,65.98,0
418,-132.59,59.93,0
419,-132.51,67.85,0
420,-132.509492,61.969454,0
421,-132.47,63.09,0
422,-132.39,58.48,0
423,-132.28,64.31,0
424,-132.13,66.75,0
425,-131.98,68.53,0
426,-131.94,59.36,0
427,-131.84,56.65,0
428,-131.82,65.41,0
429,-131.75,61.3,0
430,-131.6,62.71,0
431,-131.52,67.51,0
432,-131.23,63.55,0
433,-131.14,66.36,0
434,-130.971394,58.013372,0
435,-130.87,57.15,0
436,-130.8,64.77,0
437,-130.76,61.3,0
438,-130.72,68.38,0
439,-130.705506,58.179325,0
440,-130.68,60.39,0
441,-130.62,65.74,0
442,-130.57,62.37,0
443,-130.42,66.82,0
444,-129.88,60.43,0
445,-129.85,59.29,0
446,-129.69,64.54,0
447,-129.62,68.95,0
448,-129.59,57.51,0
449,-129.58,63.36,0
450,-129.44,68.02,0
451,-129.068056,59.370536,0
452,-129.05,63.15,0
453,-129.01,66.71,0
454,-128.85,61.76,0
455,-128.82,56.01,0
456,-128.74,56.88,0
457,-128.63,54.33,0
458,-128.47,65.91,0
459,-128.41,53.16,0
460,-128.4,67.73,0
461,-128.25,64.99,0
462,-128.21,54.3,0
463,-128.09,63.97,0
464,-128.02,67.24,0
465,-127.86,68.12,0
466,-127.67,55.25,0
467,-127.64,62.94,0
468,-127.37,56.09,0
469,-127.24,69.04,0
470,-127.14,67.43,0
471,-127.106842,54.772658,0
472,-126.91,63.89,0
473,-126.23,68.88,0
474,-126.15,67.05,0
475,-125.92,57.84,0
476,-125.904,49.164,0
477,-125.88,51.4,0
478,-125.81,64.31,0
479,-125.77,67.66,0
480,-125.75,54.05,0
481,-125.54,68.19,0
482,-125.5,62.25,0
483,-125.47,65.87,0
484,-125.43,66.97,0
485,-125.31,55.44,0
486,-125.28,59.62,0
487,-125.24,60.77,0
488,-125.12,63.2,0
489,-125.04,56.75,0
490,-125.01,68.46,0
491,-124.93,64.38,0
492,-124.91,50.25,0
493,-124.89,72.38,0
494,-124.85,54.06,0
495,-124.67,66.52,0
496,-124.65,49.3,0
497,-124.63,62.1,0
498,-124.509,42.74,0
499,-124.426383,49.617527,0
500,-124.3867,42.2581,0
501,-124.26,54.46,0
502,-124.25,57.95,0
503,-124.161018,52.05067,0
504,-124.13,64.84,0
505,-124.13,60.23,0
506,-124.0678,42.5567,0
507,-124.06,68.5,0
508,-124.05469,49.6126,0
509,-123.98,63.28,0
510,-123.95,67.39,0
511,-123.94,49.17,0
512,-123.94,66.02,0
513,-123.8941,45.8196,0
514,-123.83,53.19,0
515,-123.8226,41.1542,0
516,-123.77485,42.337437,0
517,-123.75,56.2,0
518,-123.75,59.09,0
519,-123.75,74.13,0
520,-123.7386,43.907,0
521,-123.7233,45.9888,0
522,-123.699952,42.646351,0
523,-123.68,61.07,0
524,-123.63,72.41,0
525,-123.625162,42.06577,0
526,-123.583579,48.312983,0
527,-123.558045,40.787237,0
528,-123.5476,44.4985,0
529,-123.5344,42.3644,0
530,-123.530249,48.533428,0
531,-123.524696,47.983316,0
532,-123.4941,45.6552,0
533,-123.474147,41.379341,0
534,-123.460064,48.923825,0
535,-123.400901,40.321408,0
536,-123.344475,39.625825,0
537,-123.3142,42.6322,0
538,-123.3,55.51,0
539,-123.2972,43.4222,0
540,-123.281148,47.046643,0
541,-123.2695,48.7489,0
542,-123.2659,44.7145,0
543,-123.26,60.04,0
544,-123.243544,41.667947,0
545,-123.24,64.88,0
546,-123.22,73.64,0
547,-123.202033,44.102697,0
548,-123.191537,40.737347,0
549,-123.18,67.73,0
550,-123.1695,42.4358,0
551,-123.1616,42.2513,0
552,-123.145889,45.0221,0
553,-123.137222,41.298889,0
554,-123.08068,39.093262,0
555,-123.07,62.21,0
556,-123.07,57.38,0
557,-123.062272,47.872837,0
558,-123.057644,40.477545,0
559,-123.050408,39.907344,0
560,-123.05,49.15,0
561,-123.04,51.72,0
562,-123.0342,43.2822,0
563,-123.03,73.14,0
564,-123.01222,40.98194,0
565,-122.990465,45.500762,0
566,-122.99,66.1,0
567,-122.99,69.14,0
568,-122.9836,44.3936,0
569,-122.970456,44.010117,0
570,-122.9592,44.7636,0
571,-122.95,63.89,0
572,-122.949722,39.712222,0
573,-122.869458,45.849022,0
574,-122.839425,39.467817,0
575,-122.813805,40.856055,0
576,-122.808024,47.046385,0
577,-122.8,50.32,0
578,-122.8,71.73,0
579,-122.79,51.05,0
580,-122.777051,45.012756,0
581,-122.7697,41.310263,0
582,-122.76602,38.745391,0
583,-122.75728,38.93778,0
584,-122.75,53.92,0
585,-122.743526,38.063216,0
586,-122.71187,41.094106,0
587,-122.711294,45.385892,0
588,-122.709717,39.311762,0
589,-122.700409,42.203538,0
590,-122.697,44.1637,0
591,-122.666082,45.669056,0
592,-122.657231,38.519282,0
593,-122.65,49.2,0
594,-122.6247,41.6788,0
595,-122.617224,42.031167,0
596,-122.61,72.8,0
597,-122.61,68.23,0
598,-122.603508,38.242754,0
599,-122.59828,40.28876,0
600,-122.585941,37.862469,0
601,-122.57,66.97,0
602,-122.559589,51.836555,0
603,-122.54,52.2,0
604,-122.53,68.96,0
605,-122.520337,47.306235,0
606,-122.497531,48.757848,0
607,-122.495317,41.469303,0
608,-122.49,52.98,0
609,-122.446667,39.099722,0
610,-122.417,38.875633,0
611,-122.415998,40.998395,0
612,-122.407769,45.536741,0
613,-122.385719,51.985747,0
614,-122.38,58.28,0
615,-122.37745,47.809217,0
616,-122.37711,38.480826,0
617,-122.366274,42.138456,0
618,-122.358128,37.57815,0
619,-122.356095,41.289881,0
620,-122.343009,47.164103,0
621,-122.34,57.27,0
622,-122.301583,37.92044,0
623,-122.3,73.83,0
624,-122.2855,51.747647,0
625,-122.28,52.35,0
626,-122.277481,51.409261,0
627,-122.27,55.6,0
628,-122.23,60.12,0
629,-122.22,61.19,0
630,-122.2081,44.0402,0
631,-122.2,49.17,0
632,-122.19,63.7,0
633,-122.19,72.04,0
634,-122.186286,39.429608,0
635,-122.181667,40.276667,0
636,-122.15,65.07,0
637,-122.14,55.98,0
638,-122.138533,49.37745,0
639,-122.136854,38.476327,0
640,-122.133417,37.755629,0
641,-122.131944,41.865,0
642,-122.131107,38.16916,0
643,-122.120085,52.121841,0
644,-122.114005,37.380805,0
645,-122.08,62.63,0
646,-122.08,59.66,0
647,-122.052427,36.973232,0
648,-122.049611,37.558063,0
649,-122.0489,44.2767,0
650,-122.04,66.06,0
651,-122.04,72.95,0
652,-122.03038,42.13195,0
653,-122.00902,41.239201,0
654,-122,68.23,0
655,-121.999633,38.325198,0
656,-121.989526,38.623347,0
657,-121.94,50.69,0
658,-121.93335,36.61074,0
659,-121.93082,40.82112,0
660,-121.93,54.6,0
661,-121.928833,51.08197,0
662,-121.9118403,41.58392565,0
663,-121.9068,42.537,0
664,-121.89785,37.160417,0
665,-121.897221,37.907557,0
666,-121.89314,36.33366,0
667,-121.8912,45.6431,0
668,-121.89,67.7,0
669,-121.88,51.4,0
670,-121.865984,39.420297,0
671,-121.844537,39.730313,0
672,-121.820556,39.205556,0
673,-121.813837,37.53168,0
674,-121.7806,42.225,0
675,-121.745,49.286,0
676,-121.74,50.87,0
677,-121.6955,36.1769,0
678,-121.692778,36.572778,0
679,-121.671267,38.574877,0
680,-121.66,69.11,0
681,-121.65,56.39,0
682,-121.62395,40.78109,0
683,-121.620833,39.5975,0
684,-121.59,51.08,0
685,-121.5890584,40.08733044,0
686,-121.5888,44.5557,0
687,-121.585554,38.938754,0
688,-121.58,50.23,0
689,-121.56495,41.946267,0
690,-121.564,44.2983,0
691,-121.5419,45.6272,0
692,-121.54,53.12,0
693,-121.5132,37.5868,0
694,-121.51,66.82,0
695,-121.49968,50.638162,0
696,-121.488056,39.797222,0
697,-121.4699,56.2131,0
698,-121.456795,41.110398,0
699,-121.446928,43.88523,0
700,-121.44,49.38,0
701,-121.43,65.53,0
702,-121.4098,49.56241,0
703,-121.405,42.1989,0
704,-121.4,50.88,0
705,-121.39,58.33,0
706,-121.38,55.96,0
707,-121.374722,40.418889,0
708,-121.37376,50.42215,0
709,-121.3692,44.7309,0
710,-121.364794,38.056627,0
711,-121.362803,44.059066,0
712,-121.36,72.65,0
713,-121.328611,39.622222,0
714,-121.31448,36.73259,0
715,-121.311737,38.617461,0
716,-121.3076,45.1647,0
717,-121.291297,35.709868,0
718,-121.29,51.65,0
719,-121.28,64.69,0
720,-121.25,51.47,0
721,-121.24,67.96,0
722,-121.232483,46.643457,0
723,-121.229906,45.789333,0
724,-121.2,61.72,0
725,-121.2,72.15,0
726,-121.1675,41.710278,0
727,-121.1283,44.6336,0
728,-121.12039,46.98493,0
729,-121.11624,36.51002,0
730,-121.115556,40.025608,0
731,-121.1092,41.4833,0
732,-121.107778,40.626667,0
733,-121.1028,50.25,0
734,-121.10138,44.41893,0
735,-121.09,47.75,0
736,-121.09,73.79,0
737,-121.09,63.62,0
738,-121.0888,56.2344,0
739,-121.077628,50.779319,0
740,-121.062248,39.260831,0
741,-121.055615,38.903861,0
742,-121.05,59.47,0
743,-121.0475,35.6705,0
744,-121.021303,55.126949,0
745,-121.0175,43.9248,0
746,-121.007,42.564,0
747,-120.9783,44.1989,0
748,-120.969259,42.372971,0
749,-120.94,52.51,0
750,-120.92,56.45,0
751,-120.903774,41.306448,0
752,-120.899,49.54,0
753,-120.894188,40.993092,0
754,-120.86,63.01,0
755,-120.8497,42.838,0
756,-120.84277,50.613897,0
757,-120.829913,39.018327,0
758,-120.824668,45.516774,0
759,-120.821687,38.61815,0
760,-120.82,64.27,0
761,-120.81533,46.66595,0
762,-120.807652,47.12534,0
763,-120.777743,49.067363,0
764,-120.777403,50.106155,0
765,-120.7754,36.1927,0
766,-120.757222,40.530833,0
767,-120.75,66.1,0
768,-120.75,57.65,0
769,-120.72292,41.47997,0
770,-120.71,68.72,0
771,-120.71,60.43,0
772,-120.694781,35.687452,0
773,-120.687422,46.871393,0
774,-120.68151,35.26966,0
775,-120.674444,40.31,0
776,-120.670983,38.289019,0
777,-120.67,56.14,0
778,-120.662064,44.357361,0
779,-120.6259,42.4525,0
780,-120.59861,34.80811,0
781,-120.59,53.99,0
782,-120.589611,38.616117,0
783,-120.58,50.9,0
784,-120.5758,44.5416,0
785,-120.570556,39.470833,0
786,-120.561635,49.914007,0
787,-120.554797,44.815445,0
788,-120.546735,45.301646,0
789,-120.54518,34.559005,0
790,-120.545,42.6939,0
791,-120.524809,50.719975,0
792,-120.52,76.3,0
793,-120.51,49.46,0
794,-120.51,50.16,0
795,-120.507,46.693979,0
796,-120.455978,39.638092,0
797,-120.454144,35.493219,0
798,-120.452687,47.652744,0
799,-120.45045,35.1824,0
800,-120.448889,40.006389,0
801,-120.41951,46.48721,0
802,-120.4054,45.5842,0
803,-120.362628,38.764675,0
804,-120.3485,44.3914,0
805,-120.33,50.38,0
806,-120.33,73.06,0
807,-120.329969,46.310582,0
808,-120.319195,47.443564,0
809,-120.313479,46.882418,0
810,-120.3035,34.7475,0
811,-120.25,68.19,0
812,-120.233928,39.433765,0
813,-120.227291,39.22779,0
814,-120.214254,38.514868,0
815,-120.2128,44.9991,0
816,-120.18,67.39,0
817,-120.173425,41.9743,0
818,-120.17,50.67,0
819,-120.161055,48.48983,0
820,-120.154847,56.089461,0
821,-120.1507,42.3162,0
822,-120.14,55.72,0
823,-120.14,60.73,0
824,-120.13662,49.370997,0
825,-120.133789,38.111795,0
826,-120.1329,34.907,0
827,-120.1,38.6736,0
828,-120.1,65.95,0
829,-120.1,59.32,0
830,-120.061836,50.848505,0
831,-120.048884,41.202275,0
832,-120.0474,44.5681,0
833,-120.0391217,39.94897774,0
834,-120.029517,40.403146,0
835,-120.023333,38.916296,0
836,-120.02,63.78,0
837,-120.02,65.15,0
838,-120.0072,44.7978,0
839,-120.00278,49.18222,0
840,-119.998036,39.514906,0
841,-119.981195,47.210583,0
842,-119.9589,45.8131,0
843,-119.936165,47.020415,0
844,-119.920797,42.928202,0
845,-119.9155,42.3894,0
846,-119.91,66.63,0
847,-119.90491,41.850641,0
848,-119.888542,47.921158,0
849,-119.87,61.72,0
850,-119.855379,40.187922,0
851,-119.854095,37.879038,0
852,-119.84021,48.654599,0
853,-119.834754,38.342153,0
854,-119.83,53.57,0
855,-119.83,51.82,0
856,-119.823164,36.753606,0
857,-119.77,50.73,0
858,-119.76,64.38,0
859,-119.751329,37.702916,0
860,-119.744,34.601,0
861,-119.74,49.77,0
862,-119.739026,38.894189,0
863,-119.7384,34.4167,0
864,-119.733564,38.623564,0
865,-119.723403,39.402255,0
866,-119.72,49.08,0
867,-119.72,67.58,0
868,-119.707064,39.176387,0
869,-119.7038,44.5421,0
870,-119.697503,45.847647,0
871,-119.697,33.992,0
872,-119.683123,39.624646,0
873,-119.68,62.4,0
874,-119.68,57.23,0
875,-119.6714,43.5359,0
876,-119.670487,46.706056,0
877,-119.661157,37.537027,0
878,-119.63,59.07,0
879,-119.6275,44.1843,0
880,-119.594017,50.460625,0
881,-119.59,49.48,0
882,-119.581506,49.283797,0
883,-119.542555,37.300187,0
884,-119.525921,55.290047,0
885,-119.492939,37.844301,0
886,-119.47006,38.517384,0
887,-119.45,73.45,0
888,-119.448803,49.858146,0
889,-119.4274,38.8453,0
890,-119.391036,47.588567,0
891,-119.3878,45.0394,0
892,-119.385,44.0672,0
893,-119.37,55.52,0
894,-119.37,66.4,0
895,-119.36709,46.302506,0
896,-119.35,50.36,0
897,-119.3414,45.9175,0
898,-119.34,49.03,0
899,-119.34,68.53,0
900,-119.32,76.58,0
901,-119.314797,39.295557,0
902,-119.314057,48.839376,0
903,-119.311983,39.644242,0
904,-119.309283,50.040574,0
905,-119.3,65.37,0
906,-119.2941,45.2941,0
907,-119.292777,37.971889,0
908,-119.2602,47.116526,0
909,-119.22,34.88,0
910,-119.22,67.28,0
911,-119.18,63.85,0
912,-119.17,52.7,0
913,-119.15,60.73,0
914,-119.138393,50.552458,0
915,-119.133803,46.927628,0
916,-119.1318,34.6907,0
917,-119.11,55.3,0
918,-119.11,59.32,0
919,-119.084275,38.846832,0
920,-119.0534,37.8127,0
921,-119.0531,43.5864,0
922,-119.01363,37.325936,0
923,-119.012736,38.21134,0
924,-119.007727,38.421607,0
925,-119.002097,46.205263,0
926,-118.999414,49.056584,0
927,-118.989,37.6101,0
928,-118.988,43.8071,0
929,-118.9492,44.3897,0
930,-118.9314,45.1342,0
931,-118.928042,48.824612,0
932,-118.88,63.17,0
933,-118.825107,34.859413,0
934,-118.8,53.76,0
935,-118.7875,45.6722,0
936,-118.7542,42.5447,0
937,-118.7244,42.7546,0
938,-118.6835,37.5531,0
939,-118.680664,39.463947,0
940,-118.6591,44.3426,0
941,-118.621445,55.909325,0
942,-118.61,68.08,0
943,-118.61,50.03,0
944,-118.58,34.32,0
945,-118.57,58.1,0
946,-118.57,76.95,0
947,-118.55696,37.286822,0
948,-118.537956,39.615314,0
949,-118.51,50.96,0
950,-118.506603,55.261512,0
951,-118.5,61.87,0
952,-118.4956,44.6028,0
953,-118.46,63.78,0
954,-118.44,49.03,0
955,-118.4236,45.8139,0
956,-118.4203,45.5067,0
957,-118.42,51.52,0
958,-118.415895,36.669598,0
959,-118.41439,46.029097,0
960,-118.411965,37.506254,0
961,-118.38,56.73,0
962,-118.38,60.58,0
963,-118.335104,37.895754,0
964,-118.329,45.0781,0
965,-118.3200874,36.44518558,0
966,-118.31,66.82,0
967,-118.282263,35.88222,0
968,-118.267555,37.267653,0
969,-118.242932,34.105485,0
970,-118.241137,42.332084,0
971,-118.2398,37.0672,0
972,-118.2269,45.3522,0
973,-118.221214,46.678215,0
974,-118.218914,36.863184,0
975,-118.201,36.05,0
976,-118.19,73.37,0
977,-118.16,64.77,0
978,-118.153939,48.894387,0
979,-118.1432,44.6944,0
980,-118.139075,36.664005,0
981,-118.0864,42.5492,0
982,-118.086399,33.808001,0
983,-118.07,52.98,0
984,-118.036036,37.260008,0
985,-117.999074,52.802169,0
986,-117.9496,37.4606,0
987,-117.9436,44.3244,0
988,-117.932149,34.355577,0
989,-117.93,63.24,0
990,-117.9164,45.565,0
991,-117.9003,43.4647,0
992,-117.899953,49.042099,0
993,-117.89,65.45,0
994,-117.871316,45.204248,0
995,-117.82,61.74,0
